"DOY" "Depth" "POP"
353 5.6 0.0117
353 25.4 0.012
353 45.5 0.0136
353 74.8 0.0091
353 100.6 0.0098
353 124.5 0.0091
353 150 0.006
353 174.8 0.005
353 198.5 0.0041
353 250 0.0032
353 351.3 0.0025
353 351.2 0.0019
17 4.4 0.0126
17 23.2 0.0095
17 44.7 0.0101
17 75.8 0.0158
17 99.4 0.0148
17 125.4 0.0098
17 174.9 0.0032
17 199.3 0.0044
17 251.5 0.0019
17 349.5 0.0019
17 349.6 0.0025
17 148.8 0.0047
57 4.8 0.0142
57 23.6 0.0249
57 44.7 0.0126
57 72.8 0.0132
57 99.3 0.0082
57 122.3 0.0132
57 149.2 0.0091
57 174.5 0.006
57 199 0.0041
57 248.6 0.0035
57 349.6 0.0025
57 349.5 0.0028
88 10.9 0.0098
88 25.8 0.0107
88 45 0.0142
88 75.8 0.005
88 100.2 0.0091
88 125.7 0.0066
88 150.8 0.006
88 174.8 0.0028
88 198.9 0.0025
88 250.1 0.0022
88 349.3 0.0019
88 349.1 0.0019
114 4.8 0.0114
114 23.7 0.011
114 44 0.0132
114 76.4 0.0113
114 98.3 0.0091
114 122 0.0088
114 146.8 0.0041
114 171.9 0.0038
114 197.6 0.0013
114 248.9 0.0016
114 349.8 0.0013
114 349.6 0.0019
141 3.9 0.0129
141 24.4 0.0085
141 44.8 0.0098
141 73.4 0.0069
141 101.3 0.0073
141 122.7 0.0088
141 148.1 0.0066
141 174.1 0.0035
141 200.1 0.0032
141 248.8 0.0028
141 349.7 0.0013
141 349.7 0.0013
171 4.2 0.0095
171 24.4 0.0085
171 44.8 0.0098
171 74.8 0.012
171 100.5 0.0113
171 125.4 0.0091
171 149.4 0.0063
171 175 0.0044
171 199.4 0.0038
171 249.5 0.0047
171 348.9 0.0022
171 348.9 0.0022
201 4.2 0.0151
201 24.2 0.017
201 45.3 0.0221
201 73.3 0.0151
201 98 0.0101
201 124.2 0.0079
201 150 0.0066
201 176.9 0.0047
201 201.8 0.0032
201 249 0.0028
201 351.3 0.0022
201 350.6 0.0013
233 5.3 0.0069
233 25.8 0.0139
233 43.4 0.0088
233 73.4 0.0073
233 99.8 0.0202
233 126.8 0.012
233 150.8 0.0044
233 173.1 0.0054
233 199.3 0.0041
233 249.7 0.0032
233 349.5 0.0022
233 349.3 0.0025
288 5.3 0.0145
288 25.9 0.0142
288 44.6 0.0151
288 76.5 0.0076
288 100.8 0.0107
288 124.8 0.006
288 150.9 0.0063
288 175.9 0.005
288 201.5 0.0041
288 252 0.0035
288 349.4 0.0022
288 349.5 0.0028
314 7.7 0.0145
314 23.9 0.0117
314 45.6 0.0154
314 78.5 0.0139
314 96.8 0.0113
314 124.3 0.0079
314 151.5 0.0063
314 174.2 0.0047
314 199.7 0.0041
314 252.6 0.0041
314 351 0.0022
314 350.9 0.0022
354 5.5 0.0129
354 24.2 0.0104
354 44.1 0.0098
354 75.2 0.0113
354 97.7 0.006
354 125.9 0.0066
354 150.5 0.005
354 173.9 0.0041
354 200.5 0.0035
354 251 0.0038
354 352.4 0.0022
354 352.2 0.0035
22 3.9 0.0107
22 24 0.0107
22 44.1 0.011
22 74.5 0.0088
22 99.3 0.0091
22 123.9 0.0066
22 149.9 0.0044
22 174.7 0.0041
22 200.6 0.0025
22 249.8 0.0028
22 350.2 0.0016
22 350.3 0.0013
56 3.9 0.0117
56 24.5 0.0107
56 43.9 0.0079
56 73.1 0.017
56 98.9 0.0085
56 123.8 0.006
56 148.7 0.005
56 174.6 0.0035
56 203.6 0.0022
56 250.3 0.0028
56 357.4 0.0019
56 356.4 0.0025
80 5.6 0.0085
80 26.1 0.0123
80 44.4 0.0107
80 75.4 0.0095
80 99.2 0.0139
80 124.8 0.011
80 149.6 0.0091
80 174.4 0.0063
80 199 0.0038
80 249 0.0041
80 349.4 0.0025
80 349.4 0.0028
112 3.9 0.0145
112 24.1 0.0145
112 43.8 0.0123
112 74.2 0.0098
112 98.8 0.0142
112 123.7 0.0082
112 147.6 0.0057
112 173.9 0.0038
112 199.3 0.0047
112 249.6 0.0032
112 352 0.0032
112 351.4 0.0028
140 4.3 0.0123
140 24 0.0129
140 44.7 0.0142
140 75 0.0161
140 98.9 0.0126
140 124.4 0.0088
140 148.4 0.0047
140 174.3 0.0047
140 199.1 0.0044
140 249 0.0032
140 350.2 0.0022
140 350 0.0028
168 3.7 0.0161
168 23.9 0.0088
168 44 0.0104
168 74.7 0.0123
168 98.4 0.0088
168 123.7 0.0085
168 148.5 0.0069
168 171.4 0.0057
168 198.4 0.0035
168 249.2 0.0028
168 348.4 0.0019
168 348.3 0.0013
196 4.8 0.0148
196 24.8 0.0151
196 42.7 0.005
196 74.9 0.005
196 99.9 0.0035
196 125.5 0.0041
196 149.4 0.0073
196 174.5 0.0035
229 4.8 0.0136
229 24 0.0177
229 44.7 0.0155
229 75.1 0.0173
229 99.6 0.0098
229 124.1 0.0066
229 149 0.0028
229 174.3 0.0028
229 200.3 0.0028
229 248.9 0.0019
229 349.9 3e-04
229 349.8 0.0013
273 6.3 0.0107
273 25.9 0.011
273 45.9 0.0145
273 75.5 0.0136
273 100.1 0.0104
273 125.1 0.0088
273 150.4 0.0032
273 174.4 0.0025
273 199.5 0.0028
273 250 0.0028
273 349.3 0.0016
273 349.6 0.0019
305 4 0.0158
305 23.4 0.0104
305 45.3 0.0085
305 74.9 0.0079
305 99.3 0.0139
305 124 0.0044
305 149.5 0.0035
305 174.6 0.0022
305 199.8 0.0022
305 249.7 0.0022
305 348.4 0.0019
305 348.4 0.0013
334 5.2 0.0107
334 25.1 0.0145
334 45.2 0.0113
334 74.6 0.0069
334 98.9 0.006
334 125.1 0.0054
334 149.3 0.0028
334 174.8 0.0032
334 199.5 0.0073
334 250.6 0.0028
334 350.4 0.0016
334 350.4 0.0028
357 4.1 0.0101
357 25.3 0.0145
357 44.1 0.0107
357 74 0.0136
357 99.8 0.0085
357 122.9 0.0054
357 148.3 0.0044
357 174.8 0.0025
357 198.8 0.0025
357 249.1 0.0025
357 350 0.0019
357 349.9 0.0019
34 4.8 0.0101
34 24.9 0.0104
34 45.1 0.0082
34 75 0.0091
34 102.8 0.0073
34 125.9 0.0038
34 150.7 0.0044
34 175.2 0.0025
34 199.1 0.0022
34 249.6 0.0025
34 350.7 0.0016
34 350.7 0.0025
65 5.1 0.0069
65 25.5 0.0069
65 45.4 0.0076
65 76.8 0.0054
65 98.9 0.0069
65 125 0.0047
65 151 0.0028
65 175.4 0.0025
65 200.5 0.0022
65 250.2 0.0025
65 350 9e-04
65 349.5 9e-04
138 13 0.0076
138 25.1 0.0066
138 45.4 0.0095
138 75.5 0.0107
138 99.5 0.0104
138 124.5 0.0054
138 139.6 0.0044
138 174.4 0.0063
138 200 0.0028
138 250.5 0.0025
138 349.7 0.0019
138 349.8 0.0019
167 6.2 0.0095
167 24.5 0.0101
167 44.4 0.0136
167 74.9 0.0195
167 100.2 0.0139
167 125.1 0.0085
167 175.1 0.0028
167 199.8 0.0038
167 249.9 0.0019
167 349 0.0016
167 349 0.0019
198 6.4 0.0085
198 45 0.0082
198 74.7 0.0095
198 100.1 0.006
198 125.6 0.0066
198 149.7 0.0044
198 173.1 0.0028
198 200.4 0.0041
198 250.3 0.0016
198 349.9 9e-04
198 349.9 0.0022
227 23.3 0.0114
227 44.3 0.0136
227 75.4 0.0117
227 99.1 0.0107
227 124.5 0.0066
227 149.3 0.0079
227 173.8 0.005
227 199.5 0.0038
227 349.3 0.0016
227 349.3 0.0019
254 5.9 0.0148
254 24.8 0.0107
254 25 0.0107
254 46.3 0.0145
254 75.8 0.0095
254 99 0.0063
254 124 0.0044
254 149.5 0.0032
254 174.9 0.005
254 198.9 0.0028
254 249.1 0.0038
254 349.3 0.0025
254 349.2 0.0019
282 8 0.0098
282 24.9 0.0076
282 45.9 0.0104
282 74.3 0.0098
282 98.2 0.0132
282 124 0.0063
282 150.1 0.006
282 174.6 0.0038
282 198.6 0.0035
282 247.7 0.0032
282 349.4 0.0025
282 349.6 0.0025
317 5 0.0091
317 24.2 0.0085
317 44.1 0.0076
317 74.7 0.006
317 100 0.0073
317 123.8 0.0069
317 148.3 0.0025
317 173 0.0032
317 199.4 0.0025
317 249.3 9e-04
317 349 0.0013
317 349 0.0016
348 5.2 0.0076
348 24 0.0082
348 45.1 0.0107
348 75.8 0.0063
348 100.4 0.0107
348 126 0.0032
348 150.2 0.0054
348 175.5 0.0022
348 200.9 0.0054
348 249.7 0.0035
348 352.2 0.0016
348 352.1 0.0016
26 9.1 0.0107
26 27.3 0.0076
26 45.8 0.0123
26 74.2 0.0085
26 99.6 0.0076
26 127 0.0038
26 150.2 0.0028
26 173.5 0.0038
26 199.4 0.0022
26 248.8 0.0016
26 351.2 0.0013
47 7.6 0.0073
47 24.7 0.0063
47 45.9 0.0079
47 74 0.0044
47 98.9 0.0057
47 123.2 0.0032
47 147.5 0.0022
47 173.9 0.0013
47 198.4 0.0019
47 249.4 0.0016
47 351.4 0.0013
47 351.1 0.0016
68 6.5 0.0104
68 27.5 0.0091
68 43.5 0.0088
68 76.9 0.005
68 99.7 0.0044
68 124.9 0.0038
68 151 0.0044
68 173.4 0.0019
68 199.3 0.0022
68 249.9 0.0022
68 349.5 9e-04
68 350.1 0.0019
93 8.5 0.0104
93 25 0.0088
93 45.2 0.0117
93 74.6 0.017
93 100.3 0.0142
93 124.6 0.0085
93 150.4 0.0057
93 176 0.0069
93 199 0.005
93 248.9 0.0035
93 350.2 0.0022
93 350.2 0.0013
148 8.3 0.0095
148 25.5 0.0113
148 44.7 0.012
148 74.6 0.0107
148 99.9 0.0136
148 126.2 0.0054
148 151.1 0.0032
148 176.3 0.0047
148 200.5 0.0025
148 252 0.0022
148 351.4 0.0019
148 351.7 9e-04
166 8.3 0.0107
166 24.7 0.0057
166 43.8 0.0079
166 75.8 0.0123
166 101.4 0.0104
166 125.3 0.0066
166 149.4 0.0044
166 175.3 0.0041
166 199.4 0.0025
166 249.7 0.0025
166 350.6 0.0022
166 350.6 0.0019
195 8.4 0.0098
195 24.7 0.011
195 45 0.0126
195 74.8 0.0113
195 100 0.0082
195 125 0.0091
195 149.7 0.006
195 175.5 0.0038
195 199.6 0.0041
195 249.4 0.0028
195 349.9 0.0022
195 349.9 0.0025
222 7.3 0.0091
222 24.7 0.0098
222 44.5 0.0154
222 75 0.0208
222 99.7 0.0101
222 124.7 0.0085
222 149.6 0.0057
222 175.1 0.0047
222 200.6 0.0032
222 249.5 0.0035
222 350.4 0.0025
222 349.9 0.0016
260 5.3 0.0098
260 24.9 0.0085
260 44.8 0.0104
260 75 0.0091
260 100.3 0.0069
260 125.3 0.0044
260 150.4 0.0028
260 175.5 0.0025
260 200.7 0.0025
260 249.2 0.0016
260 349.1 0.0013
260 349 0.0019
295 6.2 0.0095
295 24.6 0.0104
295 45.4 0.0126
295 73.9 0.0104
295 100.3 0.0057
295 123.5 0.0054
295 148.6 0.0038
295 177.5 0.0028
295 203 0.0028
295 251.2 0.0019
295 350.6 0.0013
295 351.2 0.0019
314 6.5 0.0117
314 24.8 0.0082
314 46 0.005
314 74.6 0.0076
314 99.5 0.005
314 124.4 0.0038
314 151.1 0.0028
314 176 0.0022
314 200.7 0.0016
314 250.8 0.0019
314 350.3 0.0013
314 350 0.0016
345 8.3 0.0076
345 23.3 0.0073
345 45.6 0.005
345 73.5 0.0047
345 101.3 0.0038
345 126.2 0.005
345 149.9 0.0025
345 174.7 0.0025
345 199.4 0.0025
345 249.2 0.0016
345 347.6 0.0016
345 347.4 0.0013
39 4.9 0.005
39 25.8 0.0073
39 44.4 0.0069
39 75.5 0.006
39 100 0.0088
39 124.5 0.005
39 150.6 0.0028
39 174.3 0.0025
39 199.9 0.0016
39 249.1 0.0016
39 350 6e-04
39 349.9 9e-04
81 4.9 0.0057
81 24.7 0.0082
81 44.8 0.0098
81 74.7 0.0025
81 100.4 0.0136
81 126.8 0.0073
81 154.8 0.0041
81 177.8 0.0044
81 199 0.0047
81 253.4 0.0025
81 347.9 0.0016
81 347.7 0.0016
126 8.4 0.0035
126 25.7 0.0104
126 44 0.0101
126 74.2 0.0164
126 100.8 0.0069
126 125.1 0.0088
126 149.2 0.0063
126 174.8 0.0054
126 200.7 0.0032
126 250 0.0028
126 350.1 0.0016
126 350.1 0.0016
190 7 0.0142
190 25.4 0.0095
190 45.5 0.0173
190 74.9 0.0098
190 100 0.0123
190 125 0.0066
190 150 0.0032
190 175.4 0.0032
190 199.8 0.0025
190 250.3 0.0025
190 349.8 0.0016
190 349.9 0.0019
217 7.5 0.0129
217 25 0.0123
217 45 0.0117
217 75.2 0.0132
217 99.8 0.0085
217 124.4 0.0107
217 151.5 0.0073
217 175.8 0.0044
217 199.5 0.0035
217 249.9 0.0028
217 350.7 0.0028
217 350.7 0.0019
247 6.3 0.0069
247 26 0.0079
247 46.1 0.0164
247 76.4 0.0107
247 100 0.0063
247 125.2 0.0082
247 150.8 0.0041
247 174.7 0.0047
247 200.9 0.0032
247 252.1 0.0025
247 350.1 9e-04
247 350.1 0.0025
276 6.4 0.0091
276 25 0.0101
276 45.1 0.0151
276 75.2 0.0076
276 100.5 0.011
276 126.6 0.0057
276 150.4 0.0073
276 174.6 0.0028
276 200.2 6e-04
276 250.8 9e-04
276 351.3 0.0019
276 351.3 0.0016
336 5.8 0.0082
336 25.3 0.012
336 45.5 0.0104
336 75.6 0.0054
336 100.6 0.0079
336 123.7 0.0028
336 148.8 0.0038
336 175.5 0.0016
336 199.8 0.0025
336 249.4 0.0022
336 352 0.0019
336 351.7 9e-04
355 6.3 0.0079
355 25.3 0.0101
355 46 0.005
355 76 0.0035
355 100.4 0.0063
355 125.4 0.0047
355 149.5 0.0047
355 175.4 0.0038
355 200.2 0.0047
355 250.8 0.0022
355 349.6 0.0022
355 349.5 9e-04
30 5.9 0.0066
30 25 0.0091
30 45.1 0.006
30 74.4 0.0063
30 101.4 0.011
30 125 0.0085
30 148.3 0.0022
30 174.2 0.0022
30 249.6 0.0022
30 351.9 0.0013
30 351.6 0.0016
55 7.3 0.0139
55 26 0.0076
55 45.5 0.0079
55 75.9 0.0041
55 99 0.0079
55 124.7 0.0047
55 150.4 0.0047
55 176 0.0016
55 200 0.0022
55 250.2 0.0013
55 350.1 0.0019
55 350.2 0.0016
149 7 0.0095
149 25.8 0.0126
149 45.8 0.0107
149 75.4 0.0098
149 100.3 0.0088
149 125.3 0.0063
149 149.7 0.0035
149 175 0.0019
149 199.6 0.0025
149 249.9 0.0019
149 349.9 0.0019
149 350 0.0019
178 6.3 0.011
178 25.2 0.0063
178 44.7 0.006
178 74.7 0.0085
178 100.3 0.012
178 125.1 0.0082
178 149.6 0.0038
178 175.4 0.0028
178 200.4 0.0035
178 249.9 0.0016
178 349.8 9e-04
178 349.9 0.0013
209 5.9 0.0073
209 25.1 0.011
209 45 0.0195
209 75 0.0126
209 99.8 0.0076
209 125.1 0.0063
209 149.5 0.0032
209 174.6 0.0032
209 199.5 0.0028
209 249.5 0.0016
209 349.7 0.0013
209 349.7 0.0016
230 7.8 0.012
230 24.6 0.0114
230 45 0.0117
230 75.1 0.0107
230 100.8 0.0076
230 123.4 0.0047
230 149.2 0.0044
230 174.9 0.0025
230 199.7 0.0035
230 249.7 0.0019
230 349.8 0.0016
230 349.8 0.0016
285 6.7 0.0173
285 25.7 0.0195
285 44.3 0.0161
285 75.2 0.0117
285 100.8 0.0085
285 123.9 0.0047
285 149.5 0.0073
285 174.4 0.0038
285 199.8 0.0022
285 250.9 0.0019
285 349.5 0.0022
285 349.5 0.0019
336 8.2 0.0139
336 24.8 0.011
336 45.6 0.0129
336 75.3 0.0107
336 100.2 0.0085
336 124.5 0.0047
336 148.9 0.0035
336 173.7 0.0019
336 200.7 0.0035
336 251.4 0.0019
336 349.2 0.0016
336 349.1 0.0013
21 7.5 0.006
21 25.2 0.0073
21 44.9 0.0088
21 76.2 0.0085
21 100.4 0.0054
21 124.4 0.0047
21 174.8 0.0025
21 199.6 0.0019
21 250.3 0.0019
21 350.1 9e-04
21 350.1 9e-04
49 8.5 0.0085
49 24.7 0.0076
49 43.7 0.0073
49 75.3 0.0069
49 100.7 0.0066
49 123.2 0.0044
49 147.9 0.0038
49 173.9 0.0028
49 199.7 0.0025
49 250.3 0.0022
49 349.2 0.0013
49 349.3 0.0013
119 4.3 0.017
119 23.9 0.012
119 45.4 0.0104
119 74.9 0.0073
119 100.1 0.0082
119 126.4 0.0066
119 150.7 0.005
119 175 0.0044
119 200.9 0.0038
119 250.7 0.0025
119 351.2 0.0016
148 5.4 0.0091
148 25 0.0101
148 45.1 0.0085
148 75.6 0.0079
148 100.1 0.0079
148 125.4 0.0066
148 150.2 0.0057
148 174.6 0.0054
148 201.4 0.0054
148 251.4 0.0025
148 349.8 0.0022
148 349.9 0.0032
185 25.7 0.0098
185 25.7 0.0123
185 74.9 0.0158
185 99.5 0.0101
185 99.5 0.0107
185 123.8 0.0076
185 148.7 0.0066
185 175.3 0.005
185 200.2 0.0041
185 249 0.0032
185 348.7 0.0025
185 348.6 0.0025
206 15.9 0.0117
206 15.8 0.0098
206 16 0.0154
206 25 0.0151
206 46.3 0.0205
206 125 0.0095
206 150.1 0.0073
206 174.9 0.0044
206 199.6 0.0035
206 250.5 0.0025
206 349.9 0.0019
206 350 0.0022
206 8.1 0.012
206 25.7 0.0101
206 44 0.0154
206 74.5 0.0151
206 100.3 0.0208
206 124.9 0.0098
206 149.6 0.0073
206 174.1 0.0044
206 199.5 0.0035
206 250.3 0.0025
206 350.2 0.0019
206 350.1 0.0022
231 7.6 0.0139
231 27.7 0.011
231 44.6 0.012
231 75.5 0.0236
231 100 0.0129
231 126 0.0082
231 175.5 0.0057
231 200.5 0.0038
231 249.3 0.006
231 349.1 0.0025
231 349.3 0.0028
268 4.9 0.0047
268 25.2 0.0069
268 46.1 0.0016
268 75.9 0.0044
268 126 0.0035
268 150.4 0.0022
268 174.4 6e-04
268 200.2 0.0019
268 249.3 0.0019
268 350.1 0.0019
268 349.6 0.0028
308 4.9 0.0082
308 24.8 0.0082
308 74.6 0.0082
308 101.4 0.0079
308 123.3 0.0054
308 151.1 0.0035
308 174.5 0.0113
308 200.9 0.0013
308 350.3 6e-04
308 350.2 6e-04
344 4.9 0.0069
344 24.1 0.0066
344 44.6 0.0047
344 73.8 0.0047
344 98.8 0.0022
344 124 0.0028
344 175.4 0.0022
344 199.8 0.0016
344 251.1 0.0016
344 350.7 9e-04
344 350.8 0.0013
69 4.9 0.0104
69 25.3 0.0082
69 46.3 0.0054
69 104.8 0.0066
69 126.7 0.005
69 149.4 0.0022
69 170.6 0.0158
69 199.3 0.0255
69 253.1 0.0019
69 349.3 0.0016
69 349.6 0.0095
97 5.6 0.0098
97 23.8 0.0104
97 44.3 0.0098
97 75.6 0.0066
97 101.6 0.0069
97 124.8 0.0038
97 149.4 0.0025
97 174.3 0.0022
97 198.9 0.0025
97 251.4 0.017
97 351.5 0.017
97 351.6 0.0148
139 5.2 0.0126
139 24.6 0.011
139 44.7 0.0095
139 75.1 0.0085
139 99.9 0.0063
139 127.7 0.0072
139 149.6 0.0057
139 174.1 0.0022
139 202.1 0.0028
139 251.3 0.0025
139 351.5 0.0013
139 351.1 0.0107
160 4.8 0.012
160 25.2 0.0132
160 44.8 0.0107
160 76.1 0.0101
160 102.7 0.0082
160 124.5 0.0104
160 148.2 0.0038
160 178.5 0.0025
160 202.6 0.0025
160 256.7 0.0019
160 349.5 0.0032
160 349 0.0016
190 5.6 0.011
190 25.5 0.0088
190 46.2 0.0088
190 75.8 0.011
190 100.8 0.0082
190 125.5 0.0107
190 149.5 0.0035
190 175 0.0022
190 200.8 6e-04
190 250.4 0.0019
190 350.3 9e-04
190 350.3 0.0025
220 7.2 0.0085
220 25.6 0.0098
220 45.7 0.0117
220 74.5 0.0085
220 100.5 0.0098
220 125.7 0.006
220 150.6 0.0035
220 175.3 0.0041
220 200.1 0.0019
220 250.3 0.0028
220 350.5 0.0025
247 6.6 0.006
247 25.6 0.0101
247 45.3 0.0069
247 75.3 0.0082
247 100.9 0.0073
247 125.4 0.0057
247 151.4 0.0028
247 175.7 0.0032
247 200.6 0.0028
247 251.5 0.0019
247 349.1 9e-04
247 349.2 0.0016
277 5.5 0.0095
277 25.3 0.0057
277 43.8 0.006
277 75.5 0.0038
277 100.9 0.0041
277 124.9 0.0032
277 149.1 0.0028
277 173.8 9e-04
277 200.8 6e-04
277 249.4 0.0013
277 350.9 6e-04
326 4.8 0.0028
326 24.9 0.0063
326 43.9 0.0066
326 74.4 0.0076
326 100.3 0.0022
326 124.6 0.0032
326 150.6 0.0028
326 174.7 0.0016
326 200 9e-04
326 349.4 0.0013
29 5.6 0.0085
29 25.4 0.0076
29 45.1 0.0076
29 75.2 0.006
29 99.5 0.0095
29 125.1 0.0035
29 150.3 0.0032
29 175.4 0.0047
29 199.5 0.0019
29 250.5 9e-04
29 349.6 6e-04
29 349.6 0.0013
60 7.5 0.005
60 24.3 0.0069
60 45.1 0.0072
60 75.1 0.0069
60 100.1 0.0044
60 124.6 0.0047
60 148.7 0.0032
60 175.6 0.0019
60 200.8 0.0019
60 248 0.0013
60 350.2 9e-04
60 350.2 6e-04
102 8.6 0.0091
102 25 0.0085
102 44.6 0.0104
102 75.1 0.0069
102 99.8 0.0073
102 126.5 0.0066
102 151.5 0.0032
102 175.5 0.0066
102 199.3 9e-04
102 251.3 0.0013
102 348.7 0.0013
102 348.8 0.0019
130 6.1 0.0085
130 25.3 0.011
130 44.9 0.0076
130 73.9 0.0082
130 100 0.0069
130 124.1 0.005
130 149.7 0.0032
130 174.7 0.0025
130 200 0.0038
130 249.9 0.0022
130 349.8 0.0019
130 349.8 0.0022
201 4.1 0.0085
201 24.9 0.0069
201 44.1 0.0085
201 74.4 0.0167
201 98.9 0.0104
201 124.5 0.0101
201 149.3 0.0076
201 174.5 0.0041
201 199.1 0.0016
201 249.1 0.0013
201 348.7 0.0041
201 348.8 6e-04
244 6.1 0.0218
244 24.6 0.0158
244 44.3 0.017
244 74.7 0.0113
244 99.7 0.012
244 124.1 0.0044
244 148.9 0.0038
244 174 0.0028
244 199.7 0.0022
244 249.5 0.0028
244 349.3 0.0019
244 349.3 0.0019
270 6.5 0.0132
270 26.7 0.0145
270 44.9 0.0145
270 75 0.0142
270 98.8 0.0136
270 125 0.0066
270 149.8 0.0047
270 175.1 0.0032
270 200.3 0.0025
270 250.6 0.0016
270 349.9 0.0016
309 4.8 0.0183
309 24.4 0.0142
309 44.3 0.017
309 76.2 0.0161
309 99.6 0.0085
309 124.3 0.0069
309 149 0.0066
309 173.5 0.0044
309 199.8 0.0063
309 250.3 0.0044
309 350.4 0.0022
309 350.4 0.0022
333 4.9 0.0177
333 25.8 0.0161
333 76.3 0.0164
333 100.4 0.0164
333 124.4 0.0227
333 152.2 0.0063
333 174.2 0.006
333 195 0.006
333 246.1 0.0041
333 352 0.0025
333 351.8 0.0025
354 4.7 0.0164
354 24.2 0.0151
354 45 0.0161
354 74.8 0.0139
354 101.5 0.0154
354 123.9 0.011
354 149.5 0.0047
354 174.5 0.0044
354 200.2 0.0032
354 249.8 0.0032
354 348.2 0.0025
354 348.8 0.0025
19 5.3 0.0161
19 24.5 0.0104
19 45.3 0.0154
19 73.4 0.0145
19 99.8 0.0129
19 126.3 0.0107
19 149.2 0.006
19 175.7 0.0044
19 202.2 0.0032
19 355.2 0.0022
19 354 0.0022
86 5.5 0.0145
86 25.1 0.0136
86 45.4 0.0154
86 75.4 0.0142
86 99.3 0.0129
86 124.3 0.0076
86 150.1 0.0016
86 174.3 0.0016
86 200 6e-04
86 249.8 0.0028
86 349.5 0.0016
86 349.3 0.0025
123 5.1 0.0148
123 25.1 0.0142
123 46.1 0.0189
123 76.1 0.0142
123 125.1 0.012
123 149.8 0.0076
123 176.5 0.006
123 201.3 0.0044
123 249.4 0.0035
123 352.2 0.0022
123 351.9 0.0025
152 5.5 0.0142
152 25.4 0.0161
152 44.5 0.017
152 74.6 0.0154
152 100.6 0.017
152 125.2 0.0113
152 150.8 0.0101
152 175.9 0.0073
152 201 0.0044
152 250 0.0035
152 351.9 0.0025
152 352.1 0.0022
179 5.7 0.0082
179 25.6 0.0164
179 44.5 0.0192
179 73.8 0.0117
179 100.5 0.0142
179 125.3 0.0136
179 148.5 0.0073
179 175 0.0057
179 199.5 0.0054
179 250.5 0.0032
179 347.7 0.0022
179 348 0.0022
214 10.4 0.0151
214 25.7 0.0154
214 45.6 0.0167
214 75.3 0.0189
214 100.4 0.017
214 125.4 0.0129
214 150 0.0095
214 175 0.0073
214 200.3 0.006
214 250.8 0.0041
214 350.5 0.0025
214 350.5 0.0032
231 5.4 0.0167
231 25.4 0.0177
231 45.2 0.0202
231 75.4 0.0186
231 100.1 0.0132
231 125 0.0145
231 150.5 0.0113
231 175.2 0.0079
231 200.8 0.0057
231 251.1 0.0013
231 350.4 0.0025
231 350.3 0.0028
259 25.2 0.0154
259 45.3 0.0151
259 74.9 0.0173
259 100.3 0.0129
259 125.4 0.011
259 150.5 0.0085
259 175.5 0.0069
259 200.4 0.0057
259 250.7 0.0038
259 350.4 0.0025
259 350.1 0.0025
282 5.3 0.017
282 25.4 0.0161
282 45.6 0.0161
282 74.7 0.0177
282 100.3 0.0132
282 124.4 0.0091
282 149.6 0.006
282 174.6 0.0054
282 200.2 0.0047
282 249.1 0.0035
282 350.1 0.0025
282 350.2 0.0035
339 6.9 0.0148
339 25.6 0.0148
339 43.3 0.0132
339 76.3 0.0148
339 100.1 0.0132
339 124.8 0.0098
339 150.2 0.0073
339 176.6 0.0057
339 200.6 0.005
339 249.3 0.0035
339 352 0.0041
339 352.2 0.0025
44 7.7 0.0161
44 24.7 0.0161
44 44.6 0.0167
44 74.3 0.0136
44 100.7 0.0126
44 125.4 0.012
44 150.8 0.0085
44 176.3 0.006
44 200.5 0.005
44 250.6 0.0035
44 350.6 0.0025
66 6 0.0158
66 26.1 0.0145
66 45.5 0.0145
66 74.8 0.0154
66 100.2 0.0113
66 126.1 0.0104
66 150.8 0.0088
66 175.9 0.006
66 200.1 0.0054
66 250.4 0.0038
66 350.1 0.0025
66 350.7 0.0022
96 5.3 0.0148
96 25.9 0.0164
96 45.8 0.0145
96 75.7 0.0145
96 101 0.0129
96 125.5 0.0107
96 150.9 0.0076
96 175.8 0.0072
96 200.2 0.005
96 251.3 0.0035
96 350.9 0.0019
96 350.9 0.0025
138 7.1 0.0145
138 25.3 0.0129
138 46 0.0151
138 74.6 0.0151
138 100.8 0.0136
138 124.9 0.0104
138 149.2 0.0085
138 174.7 0.0069
138 200.8 0.006
138 249.9 0.0038
138 350.7 0.0025
138 350.8 0.0025
177 6.9 0.0158
177 25.5 0.0142
177 45.5 0.0148
177 74.6 0.0173
177 100.5 0.0164
177 125.7 0.0145
177 149.9 0.012
177 176.3 0.0069
177 200.7 0.0057
177 250.6 0.0041
177 349.8 0.0025
177 349.6 0.0025
255 7.3 0.0123
255 25.6 0.0164
255 45.9 0.0113
255 74.9 0.0164
255 100.4 0.0123
255 149.2 0.006
255 176.2 0.0047
255 250 0.0028
255 350.7 0.0028
255 350.4 6e-04
275 7 0.0199
275 24.9 0.0186
275 44.9 0.0167
275 75 0.0164
275 101.6 0.0123
275 126.2 0.0085
275 150.2 0.005
275 174.5 0.0047
275 200.6 0.0044
275 250.6 0.0028
275 350.4 0.0025
275 350.4 0.0025
301 7 0.0173
301 25.7 0.0161
301 45.2 0.0154
301 75.8 0.017
301 100 0.0113
301 125.5 0.0088
301 150.2 0.0063
301 175.2 0.005
301 200.1 0.0041
301 250.5 0.0035
301 350.4 0.0025
301 350.9 0.0025
331 5.9 0.0161
331 25.2 0.0154
331 44.9 0.0164
