"DOY" "Depth" "PON"
314 0 0.26
314 20 0.23
314 50 0.26
314 70 0.23
314 80 0.23
314 90 0.19
314 100 0.13
314 150 0.08
314 200 0.06
47 0 1.04
47 20 0.68
47 50 0.38
47 75 0.26
47 100 0.12
47 150 0.12
47 200 0.09
120 10 0.64
120 20 0.67
120 30 0.67
120 50 0.58
120 75 0.27
120 150 0.1
120 200 0.08
210 0 0.25
210 10 0.21
210 20 0.27
210 30 0.32
210 50 0.31
210 75 0.33
210 100 0.26
210 150 0.09
210 200 0.06
