"DOY" "Depth" "Data"
79 25 0.149450549450549
79 45.4 0.136094674556213
79 249.6 0.0760869565217391
109 5.3 0.379347826086956
109 24.7 0.317460317460317
109 45.1 0.234782608695652
109 75.3 0.245911949685535
109 99.4 0.250609756097561
109 109.5 0.214110429447853
109 124.9 0.25187969924812
109 140.1 0.263265306122449
109 149.9 0.25632183908046
109 159.9 0.218571428571429
109 175.4 0.227868852459016
139 4.7 0.152558139534884
139 25 0.1445
139 44.9 0.151231527093596
139 100.9 0.154545454545455
139 125.6 0.177450980392157
139 159.3 0.171232876712329
139 174.1 0.152083333333333
139 249.7 0.148076923076923
139 74.8 0.141071428571429
200 99.9 0.304790419161677
200 125.1 0.196407185628743
200 149.6 0.163725490196078
200 174.9 0.158415841584158
200 249.8 0.165454545454545
232 4.7 0.152284263959391
232 9.8 0.164835164835165
232 24.5 0.156521739130435
232 44.1 0.152678571428571
232 59.3 0.158921161825726
232 74.4 0.158636363636364
232 91.3 0.16094674556213
232 108.4 0.157627118644068
232 129.2 0.150359712230216
232 139.7 0.17
232 149.8 0.138157894736842
232 175.4 0.159649122807018
262 4.2 0.142613636363636
262 24.8 0.141
262 45.2 0.145497630331754
262 74 0.155813953488372
262 100 0.171727748691099
262 124.6 0.170229007633588
262 149.4 0.155555555555556
262 174.5 0.136363636363636
292 5.1 0.148333333333333
292 25 0.144186046511628
292 44.7 0.144715447154472
292 75.3 0.153588516746411
292 89.3 0.158888888888889
292 99.5 0.164117647058824
292 104.1 0.16094674556213
292 114.6 0.160769230769231
292 124.5 0.147115384615385
292 149.3 0.144827586206897
292 174.5 0.146774193548387
292 199.5 0.142592592592593
292 249.7 0.126
324 4.3 0.166137566137566
324 25.1 0.16318407960199
324 44.8 0.154901960784314
324 74.5 0.159428571428571
324 93.8 0.175524475524476
324 99.3 0.179166666666667
324 110.3 0.180555555555556
324 124.6 0.164516129032258
324 149.9 0.159090909090909
324 175.7 0.155555555555556
324 25.2 0.138396624472574
324 44.7 0.143096234309623
324 99.2 0.147804878048781
323 4.6 0.161306532663317
323 24.6 0.230188679245283
323 44.9 0.152604166666667
323 74.2 0.162209302325581
323 104.7 0.181884057971015
19 4.5 0.201546391752577
19 24 0.1795
19 43.6 0.177232142857143
19 74.8 0.193888888888889
19 84.2 0.199450549450549
19 89.1 0.205555555555556
19 94.1 0.2225
19 99.2 0.223423423423423
19 104.4 0.232407407407407
19 125.5 0.255696202531646
19 150 0.220634920634921
19 174.1 0.2125
19 249.8 0.228260869565217
78 5.2 0.158282208588957
78 24.7 0.158247422680412
78 44.3 0.183168316831683
78 74.7 0.179329608938547
78 100.1 0.178488372093023
78 125.1 0.174489795918367
78 148.6 0.173863636363636
78 174.8 0.123529411764706
78 249.7 0.21
79 8.9 0.17921568627451
79 59.6 0.179896907216495
79 74.3 0.233922261484099
79 249.5 0.182608695652174
109 4.6 0.210047846889952
109 25 0.192452830188679
109 44.9 0.163513513513513
109 74.6 0.158767772511848
109 99.6 0.175449101796407
109 124.2 0.170348837209302
109 134.3 0.156666666666667
109 150.5 0.136448598130841
109 174.9 0.133823529411765
139 4.4 0.138938053097345
139 24.8 0.127309236947791
139 45 0.1256
139 74.3 0.123636363636364
139 99.2 0.133898305084746
139 104.7 0.145454545454545
139 129.8 0.164052287581699
139 149.4 0.142735042735043
139 175.5 0.15
139 248.8 0.112
170 4.7 0.165841584158416
170 25.4 0.16651376146789
170 44.9 0.172146118721461
170 74.5 0.166287878787879
170 99.3 0.18130081300813
170 124.7 0.179005524861878
170 140.2 0.176666666666667
170 149.3 0.169918699186992
170 160.5 0.163725490196078
170 176.2 0.154444444444444
200 4.3 0.143096234309623
200 24.1 0.139583333333333
200 45.5 0.141114982578397
200 74.3 0.137809187279152
200 99.6 0.154098360655738
200 124.5 0.173154362416107
200 149.5 0.162616822429907
200 175.2 0.14040404040404
232 5 0.123456790123457
232 24.6 0.125581395348837
232 44.7 0.125735294117647
232 74.5 0.128640776699029
232 89.9 0.133333333333333
232 99.7 0.138118811881188
232 109.6 0.135151515151515
232 119.4 0.137037037037037
232 130.1 0.120300751879699
232 149.2 0.143589743589744
232 175 0.13
292 3.9 0.126153846153846
292 23.7 0.156872037914692
292 43.4 0.152272727272727
292 74.5 0.177456647398844
292 99.6 0.186619718309859
292 109.1 0.171551724137931
292 124 0.174
292 149.4 0.143589743589744
292 175 0.159649122807018
292 249 0.150980392156863
292 4.1 0.146341463414634
292 24.7 0.149206349206349
292 44.6 0.147596153846154
292 73.6 0.15981308411215
292 98.4 0.167326732673267
292 124.5 0.165734265734266
292 150.1 0.137837837837838
292 175.1 0.1575
353 4.1 0.0802884615384615
353 23.9 0.0831168831168831
353 44.3 0.0780373831775701
353 74.7 0.0919811320754717
353 100 0.0903553299492386
353 124.1 0.0684210526315789
19 5 0.13463687150838
19 24.8 0.124257425742574
19 44.6 0.147435897435897
19 74.4 0.14234693877551
19 101.2 0.153543307086614
19 125.1 0.197014925373134
19 149.7 0.146268656716418
19 174 0.168
19 249.8 0.1575
50 5.2 0.15406976744186
50 25.3 0.141052631578947
50 44.1 0.183625730994152
50 74.5 0.135294117647059
50 99.8 0.153296703296703
50 115.3 0.185714285714286
50 119.6 0.168627450980392
50 124.1 0.185483870967742
50 150.1 0.16
50 174.6 0.148543689320388
78 4.5 0.137790697674419
78 24.4 0.140845070422535
78 44.7 0.138392857142857
78 74.7 0.138775510204082
78 99.5 0.149693251533742
78 119.6 0.153
78 149.5 0.147368421052632
78 174.8 0.129230769230769
78 249.7 0.136585365853659
110 25.4 0.15699481865285
110 75.3 0.175392670157068
110 99.6 0.22111801242236
110 125.3 0.266292134831461
110 150.7 0.217241379310345
110 176.2 0.215384615384615
139 4.2 0.13312101910828
139 24.2 0.145497630331754
139 44.9 0.141624365482234
139 74.5 0.124581005586592
139 99.3 0.162068965517241
139 124.9 0.14496644295302
139 150.2 0.151351351351351
139 174.7 0.168965517241379
170 4.7 0.144559585492228
170 25 0.15045871559633
170 45 0.145771144278607
170 75 0.143946188340807
170 100 0.150236966824645
170 139.4 0.213265306122449
170 148.8 0.175
170 175.8 0.16969696969697
170 249.3 0.152173913043478
171 125.1 0.173480662983425
201 24.5 0.116742081447964
201 44.4 0.129508196721311
201 74.2 0.140932642487047
201 99.8 0.166666666666667
201 150 0.162666666666667
201 174.2 0.221978021978022
201 249.4 0.177777777777778
231 4.1 0.150622406639004
231 25.2 0.143461538461538
231 45.6 0.149609375
231 74.9 0.149344978165939
231 100.2 0.163125
231 125.3 0.132
231 150.3 0.147368421052632
231 175.1 0.148076923076923
231 249.4 0.14
262 5 0.123611111111111
262 24.3 0.180829015544041
262 44 0.1875
262 74.8 0.165725806451613
262 99.6 0.187745098039216
262 126.5 0.217218543046358
262 151.5 0.182242990654206
262 175 0.217241379310345
353 4.9 0.237804878048781
353 25.5 0.255844155844156
353 43.6 0.239041095890411
353 75.3 0.218934911242604
353 100.2 0.233536585365854
353 125.2 0.265217391304348
353 149.4 0.220634920634921
353 176 0.213559322033898
353 250 0.233333333333333
19 5.4 0.155
19 25 0.149689440993789
19 47.1 0.151111111111111
19 101 0.162576687116564
19 125.3 0.161607142857143
19 151.8 0.165277777777778
19 174.6 0.154
19 75.2 0.146296296296296
50 5.1 0.120418848167539
50 25.2 0.141509433962264
50 45.3 0.135897435897436
50 74.8 0.129213483146067
50 99.7 0.135874439461883
50 125.3 0.137623762376238
50 149.4 0.14
50 175.9 0.152727272727273
78 5.4 0.128909952606635
78 24.8 0.114492753623188
78 44.6 0.122222222222222
78 74.3 0.130084745762712
78 99.6 0.143718592964824
78 125.7 0.12625
78 150.8 0.134210526315789
78 174.6 0.133333333333333
109 5.1 0.121004566210046
109 25.5 0.135023041474654
109 150 0.23
109 174.6 0.203658536585366
140 5.2 0.150955414012739
140 24.8 0.150877192982456
140 44.9 0.146590909090909
140 74.5 0.151428571428571
140 99.2 0.152469135802469
140 124.8 0.158730158730159
140 150.7 0.162773722627737
140 174.4 0.160975609756098
170 4.9 0.126818181818182
170 24.6 0.128755364806867
170 45 0.126377952755906
170 75.1 0.134873949579832
170 109.8 0.13954802259887
170 124.9 0.143333333333333
170 149.1 0.13469387755102
170 174.1 0.155555555555556
200 4.5 0.120888888888889
200 25.4 0.119742489270386
200 44.9 0.129056603773585
200 75.3 0.118777292576419
200 99.4 0.130681818181818
200 125.7 0.128108108108108
200 150.1 0.139166666666667
200 174.9 0.13125
231 5.2 0.120238095238095
231 25.2 0.11353591160221
231 45.3 0.128662420382166
231 74.9 0.131891891891892
231 100.1 0.15234375
231 125.1 0.146913580246914
231 149.4 0.133333333333333
231 175.3 0.155555555555556
263 5.2 0.134426229508197
263 25.6 0.128352490421456
263 75.4 0.133478260869565
263 75.4 0.129133858267717
263 100.1 0.133163265306122
263 125.1 0.158
263 149.9 0.14875
263 175.2 0.155555555555556
292 5.6 0.148514851485149
292 25.2 0.145673076923077
292 44.9 0.116740088105727
292 75.5 0.124200913242009
292 99.9 0.14602510460251
292 125.3 0.146590909090909
292 150.7 0.153846153846154
292 175.1 0.159770114942529
323 4.8 0.144808743169399
323 25.1 0.146448087431694
323 44.9 0.145086705202312
323 74.9 0.155440414507772
323 99.3 0.158620689655172
323 125.4 0.159375
323 149.7 0.159090909090909
323 175.8 0.159649122807018
354 5.5 0.164423076923077
354 26.1 0.162433862433862
354 44.9 0.174431818181818
354 75.3 0.185798816568047
354 100.8 0.19873417721519
354 126.8 0.209
354 150.9 0.188571428571429
354 175.6 0.198333333333333
354 249.5 0.204878048780488
19 5.7 0.155837563451777
19 25.9 0.154708520179372
19 45.7 0.162085308056872
19 75.8 0.162777777777778
19 100.7 0.193661971830986
19 125.5 0.206481481481481
19 150.7 0.18989898989899
19 175.9 0.193670886075949
50 5.4 0.15
50 25.2 0.154591836734694
50 44.6 0.151630434782609
50 75.2 0.174431818181818
50 100.6 0.154913294797688
50 125.7 0.158620689655172
50 151.3 0.187826086956522
79 5.6 0.164615384615385
79 24.9 0.153170731707317
79 45.9 0.157207207207207
79 76.8 0.0983974358974359
79 101.1 0.1625
79 125.3 0.168235294117647
79 152.3 0.171428571428571
79 176 0.182142857142857
109 4.9 0.153048780487805
109 25.4 0.152284263959391
109 44.8 0.150239234449761
109 75.1 0.159067357512953
109 99.6 0.159134615384615
109 125.7 0.175524475524476
109 150.3 0.166371681415929
109 175 0.172043010752688
109 249.5 0.154545454545455
139 7.3 0.119298245614035
139 27 0.0833819241982507
139 47.2 0.0635555555555555
139 76.7 0.112962962962963
139 101.5 0.116203703703704
139 125.4 0.0904761904761905
139 149.9 0.116666666666667
139 173.8 0.0974683544303797
139 246.4 0.0942307692307692
200 4.6 0.119105691056911
200 24.6 0.11498127340824
200 45.2 0.114126394052045
200 75.3 0.109556313993174
200 99.6 0.119939577039275
200 124.3 0.111814345991561
200 149.7 0.140277777777778
200 174.7 0.143137254901961
200 249.8 0.114925373134328
231 25 0.131223628691983
231 44.7 0.123723723723724
231 75 0.14017094017094
231 99.7 0.148167539267016
231 124.6 0.164117647058824
231 150.5 0.143478260869565
231 175.6 0.158227848101266
231 249.1 0.1125
292 24.5 0.126178010471204
292 44.7 0.145714285714286
292 74.2 0.143406593406593
292 98.9 0.145751633986928
292 124.2 0.140909090909091
292 149.7 0.156578947368421
292 174.7 0.169230769230769
292 249.4 0.145161290322581
324 4.4 0.127669902912621
324 23.9 0.122916666666667
324 43.9 0.123076923076923
324 73.7 0.131868131868132
324 99.1 0.14578313253012
324 125.1 0.11869918699187
324 149.6 0.120212765957447
324 176.3 0.152542372881356
353 5.3 0.12952380952381
353 24.8 0.141509433962264
353 44.6 0.136904761904762
353 75.1 0.15273631840796
353 100.6 0.14025974025974
353 125.3 0.135820895522388
353 150.2 0.158064516129032
353 174.8 0.142372881355932
51 4.3 0.130409356725146
51 24.7 0.137222222222222
51 44.9 0.13021978021978
51 74.4 0.135294117647059
51 98.7 0.135789473684211
51 123.8 0.147154471544715
51 149.4 0.13841059602649
51 174.9 0.178723404255319
51 4.5 0.145238095238095
51 25.5 0.15632183908046
51 44.6 0.14021164021164
51 76.2 0.134806629834254
51 98.8 0.154878048780488
51 124.2 0.14822695035461
51 149.8 0.139
51 175.3 0.178181818181818
80 5.1 0.1
80 25 0.112017167381974
80 45.3 0.118139534883721
80 74 0.123076923076923
80 100.6 0.128313253012048
80 125.3 0.126016260162602
80 149 0.125
80 173.9 0.135483870967742
80 249.8 0.117647058823529
110 4.2 0.11866028708134
110 24.8 0.100371747211896
110 45.4 0.114545454545455
110 75.3 0.119806763285024
110 99.7 0.133170731707317
110 149.8 0.1248
110 174.3 0.103960396039604
110 250 0.0692307692307692
110 124.1 0.14140625
140 4.3 0.152777777777778
140 24.2 0.157837837837838
140 43.9 0.14656862745098
140 74.6 0.154922279792746
140 99.2 0.166433566433566
140 124.1 0.176582278481013
140 148.5 0.17037037037037
140 175.8 0.178947368421053
172 3.9 0.130633802816901
172 29.6 0.115695067264574
172 44 0.152150537634409
172 74 0.161038961038961
172 99.4 0.168702290076336
172 123.6 0.184403669724771
172 149.1 0.148421052631579
172 174.2 0.15
172 249.5 0.151282051282051
201 3.6 0.133018867924528
201 249.5 0.129787234042553
201 124.2 0.178761061946903
201 148.2 0.169072164948454
201 175.2 0.178333333333333
201 4.4 0.13452380952381
201 14.3 0.139784946236559
201 24.3 0.134261838440111
201 59.5 0.141800643086817
201 104.3 0.152173913043478
201 150.2 0.170588235294118
232 5.2 0.150310559006211
232 25.3 0.154597701149425
232 44.6 0.15
232 74.2 0.152486187845304
232 100 0.169767441860465
232 125 0.176331360946746
232 149.7 0.165853658536585
232 175.6 0.163157894736842
293 4.6 0.134715025906736
293 24.9 0.153072625698324
293 45.3 0.150568181818182
293 74.4 0.152845528455285
293 99.1 0.179338842975207
293 124.4 0.16989247311828
293 148.8 0.175384615384615
293 175.8 0.179487179487179
324 4.7 0.16228813559322
324 24.7 0.148780487804878
324 44.6 0.144897959183673
324 74.8 0.159217877094972
324 100.3 0.173456790123457
324 125.2 0.167889908256881
324 174.2 0.184313725490196
324 199.2 0.171111111111111
324 249.7 0.163414634146341
355 4.3 0.151497005988024
355 23.9 0.147093023255814
355 44.6 0.153370786516854
355 74.7 0.167549668874172
355 98.7 0.188235294117647
355 124.1 0.175221238938053
355 150.9 0.187692307692308
355 175.4 0.190909090909091
355 200.3 0.177083333333333
355 249.1 0.179310344827586
20 3.9 0.177857142857143
20 24 0.176978417266187
20 43.8 0.177380952380952
20 73.3 0.183561643835616
20 100.3 0.181538461538462
20 122.8 0.174358974358974
20 149.7 0.17972972972973
20 174.6 0.187301587301587
20 199 0.189130434782609
20 248.7 0.149019607843137
51 24.4 0.177857142857143
51 44.6 0.169594594594595
51 74 0.175590551181102
51 99 0.122988505747126
51 125.4 0.176811594202899
51 148.5 0.172413793103448
51 174.9 0.173770491803279
51 199.3 0.180645161290323
51 249.3 0.15625
79 75.4 0.177304964539007
79 3.6 0.148275862068966
79 24.6 0.158024691358025
79 43.7 0.148
79 74.8 0.168553459119497
79 99.1 0.160689655172414
79 123.1 0.170921985815603
79 149 0.165151515151515
79 173.7 0.168333333333333
79 199.3 0.176086956521739
110 3.6 0.169503546099291
110 23.7 0.167142857142857
110 43.6 0.162068965517241
110 73.3 0.165833333333333
110 98.9 0.170714285714286
110 125.3 0.164137931034483
110 149.5 0.178070175438597
110 173.3 0.178082191780822
110 198 0.170175438596491
110 249.2 0.158333333333333
140 4.8 0.151269035532995
140 24.1 0.149253731343284
140 44.7 0.157794676806084
140 99.5 0.162411347517731
140 124.2 0.164963503649635
140 149.4 0.161797752808989
140 175.6 0.156896551724138
140 200.3 0.160975609756098
140 249.5 0.16
171 3.7 0.142391304347826
171 23.3 0.140571428571429
171 44.4 0.129857819905213
171 73.4 0.144262295081967
171 98.6 0.156578947368421
171 124.6 0.171052631578947
171 147.9 0.154166666666667
171 174 0.153968253968254
171 198.8 0.178378378378378
201 4 0.145303867403315
201 24.9 0.141176470588235
201 44 0.145744680851064
201 74.2 0.156666666666667
201 98.8 0.171428571428571
201 124.3 0.16
201 149.5 0.152
201 174.3 0.153333333333333
201 199.5 0.164705882352941
201 249 0.142222222222222
232 4.6 0.129775280898876
232 25.1 0.122672064777328
232 44.3 0.117829457364341
232 74.5 0.12648401826484
232 99.2 0.141666666666667
232 124 0.121476510067114
232 149.7 0.125581395348837
232 174.7 0.126153846153846
232 199.6 0.108695652173913
293 4.7 0.120987654320988
293 25.1 0.116731517509728
293 44.9 0.122413793103448
293 75.9 0.129556650246305
293 100 0.136923076923077
293 125.1 0.149152542372881
293 149.6 0.132258064516129
293 174.3 0.145070422535211
