"Depth" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12" "M13" "M14" "M15" "M16" "M17" "M18" "M19" "M20" "M21" "M22" "M23" "M24" "M25" "M26" "M27" "M28" "M29" "M30" "M31" "M32" "M33" "M34" "M35" "M36"
-99.7872037686802 1.0052355719381e-05 1.0020730769611e-05 0.000177768836692849 0.000443709268438397 9.99999974737875e-06 9.99999974737875e-06 0.00144244049079134 0.00577159326348919 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 0.00292029633510538 1.68716501320887e-05 9.99999974737875e-06 0.038034662604332 0.00806168734970925 9.99999974737875e-06 9.99999974737875e-06
-76.7246647177599 0.000552607416466344 0.000310833587718662 9.99999974737875e-06 0.000307069611153565 9.99999974737875e-06 0.000103489539469592 0.000401671321014874 0.00983962925965898 0.00108727492715843 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 0.00273079446469637 2.03875438273826e-05 1.20325480565953e-05 0.00639784685699851 6.54682817184948e-05 9.99999974737875e-06 0.00207751034758985 8.31107736303238e-05 0.000228600949412794 0.00077362132651615
-58.6832791797301 0.00245217949850485 0.0022646403813269 0.000228303400945151 0.0018647327524377 4.62001589767169e-05 0.000838634965475649 0.00116295687621459 0.00302382896188647 0.000739719732791855 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 9.99999974737875e-06 1.03566926554777e-05 9.99999974737875e-06 9.99999974737875e-06 1.00029501481913e-05 2.83269459941948e-05 1.36037674565159e-05 7.69411062719882e-05 6.15617982475669e-05 8.53592441671935e-05 9.99999974737875e-06 9.99999974737875e-06 0.000279090912954416 0.000433958884968888 0.000615084427408874 0.00169262994313613 0.000660815858282149 0.000518876353453379 0.0020150120544713 0.00268017244889052 0.00116536892892327 0.00109475495992228
-44.5212088767248 0.00486175296828151 0.0050885610980913 0.00118384794041049 0.00165447787730955 0.000368210905435262 0.00237753905821592 0.00288805988384411 0.00166432764672209 0.00184182546217926 0.000137542467200547 0.000105350422018091 0.000320258935971651 0.000102646319646738 1.00679712886631e-05 1.00153993116692e-05 0.000241680387262022 0.000154881331582146 9.71371155173983e-05 0.00036196051951265 0.000578432503971271 0.000501423528476153 0.000493103529151995 0.000576328937313519 0.000597346355789341 0.000473444408271462 0.000354321997292573 0.00106986745959148 0.00135818400303833 0.0019221207476221 0.0031483486527577 0.00182916020276025 0.00259341846685857 0.0031514965230599 0.000587217895372305 0.00271287831128575 0.00250453845364973
-33.3318334566798 0.00718562758993357 0.00793079601135105 0.00256516732042655 0.00279424665495753 0.00154903606744483 0.0042701557977125 0.00510149693582207 0.0036215286818333 0.00439479865599424 0.00240380922332406 0.00175375325488858 0.00181111600250006 0.00129237450892106 0.000259784552326892 0.000174815304490039 0.00112437206553295 0.00120650243479759 0.00101337631349452 0.00135383565793745 0.00165847325115465 0.00173362114583142 0.00176074902992696 0.00163250174955465 0.00167550423066132 0.0017124030564446 0.0016768007481005 0.00217468367191032 0.00245548581006005 0.00343005848117173 0.00462656177114695 0.00315096374833956 0.00544538372196257 0.00429861387237906 0.00161708216182888 0.00441379175754264 0.00411343481391668
-24.4044802818241 0.00910812010988593 0.0103109856136143 0.00398983614286408 0.00406333134742454 0.00346614170121029 0.00608018576167524 0.00721547100692987 0.00574775005225092 0.00748234684579074 0.00612326513510197 0.00470020639477298 0.00406697730068117 0.00318514736136422 0.00160359748406336 0.00135751609923318 0.00232352339662611 0.00291190447751433 0.00268095603678375 0.00258528627455235 0.00286262750159949 0.00318884948501363 0.00334270717576146 0.00282368325861171 0.00290453835623339 0.0032649040222168 0.00336195866111666 0.00329847488319501 0.00350760738365352 0.00483087403699756 0.00589745270553976 0.00437044049613178 0.00807272631209344 0.00529156194534153 0.00284270395059139 0.00596129137557 0.00569443078711629
-17.1863167835792 0.010437821270898 0.011944085592404 0.00524189823772758 0.00524930562824011 0.00549148232676089 0.00755359081085771 0.00889057945460081 0.00759498216211796 0.0101399824488908 0.00963772740215063 0.00764094793703407 0.00629153428599238 0.0051052161725238 0.00346538855228573 0.003056620946154 0.00351559452246875 0.00463701609987766 0.00442816963186488 0.00376459443941712 0.00396388914668933 0.00453238585032523 0.00482272950466722 0.00391842448152602 0.00403601914877072 0.00472469197120517 0.00494796247221529 0.00427513325121254 0.0043923300690949 0.00594732235185802 0.00682433089241385 0.00534143927507102 0.00993254815693945 0.00603185489308089 0.00400174304377288 0.00717225787229836 0.00699766841717064
-11.2487102846046 0.0109853688627481 0.0125749234575778 0.00616508000530303 0.00614818430040032 0.00712759047746658 0.00848743901588023 0.00986184109933674 0.00884152459912002 0.011735430220142 0.011920056771487 0.00974509154912084 0.00795551831834018 0.00661454605869949 0.00519100180827081 0.00466978538315743 0.00448963476810604 0.00596999225672334 0.0058122401824221 0.00469737348612398 0.00480539980344474 0.00553561048582196 0.00591983157210052 0.00475742481648922 0.00489910109899938 0.00581760273780674 0.00612479797564447 0.00498216517735273 0.00501311756670475 0.00663346191868186 0.00727967114653438 0.0059437871677801 0.0106748926918954 0.00642368081025779 0.00491688179317862 0.00788884039502591 0.00782642839476466
-6.25905464092949 0.0104060892481357 0.011789828306064 0.0065363614121452 0.0065079762134701 0.00788007630035281 0.00856840331107378 0.00974903581663966 0.00908230897039175 0.0116343921981752 0.0121126768644899 0.010270347353071 0.00852505990769714 0.00726801890414208 0.00622082548215985 0.0056851067347452 0.00501261570025235 0.00650298222899437 0.00640727975405753 0.00515600864309818 0.0051850025774911 0.00592529401183128 0.00631455762777478 0.00513767381198704 0.0052787751192227 0.00623043056111783 0.00654664670582861 0.00524058670271188 0.00521052349358797 0.00665480049792677 0.00703690119553357 0.00598135904874653 0.00992725789546967 0.00628437346313149 0.0053729738574475 0.0078441989608109 0.00788897706661373
-1.95794338602069 0.00930627319030464 0.00983236543834209 0.0059442677302286 0.00633971963543445 0.00681046105455607 0.00762837403453887 0.00836872798390687 0.00753141019959003 0.00880594924092293 0.00901048933155835 0.00804057705681771 0.00698943249881268 0.00616886687930673 0.00560465140733868 0.00522198586259037 0.0045299471821636 0.00545102066826075 0.00541260093450546 0.004587760893628 0.00462928519118577 0.0050875541055575 0.00531437818426639 0.00458021590020508 0.00465044274460524 0.00525930931326002 0.00547762145288289 0.00475195201579481 0.00488302961457521 0.00580529193393886 0.00569987378548831 0.00547155633103102 0.00726637570187449 0.00537346920464188 0.00485686433967203 0.00701503863092512 0.00721188460011035
