"DOY" "Depth" "DIP"
127 115 0.04
127 124.3 0.0449
127 135.3 0.07
127 149.8 0.085
127 159.4 0.11
127 174.7 0.0908
127 184.9 0.17
127 200.4 0.2305
127 210.5 0.22
211 9 0.08
211 224.8 0.25
211 234 0.33
211 249.7 0.45
211 5 0.0879
211 14.7 0.0772
211 24.4 0.1104
211 35 0.0801
211 45.1 0.0772
211 60.1 0.0752
211 74.9 0.084
211 85 0.06
211 95.6 0.06
211 104.7 0.1016
211 114.6 0.06
211 124.5 0.085
211 133.8 0.08
211 149.5 0.1357
211 174.3 0.1787
211 201 0.2666
211 3.7 0.0147
211 19.2 0.0049
211 24.2 0.0068
211 74.1 0.0029
211 88.9 0.0127
211 99.6 0.0127
211 109.7 0.0381
211 124.5 0.0254
211 149.7 0.0439
211 174.5 0.0469
211 249.8 0.2911
212 4.2 0.09
212 48.4 0.07
212 63 0.07
212 90 0.06
212 110.7 0.07
212 161.3 0.13
212 180 0.16
213 4.5 0.1
213 129.5 0.15
239 4.9 0.07
239 106.4 0.07
240 5 0.07
240 43.1 0.04
240 57.9 0.03
240 75.3 0.03
240 98.7 0.06
240 136.5 0.18
240 218.8 0.43
240 210.1 0.31
240 224.9 0.37
240 235.6 0.4
240 4.7 0.0488
240 14.3 0.0459
240 25 0.0586
240 44.3 0.0566
240 60.3 0.0186
240 74.4 0.0332
240 84.3 0.05
240 89.3 0.04
240 94.7 0.04
240 100.2 0.03
240 105.2 0.043
240 114.8 0.06
240 124.8 0.1123
240 135.4 0.13
240 149.6 0.207
240 160 0.19
240 173.3 0.2236
240 184.8 0.24
240 201 0.3262
269 4.9 0.11
269 119.9 0.17
270 4.4 0.04
270 27.4 0.0381
270 42.5 0.0371
270 49 0.0166
270 70.2 0.0469
270 87.6 0.0469
270 110.5 0.1699
270 196.6 0.3673
270 249 0.57
270 4.8 0.0527
270 14.7 0.0449
270 24.5 0.044
270 44.3 0.041
270 73.9 0.0264
270 99.5 0.0478
270 124.8 0.0732
270 173.6 0.1895
270 199.9 0.19
270 210.3 0.22
270 224.4 0.32
270 233.4 0.39
270 248.7 0.48
270 5 0.0508
270 14.1 0.0723
270 24.8 0.0713
270 35 0.0459
270 45.5 0.04
270 60.4 0.0391
270 74.5 0.0273
270 85 0.05
270 93.9 0.06
270 104.1 0.0527
270 114.4 0.06
270 124 0.1045
270 134.1 0.12
270 149.1 0.2
270 160.5 0.18
270 174.4 0.1914
270 185.1 0.19
270 200.5 0.2031
270 5.2 0.0645
270 14.9 0.0606
270 24.5 0.0527
270 44.9 0.0352
270 74.7 0.043
270 100.2 0.0928
270 125.6 0.2315
270 150.1 0.208
270 2.5 0.0606
270 9.9 0.0527
270 19.7 0.0527
270 29.7 0.0459
270 38.8 0.041
270 48.8 0.0381
270 59.7 0.0518
270 69.5 0.0635
270 80.1 0.0615
270 89.4 0.0644
270 123.8 0.2207
270 149.8 0.2315
270 4.3 0.0713
270 13.8 0.0684
270 24.3 0.0723
270 44.8 0.0674
270 75.8 0.0498
270 105 0.0947
270 125.6 0.1094
270 150.7 0.2031
270 4.4 0.0762
270 25.2 0.0742
270 44.3 0.0625
270 75.2 0.0488
270 99.2 0.0732
270 124.4 0.083
270 149.2 0.1729
270 175.8 0.2422
270 4.2 0.0664
270 24.8 0.0508
270 45.2 0.0459
270 74 0.0478
270 100 0.0635
270 124.6 0.1328
270 149.4 0.2217
270 174.5 0.2471
271 4.2 0.0576
271 14.6 0.0596
271 24.7 0.0615
271 44.3 0.0439
271 75 0.0732
271 104.5 0.1611
271 124.1 0.2041
271 5.2 0.0664
271 24.3 0.0508
271 43.3 0.044
271 73.8 0.0469
271 98.8 0.0645
271 125.4 0.1494
271 150.9 0.2188
271 174.3 0.208
271 4.9 0.0547
271 24.8 0.044
271 44.2 0.0488
271 74.6 0.0498
271 99.3 0.0703
271 124.9 0.1934
271 149.7 0.2061
271 174.3 0.2403
299 4.5 0.04
299 104.9 0.06
299 4.8 0.02
299 67.5 0.04
299 83.6 0.01
299 113.8 0.03
299 139.6 0.1
299 165.8 0.12
299 227.5 0.42
299 5.1 0.0479
299 25 0.0898
299 44.7 0.0518
299 75.3 0.0605
299 99.5 0.1064
299 124.5 0.1445
299 149.3 0.1426
299 174.5 0.3848
299 4.6 0.0254
299 24.5 0.0371
299 44.8 0.0283
299 75.4 0.0303
299 99.4 0.0937
299 124.4 0.1357
299 149.6 0.2822
299 174.7 0.4952
300 4.4 0.0605
300 24.9 0.0518
300 44.7 0.0488
300 74.8 0.042
300 100.3 0.0879
300 123.7 0.0703
300 150.7 0.1689
300 174.8 0.1768
300 199.4 0.32
300 224.9 0.46
300 4.6 0.0332
300 13.6 0.0244
300 24.4 0.0225
300 44.3 0.0195
300 59.4 0.0264
300 84.9 0.04
300 104.1 0.0352
300 114.9 0.04
300 124.8 0.0801
300 134.7 0.06
300 149.1 0.0781
300 158.3 0.1
300 174.3 0.1533
300 185 0.15
300 199.6 0.4278
300 9.9 0.0205
300 19.8 0.0107
300 39.5 0.0059
300 69.7 0.0078
300 99.8 0.0605
300 110 0.0557
300 140.1 0.1094
300 174.5 0.2149
300 4.8 0.0225
300 24.5 0.0049
300 45.2 0.0205
300 100.5 0.0459
300 124.6 0.0996
300 150.3 0.1133
300 175.7 0.1455
300 4.8 0.0332
300 25 0.0352
300 44.6 0.0322
300 74.1 0.0381
300 99.8 0.0381
300 119.9 0.0645
300 149.5 0.1797
300 169.8 0.1436
300 5.3 0.0322
300 24.8 0.1104
300 44.5 0.0273
300 74.6 0.0244
300 99.8 0.04
300 124.9 0.0859
300 148.8 0.1357
300 175.7 0.3086
300 5.1 0.0586
300 24.6 0.04
300 44.7 0.0342
300 75.2 0.0391
300 100.2 0.0928
300 125.5 0.166
300 150.3 0.377
300 173 0.4444
301 5.2 0.041
300 25.3 0.041
300 44.9 0.0342
300 74.8 0.041
300 94.3 0.1133
300 125.6 0.2295
300 149.5 0.3252
300 174.6 0.4669
301 3.4 0.041
301 100 0.0889
301 174.2 0.2823
320 4.9 0.08
320 133 0.19
320 5 0.07
320 53.7 0.07
320 62.4 0.06
320 77.6 0.08
320 95 0.12
320 125.1 0.14
320 200.7 0.26
320 230.5 0.41
320 4.3 0.0283
320 25.1 0.0225
320 44.8 0.0264
320 74.5 0.0225
320 99.3 0.0684
320 124.6 0.0889
320 149.9 0.1514
320 175.7 0.2168
320 5.1 0.041
320 25.2 0.0361
320 44.6 0.0322
320 74.5 0.0371
320 99.3 0.0869
320 124.7 0.1094
320 150.1 0.1699
320 174.1 0.2451
321 4.7 0.1025
321 25.5 0.04
321 44.6 0.043
321 74.3 0.0439
321 100.8 0.1182
321 124.9 0.1504
321 149.6 0.2197
321 174.5 0.2686
321 234.9 0.46
321 249.7 0.55
321 5 0.0381
321 14.1 0.043
321 24 0.0381
321 34.5 0.0391
321 44.3 0.0352
321 60.9 0.0361
321 74.5 0.041
321 85.5 0.08
321 94.1 0.1
321 104.3 0.1172
321 114.3 0.16
321 125 0.165
321 134.5 0.18
321 149.9 0.21
321 175.1 0.2627
321 200.8 0.3741
321 59.6 0.042
321 99.2 0.0762
321 121.2 0.1904
321 149.9 0.1787
321 174.4 0.21
16 4.5 0.12
16 149.6 0.21
16 5 0.1
16 41.6 0.1
16 91.3 0.09
16 114.8 0.18
16 155.3 0.2
16 174.3 0.22
17 209.6 0.27
17 224.5 0.32
17 234.5 0.36
17 4.6 0.0586
17 14.5 0.0703
17 24.9 0.0645
17 34.8 0.0645
17 44.8 0.0625
17 59.6 0.0498
17 74.6 0.0537
17 84.3 0.07
17 94.4 0.07
17 104.4 0.0967
17 114.4 0.15
17 124.8 0.1553
17 134.9 0.18
17 149.5 0.166
17 160 0.19
17 174.4 0.2139
17 184.4 0.22
17 200.3 0.2901
86 8.9 0.1
86 49.7 0.1
86 68.7 0.08
86 95 0.1
86 154.5 0.25
86 200 0.37
86 233.4 0.56
87 208.1 0.49
87 225 0.59
87 234.3 0.63
87 249.3 0.73
87 4.8 0.0674
87 13.1 0.0654
87 24.4 0.0713
87 34 0.0635
87 44.3 0.0713
87 58.8 0.0674
87 72.8 0.0488
87 84.4 0.0508
87 95.2 0.07
87 104.6 0.07
87 114.7 0.0918
87 123.7 0.1309
87 134 0.16
87 148.7 0.2529
87 173 0.2881
87 199.6 0.379
114 4.2 0.11
114 162.7 0.22
114 4.5 0.1
114 76.6 0.09
114 100.6 0.1
114 115 0.1
114 130.4 0.07
114 155.8 0.16
114 171.4 0.2
115 225 0.3
115 234.2 0.31
115 249.4 0.47
115 2.2 0.0508
115 4.6 0.0508
115 14.9 0.044
115 23.6 0.0469
115 34.3 0.0567
115 44.1 0.0459
115 59 0.0361
115 74.1 0.044
115 84.4 0.09
115 94.2 0.08
115 104.1 0.0469
115 114.8 0.09
115 123.9 0.0381
115 134.5 0.08
115 150.5 0.0488
115 174.5 0.1641
115 200.8 0.2
143 4.3 0.07
143 125.4 0.12
143 210.1 0.23
143 225.3 0.28
143 236.2 0.28
143 249.6 0.32
143 5.1 0.0713
143 15.3 0.0664
143 24.6 0.0654
143 35.1 0.0674
143 44.5 0.0791
143 61.1 0.0537
143 75.1 0.0537
143 85 0.06
143 94.3 0.06
143 105.1 0.0742
143 116.3 0.11
143 125 0.0918
143 134.8 0.13
143 149 0.1426
143 175.1 0.1504
143 202.1 0.1445
144 4.4 0.12
144 21 0.12
144 30.2 0.11
144 43.7 0.09
144 94.5 0.14
144 101.3 0.13
144 119.9 0.11
144 158.9 0.14
144 231.9 0.35
144 4.7 0.12
144 114.8 0.12
177 4.6 0.09
177 184 0.12
177 5 0.13
177 48.5 0.13
177 60.3 0.08
177 80.4 0.05
177 90.1 0.05
177 131.1 0.07
177 159.9 0.1
177 203.8 0.2
178 210 0.18
178 225 0.22
178 234.8 0.25
178 4 0.0801
178 14.7 0.0772
178 24.6 0.0811
178 35.2 0.0752
178 45 0.0361
178 59.3 0.0137
178 74.4 0.0098
178 84.5 0.0137
178 94.9 0.0176
178 104.7 0.0312
178 114.5 0.0391
178 124.1 0.043
178 134 0.0566
178 150 0.0674
178 159 0.0879
178 174.6 0.0869
178 184.6 0.083
178 200.9 0.1162
208 4.7 0.07
208 89.3 0.07
208 4.5 0.08
208 14.8 0.08
208 44.8 0.08
208 55 0.05
208 89.8 0.04
208 134.4 0.08
208 173.9 0.15
208 185.7 0.17
208 208 0.23
209 9.5 0.07
209 140.3 0.13
209 209.6 0.22
209 224.9 0.23
209 234.7 0.24
209 249.9 0.35
209 4.5 0.09
209 14.4 0.0645
209 24.3 0.09
209 33.9 0.0742
209 44.6 0.0762
209 58.9 0.0733
209 74.8 0.07
209 84.5 0.0547
209 95.1 0.04
209 103.8 0.0498
209 113.7 0.0527
209 124.2 0.07
209 134.2 0.07
209 150.2 0.0908
209 174.3 0.16
209 199.9 0.2129
233 4.7 0.1
233 149.6 0.16
233 4.7 0.09
233 51.1 0.07
233 64.1 0.06
233 76.1 0.06
233 84.1 0.07
233 128.4 0.11
233 147.8 0.13
233 190.2 0.19
234 224.4 0.25
234 234.4 0.3
234 249 0.43
234 5.2 0.0274
234 14.8 0.0313
234 25.2 0.0244
234 34.6 0.0283
234 44.9 0.0283
234 59.8 0.0078
234 74.5 0.0029
234 84.6 0.04
234 95 0.06
234 104.4 0.0449
234 114.2 0.08
234 125.3 0.1006
234 135.7 0.12
234 150.4 0.0898
234 176 0.1426
234 199.8 0.1924
275 4.6 0.04
275 79.4 0.04
275 4.8 0.06
275 24.9 0.06
275 54.4 0.05
275 70 0.04
275 85.5 0.04
275 109.8 0.06
275 115.2 0.06
275 169.4 0.22
276 210.2 0.28
276 223.6 0.37
276 233.3 0.44
276 249 0.51
276 3.8 0.0303
276 14.2 0.0264
276 24.2 0.0273
276 34.9 0.0146
276 43.6 0.0146
276 59.6 0.0225
276 73.8 0.0107
276 84.6 0.04
276 94.5 0.05
276 103.7 0.0488
276 115.3 0.1
276 124.3 0.1133
276 134.8 0.07
276 148.7 0.125
276 159.4 0.18
276 175.1 0.2051
276 183.8 0.22
276 199.9 0.2461
303 4.8 0.05
303 86.7 0.07
303 92.9 0.07
304 4.1 0.09
304 25.2 0.05
304 52.6 0.04
304 58.3 0.04
304 61.2 0.05
304 72.7 0.06
304 130.3 0.2
304 200.1 0.39
304 4.2 0.05
304 80.2 0.06
304 188.6 0.23
304 209.8 0.27
304 224.3 0.36
304 234 0.39
304 249.6 0.48
304 4.3 0.05
304 14.7 0.05
304 24.2 0.05
304 34.9 0.05
304 43.7 0.05
304 59.6 0.05
304 74.1 0.06
304 84.4 0.05
304 95.4 0.08
304 104.4 0.1
304 114.2 0.12
304 123.8 0.14
304 135.2 0.17
304 149.7 0.21
304 175.2 0.23
304 201.3 0.26
304 10 0.0283
304 14.8 0.0244
304 24.3 0.0117
304 30.1 0.0195
304 34.6 0.0186
304 39.9 0.0244
304 43.7 0.0195
304 63.1 0.0894
304 83.5 0.125
304 104 0.1533
304 123.5 0.1592
304 174.2 0.3126
345 4.5 0.05
345 110.2 0.08
345 4.9 0.03
345 74.9 0.03
345 99.9 0.07
345 114 0.09
345 128.4 0.13
345 227.8 0.39
346 224.6 0.36
346 234.4 0.38
346 249 0.44
346 4.3 0.0166
346 14.6 0.0156
346 24.2 0.0127
346 35 0.0127
346 44.5 0.0117
346 59.5 0.0127
346 74.2 0.0127
346 83.9 0.03
346 95.7 0.03
346 105.1 0.0474
346 114.6 0.1
346 125 0.0889
346 135.4 0.11
346 149.4 0.1504
346 174.7 0.2334
346 199.9 0.3194
7 4.6 0.07
7 143.7 0.15
7 5.1 0.09
7 25.3 0.08
7 57.4 0.11
7 100.8 0.17
7 152.6 0.24
7 224.6 0.41
8 4.4 0.08
8 120.1 0.17
8 235.3 0.4
8 250 0.49
8 4.3 0.0273
8 14.2 0.0283
8 24.3 0.0283
8 34.4 0.0283
8 44.2 0.0303
8 59.3 0.0488
8 75 0.0566
8 84.8 0.11
8 94.4 0.11
8 104.5 0.0767
8 114.1 0.15
8 124.9 0.1191
8 134.9 0.18
8 149.9 0.1523
8 175 0.2031
8 199.8 0.2442
48 4.7 0.07
48 214.4 0.16
48 4 0.08
48 50.1 0.08
48 110.8 0.07
48 175.4 0.11
48 203.7 0.2
48 224.1 0.23
49 4.4 0.08
49 200.2 0.15
49 225.8 0.21
49 234.6 0.22
49 4.5 0.0371
49 15.2 0.0381
49 24.5 0.0391
49 33.9 0.04
49 44.4 0.0352
49 60.1 0.0342
49 74.5 0.0381
49 84.4 0.07
49 94.2 0.07
49 104.7 0.0459
49 114.4 0.07
49 124.5 0.0361
49 135.8 0.07
49 150 0.0342
49 174.1 0.0654
49 200.6 0.1514
70 4.4 0.09
70 73 0.09
70 4.7 0.05
70 74.8 0.05
70 86.8 0.05
70 119.7 0.1
70 156.5 0.19
70 227.1 0.35
71 210 0.34
71 225.1 0.45
71 234.4 0.49
71 249.2 0.56
71 4.5 0.0167
71 14.5 0.0142
71 24.8 0.0129
71 35.5 0.0211
71 44.6 0.0096
71 59.9 0.0193
71 75.2 0.0216
71 85.5 0.06
71 95 0.06
71 105 0.0341
71 115.4 0.09
71 124.2 0.0599
71 134.9 0.11
71 150.2 0.1285
71 174.6 0.2426
71 201.2 0.2874
98 4.8 0.08
98 60.7 0.09
98 9.3 0.07
98 49.9 0.07
98 77.7 0.13
98 129.1 0.23
98 149.5 0.3
98 190 0.47
98 226 0.63
99 224.1 0.58
99 234.8 0.59
99 249.6 0.64
99 5.1 0.0165
99 15.2 0.0165
99 25.4 0.0145
99 34.9 0.0129
99 44.3 0.0143
99 60.1 0.0337
99 75 0.1064
99 85.1 0.16
99 95 0.22
99 105.1 0.2081
99 115.1 0.27
99 125 0.2662
99 134.8 0.31
99 149.9 0.3585
99 175.1 0.4424
99 200.1 0.531
126 5.5 0.09
126 150.4 0.12
126 4.4 0.12
126 56 0.1
126 104.9 0.1
126 137 0.09
126 146.7 0.12
126 200.8 0.22
127 225.4 0.26
127 234.3 0.27
127 249 0.32
127 4.2 0.0472
127 14.7 0.0471
127 25 0.0498
127 34.6 0.0473
127 45.3 0.048
127 59.9 0.04
127 74.6 0.0411
127 85 0.09
127 95.1 0.08
127 104.5 0.049
127 115.3 0.09
127 124.6 0.0466
127 134.4 0.11
127 149.1 0.0827
127 174.1 0.1279
127 199.8 0.1894
154 5.3 0.07
154 144.9 0.15
154 8.7 0.08
154 72.9 0.07
154 98.5 0.06
154 130.8 0.15
154 143.8 0.18
154 193.1 0.25
154 241.6 0.46
155 225.2 0.37
155 235.1 0.39
155 249.2 0.42
155 5.2 0.0392
155 15.3 0.041
155 24.7 0.0407
155 35.2 0.0406
155 45.6 0.0382
155 60.6 0.0379
155 75.4 0.032
155 85.1 0.07
155 94.9 0.05
155 104.6 0.0255
155 114.6 0.05
155 124.6 0.0655
155 134.8 0.17
155 149.3 0.148
155 175 0.1816
155 199.9 0.2533
189 162.2 0.12
189 4.6 0.05
189 54.5 0.03
189 74.7 0.04
189 90.2 0.03
189 119.4 0.06
189 185 0.17
189 205.3 0.19
190 225.6 0.26
190 235.4 0.3
190 5.1 0.0293
190 14.8 0.0298
190 24.4 0.0304
190 35.8 0.0287
190 45.3 0.0282
190 59.4 0.0259
190 75.3 0.034
190 84 0.04
190 94.3 0.05
190 104.3 0.0467
190 115 0.07
190 124.3 0.0893
190 134.5 0.11
190 150.1 0.1136
190 174.2 0.1694
190 200.3 0.2303
214 225 0.26
214 233.5 0.3
214 248.9 0.33
214 4.6 0.0176
214 14.3 0.0176
214 24.9 0.0195
214 35.3 0.0205
214 43.9 0.0156
214 59.9 0.0107
214 77.3 0.0098
214 85.1 0.04
214 94.7 0.05
214 101.7 0.0249
214 114.3 0.07
214 124.7 0.082
214 134.1 0.1
214 149.5 0.1465
214 175 0.1748
214 199.6 0.2491
215 4.9 0.07
215 51.3 0.06
215 90.4 0.05
215 130.7 0.07
215 141.6 0.1
215 190.5 0.21
215 227.7 0.25
215 4.8 0.07
215 77.2 0.05
268 209.3 0.21
268 224.9 0.27
268 232.9 0.29
268 249.9 0.37
268 4.5 0.0078
268 14 0.0078
268 25.2 0.0088
268 44.7 0.0078
268 59.6 0.0068
268 75.5 0.0078
268 84.6 0.04
268 93.9 0.04
268 104.6 0.0239
268 114.1 0.06
268 125 0.0537
268 149.6 0.0947
268 174.3 0.1641
268 198.4 0.1338
268 4.1 0.03
268 38.7 0.02
268 72.9 0.02
268 90 0.03
268 103.5 0.05
268 161.2 0.12
268 179 0.17
268 204.6 0.2
269 4.5 0.04
269 60.7 0.04
339 211.7 0.29
339 224.2 0.33
339 232.9 0.36
339 249.6 0.48
339 5.3 0.0293
339 14.6 0.0312
339 25.3 0.0293
339 33.2 0.0283
339 43.6 0.0283
339 59.4 0.0273
339 73.8 0.0293
339 84.5 0.05
339 95.3 0.05
339 106.7 0.0288
339 115.2 0.06
339 124.5 0.0498
339 134 0.08
339 148.7 0.1152
339 159.4 0.17
339 173.6 0.2188
339 185.2 0.24
339 200.3 0.2627
340 4.6 0.06
340 50.2 0.07
340 110.5 0.06
340 120.3 0.08
340 130.6 0.07
340 180 0.21
340 4.4 0.08
10 5.1 0.09
10 10.6 0.07
10 73.9 0.06
10 103.4 0.07
10 145.3 0.15
10 170 0.22
10 210.4 0.33
11 223.4 0.36
11 236.7 0.37
11 248.7 0.39
11 4.6 0.0371
11 14.7 0.0303
11 24.6 0.0254
11 34.6 0.0244
11 43.6 0.0264
11 59.1 0.0078
11 75.3 0.0098
11 84.9 0.03
11 94.8 0.04
11 104.3 0.0415
11 114.7 0.09
11 124.4 0.0713
11 134.7 0.12
11 149.4 0.1377
11 173.6 0.2237
11 201.8 0.3067
49 5.4 0.06
49 5.2 0.07
49 50.5 0.06
49 94 0.08
49 144.5 0.2
49 199.1 0.27
49 232.3 0.39
50 224.5 0.5
50 234.3 0.52
50 249.4 0.61
50 5.1 0.0205
50 13.8 0.0215
50 24.5 0.0195
50 34.9 0.0186
50 44.6 0.0176
50 59.5 0.0156
50 74 0.0186
50 84.6 0.08
50 94.5 0.09
50 105.2 0.062
50 116.1 0.15
50 125.8 0.1074
50 135 0.18
50 149 0.1553
50 174.2 0.1973
50 199.8 0.2413
76 4.9 0.06
76 110.7 0.08
76 5 0.11
76 24.5 0.11
76 66.7 0.09
76 124.2 0.1
76 175 0.27
76 249 0.44
77 208.7 0.29
77 225.3 0.38
77 236 0.45
77 248.4 0.5
77 4.1 0.0361
77 14.8 0.0391
77 25.7 0.0361
77 34.9 0.0293
77 44.9 0.0244
77 59.7 0.0264
77 74.6 0.0342
77 85 0.09
77 94.5 0.08
77 105.1 0.0435
77 114.7 0.1
77 124.6 0.0459
77 134.1 0.09
77 149.3 0.0664
77 174.8 0.1846
77 200.8 0.2598
104 3.6 0.06
104 51.7 0.06
104 97.3 0.05
104 120.2 0.03
104 181.6 0.2
104 247.8 0.41
104 9.7 0.06
105 213.8 0.31
105 223.6 0.35
105 235.9 0.42
105 5.1 0.0352
105 14.1 0.0342
105 25.1 0.0352
105 34.1 0.0332
105 45.5 0.0322
105 60.3 0.0332
105 74.3 0.0332
105 84.6 0.08
105 94.1 0.07
105 104.3 0.0298
105 114.2 0.07
105 124.9 0.0303
105 148.8 0.042
105 177.1 0.041
105 205.1 0.2119
132 5.2 0.08
132 50 0.07
132 92.5 0.07
132 126.2 0.09
132 169 0.14
132 200 0.2
132 249.3 0.41
133 225.4 0.22
133 236.6 0.26
133 4.4 0.0654
133 14.8 0.0654
133 24.9 0.0664
133 35.1 0.0615
133 44.7 0.0557
133 59.8 0.0508
133 74.6 0.0586
133 85.8 0.05
133 94.7 0.05
133 104.8 0.06
133 115.4 0.07
133 125.2 0.0537
133 134.1 0.11
133 151 0.124
133 174.8 0.1602
133 201.9 0.209
167 5 0.07
167 77.1 0.06
168 5.2 0.12
168 47.8 0.07
168 84.8 0.05
168 115.2 0.05
168 174.8 0.16
168 243.9 0.37
168 5.6 0.0762
168 14.9 0.0801
168 25.3 0.0791
168 35.7 0.0771
168 45.9 0.0644
168 60.4 0.0586
168 74.7 0.0566
168 84.9 0.06
168 95.1 0.05
168 105.4 0.0596
168 115.9 0.08
168 125.8 0.0908
168 135.5 0.11
168 150.4 0.1494
168 160 0.15
168 175.4 0.1855
168 202.1 0.2402
168 225.7 0.23
168 235.7 0.3
196 5.7 0.08
196 5.1 0.04
196 30.2 0.04
196 55.5 0.03
196 74.7 0.04
196 82 0.04
196 129.5 0.13
196 208.6 0.31
196 5.6 0.0234
196 14.5 0.0283
196 25.3 0.0244
196 36 0.0273
196 45.2 0.0264
196 61.1 0.0498
196 75.6 0.0625
196 84.8 0.07
196 95.7 0.07
196 105.4 0.0435
196 114.9 0.05
196 125.4 0.083
196 135.6 0.1
196 150.8 0.1455
196 174.5 0.1885
196 200.6 0.2246
196 210.2 0.34
196 224.9 0.3
196 234.6 0.36
196 249.7 0.48
222 210.5 0.21
222 225.3 0.31
222 235.3 0.36
222 250 0.46
222 5.3 0.0635
222 15.1 0.0693
222 25.8 0.0703
222 35.5 0.0781
222 46.1 0.1016
222 60.6 0.1133
222 75.1 0.1201
222 85.3 0.14
222 95.2 0.14
222 105.6 0.1142
222 114.7 0.11
222 125.4 0.1338
222 136.3 0.15
222 150.2 0.1211
222 176 0.2158
222 199.7 0.2412
223 4.9 0.07
223 9.8 0.09
223 43.1 0.08
223 90.3 0.1
223 150.6 0.1
223 155.9 0.14
223 216.4 0.29
223 5.8 0.09
271 210 0.2
271 225.4 0.23
271 234.7 0.23
271 5 0.043
271 15.8 0.043
271 25.9 0.043
271 35.8 0.042
271 45.7 0.04
271 59.8 0.04
271 75 0.043
271 85.8 0.08
271 94.8 0.09
271 105.5 0.0649
271 115.5 0.1
271 125.7 0.0791
271 135.3 0.1
271 149.9 0.1074
271 175.5 0.1494
271 200.7 0.1377
272 5.7 0.1
272 81.1 0.09
272 122.3 0.12
272 181.9 0.17
272 5.5 0.11
291 5.6 0.06
291 5.9 0.04
291 60.9 0.05
291 78.2 0.07
291 109.4 0.06
291 146 0.06
291 149.6 0.06
292 210.4 0.23
292 224.4 0.25
292 235 0.33
292 4.8 0.0381
292 14.9 0.0391
292 25.4 0.0478
292 35 0.042
292 45.1 0.041
292 60.1 0.0352
292 74.8 0.0537
292 85.8 0.09
292 95.4 0.08
292 105.2 0.0356
292 115 0.07
292 125.7 0.0801
292 134.9 0.12
292 149.9 0.0977
292 175.2 0.1328
292 200.2 0.2178
314 5.8 0.03
314 45.4 0.04
314 76.6 0.03
314 104.4 0.04
314 141.5 0.12
314 191.3 0.22
315 211.1 0.44
315 226.1 0.49
315 233.7 0.56
315 5.5 0.0381
315 15.6 0.0361
315 25.7 0.0361
315 35.6 0.0361
315 45.7 0.0342
315 60.4 0.0332
315 75.7 0.0312
315 85.6 0.05
315 95.5 0.05
315 105.3 0.0581
315 115.5 0.08
315 125.5 0.1025
315 135.4 0.12
315 150.7 0.1875
315 175.4 0.2793
315 201.3 0.4064
342 6 0.09
342 5.2 0.1
342 50.7 0.09
342 101.1 0.09
342 136.2 0.15
342 154.1 0.16
342 189.9 0.15
342 230.6 0.17
343 214 0.14
343 226.1 0.16
343 235.5 0.14
343 5.9 0.0488
343 15.7 0.0488
343 25.7 0.0488
343 30.2 0.0478
343 45.8 0.0478
343 60 0.0508
343 75.6 0.0517
343 85.6 0.06
343 95.8 0.06
343 105.6 0.0635
343 115 0.11
343 126.3 0.1055
343 136.7 0.12
343 150.9 0.1348
343 175.5 0.1338
343 200.2 0.1416
12 10.3 0.1
12 5.4 0.1
12 51 0.11
12 101.5 0.11
12 165.7 0.18
12 202.3 0.22
13 210.6 0.31
13 225.6 0.32
13 234.6 0.35
13 5.2 0.0693
13 15 0.0664
13 24.9 0.0576
13 35.8 0.0703
13 44.9 0.0713
13 59.5 0.0674
13 74.6 0.0703
13 84.8 0.11
13 94.9 0.12
13 105.4 0.0727
13 114.4 0.15
13 125.6 0.0791
13 133.6 0.12
13 150 0.0996
13 175.6 0.1396
13 199.7 0.165
48 5.7 0.09
48 61.3 0.08
48 121.7 0.07
48 168.8 0.24
48 201.4 0.32
48 243.7 0.4
49 5.9 0.08
49 210.6 0.29
49 225.5 0.3
49 235.6 0.32
49 5.1 0.0527
49 16.1 0.0537
49 26.1 0.0537
49 35.2 0.0537
49 45.5 0.0537
49 60.9 0.0644
49 76.1 0.0566
49 85.9 0.13
49 96.7 0.12
49 105.6 0.0557
49 115.9 0.12
49 126 0.0391
49 135.5 0.13
49 150.8 0.1592
49 175.6 0.209
49 201.1 0.2364
75 10.4 0.09
75 5.4 0.13
75 51.6 0.11
75 93.4 0.09
75 140.5 0.05
75 179.9 0.22
75 239.1 0.34
76 209.7 0.21
76 225.1 0.23
76 235.8 0.26
76 5.3 0.0674
76 15.7 0.0684
76 25.7 0.0684
76 33.8 0.0693
76 45.4 0.0703
76 60.7 0.0684
76 75.3 0.0576
76 85.8 0.08
76 94.1 0.1
76 105.5 0.0693
76 115.1 0.08
76 125.6 0.0547
76 135.8 0.07
76 150.6 0.0664
76 176.3 0.1865
76 203.1 0.2168
103 4.7 0.12
103 4.8 0.16
103 40.5 0.15
103 90 0.13
103 121.8 0.12
103 159.4 0.11
103 220.1 0.21
104 5.3 0.13
104 179.9 0.13
104 209.4 0.13
104 225.2 0.15
104 235 0.24
104 249.7 0.3
104 4.7 0.0703
104 14.9 0.0625
104 25.1 0.0605
104 35.4 0.0615
104 45.3 0.0615
104 59 0.0615
104 75.1 0.0625
104 85 0.13
104 95.4 0.14
104 104.2 0.0649
104 114.2 0.15
104 124 0.0605
104 135.6 0.13
104 149.4 0.0488
104 174.5 0.0459
104 199.1 0.0635
129 12.7 0.08
129 6.7 0.09
129 58.6 0.08
129 100.6 0.09
