"DOY" "Depth" "POP"
22 44.1 11
22 74.5 8.8
22 99.3 9.1
22 123.9 6.6
22 149.9 4.4
22 174.7 4.1
22 200.6 2.5
22 249.8 2.8
22 350.2 1.6
22 350.3 1.3
56 3.9 11.7
56 24.5 10.7
56 43.9 7.9
56 73.1 17
56 98.9 8.5
56 123.8 6
56 148.7 5
56 174.6 3.5
56 203.6 2.2
56 250.3 2.8
56 357.4 1.9
56 356.4 2.5
80 5.6 8.5
80 26.1 12.3
80 44.4 10.7
80 75.4 9.5
80 99.2 13.9
80 124.8 11
80 149.6 9.1
80 174.4 6.3
80 199 3.8
80 249 4.1
80 349.4 2.5
80 349.4 2.8
112 3.9 14.5
112 24.1 14.5
112 43.8 12.3
112 74.2 9.8
112 98.8 14.2
112 123.7 8.2
112 147.6 5.7
112 173.9 3.8
112 199.3 4.7
112 249.6 3.2
112 352 3.2
112 351.4 2.8
140 4.3 12.3
140 24 12.9
140 44.7 14.2
140 75 16.1
140 98.9 12.6
140 124.4 8.8
140 148.4 4.7
140 174.3 4.7
140 199.1 4.4
140 249 3.2
140 350.2 2.2
140 350 2.8
168 3.7 16.1
168 23.9 8.8
168 44 10.4
168 74.7 12.3
168 98.4 8.8
168 123.7 8.5
168 148.5 6.9
168 171.4 5.7
168 198.4 3.5
168 249.2 2.8
168 348.4 1.9
168 348.3 1.3
196 4.8 14.8
196 24.8 15.1
196 42.7 5
196 74.9 5
196 99.9 3.5
196 125.5 4.1
196 149.4 7.3
196 174.5 3.5
229 4.8 13.6
229 24 17.7
229 44.7 15.5
229 75.1 17.3
229 99.6 9.8
229 124.1 6.6
229 149 2.8
229 174.3 2.8
229 200.3 2.8
229 248.9 1.9
229 349.9 0.3
229 349.8 1.3
273 6.3 10.7
273 25.9 11
273 45.9 14.5
273 75.5 13.6
273 100.1 10.4
273 125.1 8.8
273 150.4 3.2
273 174.4 2.5
273 199.5 2.8
273 250 2.8
273 349.3 1.6
273 349.6 1.9
305 4 15.8
305 23.4 10.4
305 45.3 8.5
305 74.9 7.9
305 99.3 13.9
305 124 4.4
305 149.5 3.5
305 174.6 2.2
305 199.8 2.2
305 249.7 2.2
305 348.4 1.9
305 348.4 1.3
334 5.2 10.7
334 25.1 14.5
334 45.2 11.3
334 74.6 6.9
334 98.9 6
334 125.1 5.4
334 149.3 2.8
334 174.8 3.2
334 199.5 7.3
334 250.6 2.8
334 350.4 1.6
334 350.4 2.8
357 4.1 10.1
357 25.3 14.5
357 44.1 10.7
357 74 13.6
357 99.8 8.5
357 122.9 5.4
357 148.3 4.4
357 174.8 2.5
357 198.8 2.5
357 249.1 2.5
357 350 1.9
357 349.9 1.9
34 4.8 10.1
34 24.9 10.4
34 45.1 8.2
34 75 9.1
34 102.8 7.3
34 125.9 3.8
34 150.7 4.4
34 175.2 2.5
34 199.1 2.2
34 249.6 2.5
34 350.7 1.6
34 350.7 2.5
65 5.1 6.9
65 25.5 6.9
65 45.4 7.6
65 76.8 5.4
65 98.9 6.9
65 125 4.7
65 151 2.8
65 175.4 2.5
65 200.5 2.2
65 250.2 2.5
65 350 0.9
65 349.5 0.9
138 13 7.6
138 25.1 6.6
138 45.4 9.5
138 75.5 10.7
138 99.5 10.4
138 124.5 5.4
138 139.6 4.4
138 174.4 6.3
138 200 2.8
138 250.5 2.5
138 349.7 1.9
138 349.8 1.9
167 6.2 9.5
167 24.5 10.1
167 44.4 13.6
167 74.9 19.5
167 100.2 13.9
167 125.1 8.5
167 175.1 2.8
167 199.8 3.8
167 249.9 1.9
167 349 1.6
167 349 1.9
198 6.4 8.5
198 45 8.2
198 74.7 9.5
198 100.1 6
198 125.6 6.6
198 149.7 4.4
198 173.1 2.8
198 200.4 4.1
198 250.3 1.6
198 349.9 0.9
198 349.9 2.2
227 23.3 11.4
227 44.3 13.6
227 75.4 11.7
227 99.1 10.7
227 124.5 6.6
227 149.3 7.9
227 173.8 5
227 199.5 3.8
227 349.3 1.6
227 349.3 1.9
254 5.9 14.8
254 24.8 10.7
254 25 10.7
254 46.3 14.5
254 75.8 9.5
254 99 6.3
254 124 4.4
254 149.5 3.2
254 174.9 5
254 198.9 2.8
254 249.1 3.8
254 349.3 2.5
254 349.2 1.9
282 8 9.8
282 24.9 7.6
282 45.9 10.4
282 74.3 9.8
282 98.2 13.2
282 124 6.3
282 150.1 6
282 174.6 3.8
282 198.6 3.5
282 247.7 3.2
282 349.4 2.5
282 349.6 2.5
317 5 9.1
317 24.2 8.5
317 44.1 7.6
317 74.7 6
317 100 7.3
317 123.8 6.9
317 148.3 2.5
317 173 3.2
317 199.4 2.5
317 249.3 0.9
317 349 1.3
317 349 1.6
348 5.2 7.6
348 24 8.2
348 45.1 10.7
348 75.8 6.3
348 100.4 10.7
348 126 3.2
348 150.2 5.4
348 175.5 2.2
348 200.9 5.4
348 249.7 3.5
348 352.2 1.6
348 352.1 1.6
26 9.1 10.7
26 27.3 7.6
26 45.8 12.3
26 74.2 8.5
26 99.6 7.6
26 127 3.8
26 150.2 2.8
26 173.5 3.8
26 199.4 2.2
26 248.8 1.6
26 351.2 1.3
47 7.6 7.3
47 24.7 6.3
47 45.9 7.9
47 74 4.4
47 98.9 5.7
47 123.2 3.2
47 147.5 2.2
47 173.9 1.3
47 198.4 1.9
47 249.4 1.6
47 351.4 1.3
47 351.1 1.6
68 6.5 10.4
68 27.5 9.1
68 43.5 8.8
68 76.9 5
68 99.7 4.4
68 124.9 3.8
68 151 4.4
68 173.4 1.9
68 199.3 2.2
68 249.9 2.2
68 349.5 0.9
68 350.1 1.9
93 8.5 10.4
93 25 8.8
93 45.2 11.7
93 74.6 17
93 100.3 14.2
93 124.6 8.5
93 150.4 5.7
93 176 6.9
93 199 5
93 248.9 3.5
93 350.2 2.2
93 350.2 1.3
148 8.3 9.5
148 25.5 11.3
148 44.7 12
148 74.6 10.7
148 99.9 13.6
148 126.2 5.4
148 151.1 3.2
148 176.3 4.7
148 200.5 2.5
148 252 2.2
148 351.4 1.9
148 351.7 0.9
166 8.3 10.7
166 24.7 5.7
166 43.8 7.9
166 75.8 12.3
166 101.4 10.4
166 125.3 6.6
166 149.4 4.4
166 175.3 4.1
166 199.4 2.5
166 249.7 2.5
166 350.6 2.2
166 350.6 1.9
195 8.4 9.8
195 24.7 11
195 45 12.6
195 74.8 11.3
195 100 8.2
195 125 9.1
195 149.7 6
195 175.5 3.8
195 199.6 4.1
195 249.4 2.8
195 349.9 2.2
195 349.9 2.5
222 7.3 9.1
222 24.7 9.8
222 44.5 15.4
222 75 20.8
222 99.7 10.1
222 124.7 8.5
222 149.6 5.7
222 175.1 4.7
222 200.6 3.2
222 249.5 3.5
222 350.4 2.5
222 349.9 1.6
260 5.3 9.8
260 24.9 8.5
260 44.8 10.4
260 75 9.1
260 100.3 6.9
260 125.3 4.4
260 150.4 2.8
260 175.5 2.5
260 200.7 2.5
260 249.2 1.6
260 349.1 1.3
260 349 1.9
295 6.2 9.5
295 24.6 10.4
295 45.4 12.6
295 73.9 10.4
295 100.3 5.7
295 123.5 5.4
295 148.6 3.8
295 177.5 2.8
295 203 2.8
295 251.2 1.9
295 350.6 1.3
295 351.2 1.9
314 6.5 11.7
314 24.8 8.2
314 46 5
314 74.6 7.6
314 99.5 5
314 124.4 3.8
314 151.1 2.8
314 176 2.2
314 200.7 1.6
314 250.8 1.9
314 350.3 1.3
314 350 1.6
345 8.3 7.6
345 23.3 7.3
345 45.6 5
345 73.5 4.7
345 101.3 3.8
345 126.2 5
345 149.9 2.5
345 174.7 2.5
345 199.4 2.5
345 249.2 1.6
345 347.6 1.6
345 347.4 1.3
39 4.9 5
39 25.8 7.3
39 44.4 6.9
39 75.5 6
39 100 8.8
39 124.5 5
39 150.6 2.8
39 174.3 2.5
39 199.9 1.6
39 249.1 1.6
39 350 0.6
39 349.9 0.9
81 4.9 5.7
81 24.7 8.2
81 44.8 9.8
81 74.7 2.5
81 100.4 13.6
81 126.8 7.3
81 154.8 4.1
81 177.8 4.4
81 199 4.7
81 253.4 2.5
81 347.9 1.6
81 347.7 1.6
126 8.4 3.5
126 25.7 10.4
126 44 10.1
126 74.2 16.4
126 100.8 6.9
126 125.1 8.8
126 149.2 6.3
126 174.8 5.4
126 200.7 3.2
126 250 2.8
126 350.1 1.6
126 350.1 1.6
190 7 14.2
190 25.4 9.5
190 45.5 17.3
190 74.9 9.8
190 100 12.3
190 125 6.6
190 150 3.2
190 175.4 3.2
190 199.8 2.5
190 250.3 2.5
190 349.8 1.6
190 349.9 1.9
217 7.5 12.9
217 25 12.3
217 45 11.7
217 75.2 13.2
217 99.8 8.5
217 124.4 10.7
217 151.5 7.3
217 175.8 4.4
217 199.5 3.5
217 249.9 2.8
217 350.7 2.8
217 350.7 1.9
247 6.3 6.9
247 26 7.9
247 46.1 16.4
247 76.4 10.7
247 100 6.3
247 125.2 8.2
247 150.8 4.1
247 174.7 4.7
247 200.9 3.2
247 252.1 2.5
247 350.1 0.9
247 350.1 2.5
276 6.4 9.1
276 25 10.1
276 45.1 15.1
276 75.2 7.6
276 100.5 11
276 126.6 5.7
276 150.4 7.3
276 174.6 2.8
276 200.2 0.6
276 250.8 0.9
276 351.3 1.9
276 351.3 1.6
336 5.8 8.2
336 25.3 12
336 45.5 10.4
336 75.6 5.4
336 100.6 7.9
336 123.7 2.8
336 148.8 3.8
336 175.5 1.6
336 199.8 2.5
336 249.4 2.2
336 352 1.9
336 351.7 0.9
355 6.3 7.9
355 25.3 10.1
355 46 5
355 76 3.5
355 100.4 6.3
355 125.4 4.7
355 149.5 4.7
355 175.4 3.8
355 200.2 4.7
355 250.8 2.2
355 349.6 2.2
355 349.5 0.9
30 5.9 6.6
30 25 9.1
30 45.1 6
30 74.4 6.3
30 101.4 11
30 125 8.5
30 148.3 2.2
30 174.2 2.2
30 249.6 2.2
30 351.9 1.3
30 351.6 1.6
55 7.3 13.9
55 26 7.6
55 45.5 7.9
55 75.9 4.1
55 99 7.9
55 124.7 4.7
55 150.4 4.7
55 176 1.6
55 200 2.2
55 250.2 1.3
55 350.1 1.9
55 350.2 1.6
149 7 9.5
149 25.8 12.6
149 45.8 10.7
149 75.4 9.8
149 100.3 8.8
149 125.3 6.3
149 149.7 3.5
149 175 1.9
149 199.6 2.5
149 249.9 1.9
149 349.9 1.9
149 350 1.9
178 6.3 11
178 25.2 6.3
178 44.7 6
178 74.7 8.5
178 100.3 12
178 125.1 8.2
178 149.6 3.8
178 175.4 2.8
178 200.4 3.5
178 249.9 1.6
178 349.8 0.9
178 349.9 1.3
209 5.9 7.3
209 25.1 11
209 45 19.5
209 75 12.6
209 99.8 7.6
209 125.1 6.3
209 149.5 3.2
209 174.6 3.2
209 199.5 2.8
209 249.5 1.6
209 349.7 1.3
209 349.7 1.6
230 7.8 12
230 24.6 11.4
230 45 11.7
230 75.1 10.7
230 100.8 7.6
230 123.4 4.7
230 149.2 4.4
230 174.9 2.5
230 199.7 3.5
230 249.7 1.9
230 349.8 1.6
230 349.8 1.6
285 6.7 17.3
285 25.7 19.5
285 44.3 16.1
285 75.2 11.7
285 100.8 8.5
285 123.9 4.7
285 149.5 7.3
285 174.4 3.8
285 199.8 2.2
285 250.9 1.9
285 349.5 2.2
285 349.5 1.9
336 8.2 13.9
336 24.8 11
336 45.6 12.9
336 75.3 10.7
336 100.2 8.5
336 124.5 4.7
336 148.9 3.5
336 173.7 1.9
336 200.7 3.5
336 251.4 1.9
336 349.2 1.6
336 349.1 1.3
21 7.5 6
21 25.2 7.3
21 44.9 8.8
21 76.2 8.5
21 100.4 5.4
21 124.4 4.7
21 174.8 2.5
21 199.6 1.9
21 250.3 1.9
21 350.1 0.9
21 350.1 0.9
49 8.5 8.5
49 24.7 7.6
49 43.7 7.3
49 75.3 6.9
49 100.7 6.6
49 123.2 4.4
49 147.9 3.8
49 173.9 2.8
49 199.7 2.5
49 250.3 2.2
49 349.2 1.3
49 349.3 1.3
119 4.3 17
119 23.9 12
119 45.4 10.4
119 74.9 7.3
119 100.1 8.2
119 126.4 6.6
119 150.7 5
119 175 4.4
119 200.9 3.8
119 250.7 2.5
119 351.2 1.6
148 5.4 9.1
148 25 10.1
148 45.1 8.5
148 75.6 7.9
148 100.1 7.9
148 125.4 6.6
148 150.2 5.7
148 174.6 5.4
148 201.4 5.4
148 251.4 2.5
148 349.8 2.2
148 349.9 3.2
185 25.7 9.8
185 25.7 12.3
185 74.9 15.8
185 99.5 10.1
185 99.5 10.7
185 123.8 7.6
185 148.7 6.6
185 175.3 5
185 200.2 4.1
185 249 3.2
185 348.7 2.5
185 348.6 2.5
206 15.9 11.7
206 15.8 9.8
206 16 15.4
206 25 15.1
206 46.3 20.5
206 125 9.5
206 150.1 7.3
206 174.9 4.4
206 199.6 3.5
206 250.5 2.5
206 349.9 1.9
206 350 2.2
206 8.1 12
206 25.7 10.1
206 44 15.4
206 74.5 15.1
206 100.3 20.8
206 124.9 9.8
206 149.6 7.3
206 174.1 4.4
206 199.5 3.5
206 250.3 2.5
206 350.2 1.9
206 350.1 2.2
231 7.6 13.9
231 27.7 11
231 44.6 12
231 75.5 23.6
231 100 12.9
231 126 8.2
231 175.5 5.7
231 200.5 3.8
231 249.3 6
231 349.1 2.5
231 349.3 2.8
268 4.9 4.7
268 25.2 6.9
268 46.1 1.6
268 75.9 4.4
268 126 3.5
268 150.4 2.2
268 174.4 0.6
268 200.2 1.9
268 249.3 1.9
268 350.1 1.9
268 349.6 2.8
308 4.9 8.2
308 24.8 8.2
308 74.6 8.2
308 101.4 7.9
308 123.3 5.4
308 151.1 3.5
308 174.5 11.3
308 200.9 1.3
308 350.3 0.6
308 350.2 0.6
344 4.9 6.9
344 24.1 6.6
344 44.6 4.7
344 73.8 4.7
344 98.8 2.2
344 124 2.8
344 175.4 2.2
344 199.8 1.6
344 251.1 1.6
344 350.7 0.9
344 350.8 1.3
69 4.9 10.4
69 25.3 8.2
69 46.3 5.4
69 104.8 6.6
69 126.7 5
69 149.4 2.2
69 170.6 15.8
69 199.3 25.5
69 253.1 1.9
69 349.3 1.6
69 349.6 9.5
97 5.6 9.8
97 23.8 10.4
97 44.3 9.8
97 75.6 6.6
97 101.6 6.9
97 124.8 3.8
97 149.4 2.5
97 174.3 2.2
97 198.9 2.5
97 251.4 17
97 351.5 17
97 351.6 14.8
139 5.2 12.6
139 24.6 11
139 44.7 9.5
139 75.1 8.5
139 99.9 6.3
139 127.7 7.2
139 149.6 5.7
139 174.1 2.2
139 202.1 2.8
139 251.3 2.5
139 351.5 1.3
139 351.1 10.7
160 4.8 12
160 25.2 13.2
160 44.8 10.7
160 76.1 10.1
160 102.7 8.2
160 124.5 10.4
160 148.2 3.8
160 178.5 2.5
160 202.6 2.5
160 256.7 1.9
160 349.5 3.2
160 349 1.6
190 5.6 11
190 25.5 8.8
190 46.2 8.8
190 75.8 11
190 100.8 8.2
190 125.5 10.7
190 149.5 3.5
190 175 2.2
190 200.8 0.6
190 250.4 1.9
190 350.3 0.9
190 350.3 2.5
220 7.2 8.5
220 25.6 9.8
220 45.7 11.7
220 74.5 8.5
220 100.5 9.8
220 125.7 6
220 150.6 3.5
220 175.3 4.1
220 200.1 1.9
220 250.3 2.8
220 350.5 2.5
247 6.6 6
247 25.6 10.1
247 45.3 6.9
247 75.3 8.2
247 100.9 7.3
247 125.4 5.7
247 151.4 2.8
247 175.7 3.2
247 200.6 2.8
247 251.5 1.9
247 349.1 0.9
247 349.2 1.6
277 5.5 9.5
277 25.3 5.7
277 43.8 6
277 75.5 3.8
277 100.9 4.1
277 124.9 3.2
277 149.1 2.8
277 173.8 0.9
277 200.8 0.6
277 249.4 1.3
277 350.9 0.6
326 4.8 2.8
326 24.9 6.3
326 43.9 6.6
326 74.4 7.6
326 100.3 2.2
326 124.6 3.2
326 150.6 2.8
326 174.7 1.6
326 200 0.9
326 349.4 1.3
29 5.6 8.5
29 25.4 7.6
29 45.1 7.6
29 75.2 6
29 99.5 9.5
29 125.1 3.5
29 150.3 3.2
29 175.4 4.7
29 199.5 1.9
29 250.5 0.9
29 349.6 0.6
29 349.6 1.3
60 7.5 5
60 24.3 6.9
60 45.1 7.2
60 75.1 6.9
60 100.1 4.4
60 124.6 4.7
60 148.7 3.2
60 175.6 1.9
60 200.8 1.9
60 248 1.3
60 350.2 0.9
60 350.2 0.6
102 8.6 9.1
102 25 8.5
102 44.6 10.4
102 75.1 6.9
102 99.8 7.3
102 126.5 6.6
102 151.5 3.2
102 175.5 6.6
102 199.3 0.9
102 251.3 1.3
102 348.7 1.3
102 348.8 1.9
130 6.1 8.5
130 25.3 11
130 44.9 7.6
130 73.9 8.2
130 100 6.9
130 124.1 5
130 149.7 3.2
130 174.7 2.5
130 200 3.8
130 249.9 2.2
130 349.8 1.9
130 349.8 2.2
201 4.1 8.5
201 24.9 6.9
201 44.1 8.5
201 74.4 16.7
201 98.9 10.4
201 124.5 10.1
201 149.3 7.6
201 174.5 4.1
201 199.1 1.6
201 249.1 1.3
201 348.7 4.1
201 348.8 0.6
244 6.1 21.8
244 24.6 15.8
244 44.3 17
244 74.7 11.3
244 99.7 12
244 124.1 4.4
244 148.9 3.8
244 174 2.8
244 199.7 2.2
244 249.5 2.8
244 349.3 1.9
244 349.3 1.9
270 6.5 13.2
270 26.7 14.5
270 44.9 14.5
270 75 14.2
270 98.8 13.6
270 125 6.6
270 149.8 4.7
270 175.1 3.2
270 200.3 2.5
270 250.6 1.6
270 349.9 1.6
309 4.8 18.3
309 24.4 14.2
309 44.3 17
309 76.2 16.1
309 99.6 8.5
309 124.3 6.9
309 149 6.6
309 173.5 4.4
309 199.8 6.3
309 250.3 4.4
309 350.4 2.2
309 350.4 2.2
333 4.9 17.7
333 25.8 16.1
333 76.3 16.4
333 100.4 16.4
333 124.4 22.7
333 152.2 6.3
333 174.2 6
333 195 6
333 246.1 4.1
333 352 2.5
333 351.8 2.5
354 4.7 16.4
354 24.2 15.1
354 45 16.1
354 74.8 13.9
354 101.5 15.4
354 123.9 11
354 149.5 4.7
354 174.5 4.4
354 200.2 3.2
354 249.8 3.2
354 348.2 2.5
354 348.8 2.5
19 5.3 16.1
19 24.5 10.4
19 45.3 15.4
19 73.4 14.5
19 99.8 12.9
19 126.3 10.7
19 149.2 6
19 175.7 4.4
19 202.2 3.2
19 355.2 2.2
19 354 2.2
86 5.5 14.5
86 25.1 13.6
86 45.4 15.4
86 75.4 14.2
86 99.3 12.9
86 124.3 7.6
86 150.1 1.6
86 174.3 1.6
86 200 0.6
86 249.8 2.8
86 349.5 1.6
86 349.3 2.5
123 5.1 14.8
123 25.1 14.2
123 46.1 18.9
123 76.1 14.2
123 125.1 12
123 149.8 7.6
123 176.5 6
123 201.3 4.4
123 249.4 3.5
123 352.2 2.2
123 351.9 2.5
152 5.5 14.2
152 25.4 16.1
152 44.5 17
152 74.6 15.4
152 100.6 17
152 125.2 11.3
152 150.8 10.1
152 175.9 7.3
152 201 4.4
152 250 3.5
152 351.9 2.5
152 352.1 2.2
179 5.7 8.2
179 25.6 16.4
179 44.5 19.2
179 73.8 11.7
179 100.5 14.2
179 125.3 13.6
179 148.5 7.3
179 175 5.7
179 199.5 5.4
179 250.5 3.2
179 347.7 2.2
179 348 2.2
214 10.4 15.1
214 25.7 15.4
214 45.6 16.7
214 75.3 18.9
214 100.4 17
214 125.4 12.9
214 150 9.5
214 175 7.3
214 200.3 6
214 250.8 4.1
214 350.5 2.5
214 350.5 3.2
231 5.4 16.7
231 25.4 17.7
231 45.2 20.2
231 75.4 18.6
231 100.1 13.2
231 125 14.5
231 150.5 11.3
231 175.2 7.9
231 200.8 5.7
231 251.1 1.3
231 350.4 2.5
231 350.3 2.8
259 25.2 15.4
259 45.3 15.1
259 74.9 17.3
259 100.3 12.9
259 125.4 11
259 150.5 8.5
259 175.5 6.9
259 200.4 5.7
259 250.7 3.8
259 350.4 2.5
259 350.1 2.5
282 5.3 17
282 25.4 16.1
282 45.6 16.1
282 74.7 17.7
282 100.3 13.2
282 124.4 9.1
282 149.6 6
282 174.6 5.4
282 200.2 4.7
282 249.1 3.5
282 350.1 2.5
282 350.2 3.5
339 6.9 14.8
339 25.6 14.8
339 43.3 13.2
339 76.3 14.8
339 100.1 13.2
339 124.8 9.8
339 150.2 7.3
339 176.6 5.7
339 200.6 5
339 249.3 3.5
339 352 4.1
339 352.2 2.5
44 7.7 16.1
44 24.7 16.1
44 44.6 16.7
44 74.3 13.6
44 100.7 12.6
44 125.4 12
44 150.8 8.5
44 176.3 6
44 200.5 5
44 250.6 3.5
44 350.6 2.5
66 6 15.8
66 26.1 14.5
66 45.5 14.5
66 74.8 15.4
66 100.2 11.3
66 126.1 10.4
66 150.8 8.8
66 175.9 6
66 200.1 5.4
66 250.4 3.8
66 350.1 2.5
66 350.7 2.2
96 5.3 14.8
96 25.9 16.4
96 45.8 14.5
96 75.7 14.5
96 101 12.9
96 125.5 10.7
96 150.9 7.6
96 175.8 7.2
96 200.2 5
96 251.3 3.5
96 350.9 1.9
96 350.9 2.5
138 7.1 14.5
138 25.3 12.9
138 46 15.1
138 74.6 15.1
138 100.8 13.6
138 124.9 10.4
138 149.2 8.5
138 174.7 6.9
138 200.8 6
138 249.9 3.8
138 350.7 2.5
138 350.8 2.5
177 6.9 15.8
177 25.5 14.2
177 45.5 14.8
177 74.6 17.3
177 100.5 16.4
177 125.7 14.5
177 149.9 12
177 176.3 6.9
177 200.7 5.7
177 250.6 4.1
177 349.8 2.5
177 349.6 2.5
255 7.3 12.3
255 25.6 16.4
255 45.9 11.3
255 74.9 16.4
255 100.4 12.3
255 149.2 6
255 176.2 4.7
255 250 2.8
255 350.7 2.8
255 350.4 0.6
275 7 19.9
275 24.9 18.6
275 44.9 16.7
275 75 16.4
275 101.6 12.3
275 126.2 8.5
275 150.2 5
275 174.5 4.7
275 200.6 4.4
275 250.6 2.8
275 350.4 2.5
275 350.4 2.5
301 7 17.3
301 25.7 16.1
301 45.2 15.4
301 75.8 17
301 100 11.3
301 125.5 8.8
301 150.2 6.3
301 175.2 5
301 200.1 4.1
301 250.5 3.5
301 350.4 2.5
301 350.9 2.5
331 5.9 16.1
331 25.2 15.4
331 44.9 16.4
331 75.1 14.2
331 100.9 8.5
331 125.1 6.6
331 149.8 5.7
331 175.8 5
331 199.5 3.5
331 250.3 1.3
331 350.3 2.2
331 350.3 0.9
355 7.7 12
355 25 14.2
355 44.7 14.8
355 75.3 13.2
355 101.4 12.9
355 125.3 7.3
355 150.6 5.7
355 176.1 4.4
355 251.5 3.2
355 349.9 2.5
16 6.5 12.9
16 25.2 12.6
16 45.7 12.3
16 100.5 8.8
16 124.9 10.7
16 150.3 6
16 175.3 4.7
16 200.5 4.1
16 250.5 2.5
16 350.7 2.2
16 351 2.5
46 5.6 13.2
46 25.2 13.2
46 49 13.2
46 76.3 14.5
46 101.8 11.7
46 125 6.6
46 150.7 5
46 176.1 3.8
46 201.7 3.8
46 251 2.8
46 351.6 2.5
46 351.5 2.2
65 5.6 16.4
65 26 17
65 45.3 15.8
65 74.7 13.9
65 100.7 13.2
65 123.9 10.1
65 150.8 4.7
65 175.4 3.8
65 200.6 4.1
65 249.7 2.8
65 351.4 2.2
65 351.4 2.2
152 5.4 17.7
152 26 17
152 46.8 16.1
152 99.8 13.9
152 126.2 11.3
152 150.8 6.6
152 174.8 5
152 199.1 5
152 252.6 3.8
152 349.6 3.8
152 349.7 2.8
182 5.3 18.9
182 24.9 19.9
182 44.9 20.2
182 74 16.4
182 100 12.9
182 125 12.3
182 149.9 7.3
182 174.4 6
182 199.9 4.7
182 250.4 3.5
182 350.3 2.5
182 350.4 2.5
258 24.8 19.9
258 44.4 19.5
258 75.2 18
258 99.9 18
258 124.6 12
258 150.3 6.6
258 174.4 6.3
258 200.1 6.3
258 249.9 4.7
258 349.8 2.8
258 349.8 2.8
287 6.4 21.4
287 25.3 19.9
287 45.5 21.1
287 74.1 20.8
287 101.5 17.3
287 125.5 11.3
287 149.7 9.8
287 174.1 6.6
287 200.9 6
287 249.6 5
287 350.6 2.8
287 350.7 3.5
326 4.5 17.3
326 24.9 16.1
326 44.8 20.2
326 75 19.2
326 99.9 13.6
326 124.6 10.1
326 149.7 6.6
326 176.6 5
326 199.1 9.5
326 250.6 3.8
326 349.7 3.8
326 350.2 2.8
351 5.7 13.6
351 25 13.2
351 44.9 14.8
351 74.6 14.5
351 99.9 14.8
351 124.6 8.5
351 150.5 5.7
351 174.8 5.7
351 200.1 4.4
351 249.7 4.1
351 350.3 2.8
351 350.2 1.6
56 5.3 18
56 24.5 16.4
56 45.4 15.4
56 75.3 18
56 103.9 15.8
56 122 14.5
56 150.5 11
56 175.9 6.9
56 197.8 3.8
56 254.1 3.5
56 355.7 1.6
56 354.4 1.6
89 4.6 14.2
89 24.6 14.2
89 45.1 15.1
89 74.3 14.5
89 98.8 13.2
89 125.6 13.2
89 150.3 9.5
89 199.8 4.4
89 252 4.1
89 348.1 2.8
89 348.4 2.8
112 7.5 14.8
112 24.9 12.3
112 43.9 10.4
112 74.8 8.2
112 100.3 10.4
112 124.9 6
112 174.3 4.4
112 200.3 3.2
112 250.5 3.8
112 349.6 3.2
112 349.7 3.5
144 5.5 14.5
144 25.2 13.6
144 44.7 14.2
144 76.9 15.1
144 100.1 15.4
144 125.3 14.2
144 150.1 11
144 176.9 8.5
144 199.5 6.6
144 247.4 4.4
144 349.9 2.2
144 349.8 1.9
171 6.8 11.7
171 25.4 16.7
171 45.1 12
171 75.4 12
171 100 10.4
171 124.6 8.5
171 174.2 4.7
171 199.6 4.7
171 249 4.1
171 350.3 1.9
171 350.4 2.2
201 5.8 11.3
201 25.4 13.6
201 45.8 18.3
201 75.3 15.1
201 101.6 9.8
201 126.7 11.7
201 151.6 6.9
201 175.7 6
201 200.5 3.2
201 250.2 2.5
201 350.7 1.9
201 350.4 1.9
225 5.1 11.3
225 24.9 18.3
225 45 13.9
225 74.5 13.6
225 99.9 12.3
225 127.2 10.4
225 151.4 5.7
225 174 4.1
225 200.4 4.7
225 250.6 3.2
225 351 2.2
225 351.1 1.9
287 5.8 15.8
287 24.9 13.9
287 45.1 16.7
287 76 16.7
287 100 14.2
287 124.9 8.5
287 151.1 6
287 176.5 22.7
287 199.5 3.8
287 352 1.6
287 351.8 2.2
318 5.8 16.7
318 24.6 24.3
318 45.2 20.2
318 74.9 19.5
318 99.1 17.3
318 124.4 9.5
318 152 4.4
318 177.7 3.2
318 199.2 3.8
318 249.9 4.7
318 349.8 2.5
318 350.3 2.5
343 4.7 9.5
343 25.2 17
343 45.5 13.2
343 73.9 16.1
343 100 14.5
343 124.1 8.8
343 174.9 8.2
343 201.1 4.4
343 249.7 3.8
343 349.4 1.9
343 349.3 2.2
