"DOY" "Depth" "TIN"
126 3800.7 35.89
126 3999.9 35.75
126 4200.7 35.59
126 4400.4 35.45
126 4598.6 35.32
126 4810.6 35.4
127 122.1 0.61
126 166.7 0.57
126 200.4 0.97
126 222.3 1.39
126 259.6 4.62
126 341.3 11.4
126 384.7 14.72
126 398.4 15.14
126 450.3 19.26
126 538.1 27.13
126 549.9 28.44
126 569.7 30.42
126 614.6 34.78
126 652 38.2
126 704.6 39.68
126 751.4 41.2
126 763.5 40.81
126 799.4 41.23
126 837.1 41.58
126 1003.2 41.45
126 1018.3 41.44
127 209.6 2.23
127 223.8 2.99
127 234.2 3.48
127 249.2 4.5
127 273.7 6.35
127 300.3 8.8
127 323.9 11.59
127 349.4 13.79
127 399.8 15.73
127 499.3 25.67
127 600.1 34.55
127 700.4 39.68
127 800.5 41.25
127 898.1 41.39
127 1020.7 41.44
127 5 0.01
127 24.7 0.01
127 34.3 0.02
127 59.5 0.01
127 75.6 0.02
127 84.3 0.03
127 95.2 0.03
127 104.8 0.04
127 115 0.08
127 124.3 0.29
127 135.3 0.43
127 149.8 0.53
127 159.4 0.81
127 174.7 1.23
127 184.9 1.61
127 200.4 2.08
127 210.5 2.36
211 224.8 2.92
211 234 4.11
211 249.7 5.79
211 274.7 8
211 299.5 8.69
211 325 9.5
211 350.6 11.6
211 400.8 14.69
211 498.9 25.74
211 599.5 33.83
211 699.7 38.71
211 800.4 40.29
211 900.3 40.8
211 1020.2 41.16
211 14.7 0.01
211 74.9 0.01
211 85 0.01
211 104.7 0.01
211 114.6 0.01
211 124.5 0.01
211 133.8 0.1
211 149.5 0.76
211 174.3 1.32
211 201 2.01
211 818.8 40.93
211 1017.5 41.08
212 4.2 0.01
212 48.4 0.01
212 63 0.02
212 90 0.01
212 110.7 0.01
212 161.3 1.06
212 180 1.25
212 253.6 5.24
212 299.2 8.51
212 349.4 11.49
212 403 14.25
212 458.1 20.37
212 520.1 28.6
212 548.6 31.69
212 571.8 34.4
212 608 37.22
212 658.5 38.89
212 710 40.09
212 730.6 40.36
212 800.4 40.51
212 861.3 40.81
212 899.9 41.09
212 950.1 41.03
212 1020.7 40.91
213 4.5 0.01
213 129.5 0.82
213 509.6 27.55
213 779.1 39.87
213 1200.2 40.58
213 1400 40.33
213 1599.2 40.01
213 1799 39.43
213 1999.5 39.03
213 2199.6 38.52
213 2400.3 37.93
213 2599.6 37.56
213 2800.3 37.12
213 2999 36.99
213 3198.6 36.49
213 3398.8 36.11
213 3600.1 35.83
213 3799.1 35.54
213 3998.9 35.7
213 4199.5 35.31
213 4398.6 35.08
213 4498.8 35.19
213 4598.4 35.03
213 4810.1 34.99
239 4.9 0.01
239 106.4 0.09
239 524.4 31.48
239 830.2 40.78
239 1199.4 40.58
239 1399.1 40.58
239 1606.3 39.72
239 1801 39.65
239 2002.7 38.92
239 2196.6 38.54
239 2400.1 38.23
239 2597.8 37.58
239 2799.4 37.27
239 2999.8 36.75
239 3199.1 36.29
239 3400.4 36.43
239 3597.1 35.66
239 3798.7 35.65
239 3997.4 35.45
239 4199.2 35.36
239 4400.6 35.38
239 4501.5 35.27
239 4599.4 35.23
240 43.1 0.01
240 98.7 0.02
240 136.5 1.52
240 218.8 5.07
240 308.3 11.69
240 350.8 15.65
240 413.8 22.21
240 476.9 28.57
240 517.8 31.78
240 571.1 34.72
240 600.8 36.21
240 630.6 37.17
240 650 38.47
240 693 39.2
240 771.4 40.88
240 779.9 40.73
240 821 40.7
240 870.8 41.08
240 900.8 40.92
240 1016.1 41.15
240 1020.6 40.99
240 210.1 3.57
240 224.9 4.53
240 235.6 4.92
240 250.6 6.02
240 275.4 7.96
240 300.9 9.41
240 324.3 10.39
240 353 12.74
240 400.4 16.48
240 500.4 28.35
240 526.5 30.94
240 600.2 35.95
240 700.2 39.38
240 797.6 40.27
240 828.9 40.23
240 899.8 40.66
240 1021.4 40.55
240 4.7 0.01
240 44.3 0.01
240 60.3 0.01
240 74.4 0.02
240 84.3 0.01
240 94.7 0.01
240 100.2 0.01
240 105.2 0.02
240 114.8 0.27
240 124.8 0.67
240 135.4 1.03
240 149.6 1.85
240 160 1.86
240 173.3 2.1
240 184.8 2.69
240 201 3.18
269 4.9 0.01
269 119.9 0.76
269 499.5 28.22
269 830.1 40.48
269 1399.1 40.6
269 1600 39.88
269 1799.6 39.4
269 2000.3 39.03
269 2199.3 38.61
269 2398.6 38.04
269 2600.4 37.52
269 2800.4 37.32
269 2999.7 36.67
269 3199 36.59
269 3398.7 35.95
269 3598.7 35.58
269 3801.4 35.55
269 3999.1 35.16
269 4199.2 35.04
269 4399.6 35.04
269 4498.4 35.12
269 4599.4 35.05
269 4700 35.21
269 4808.4 35.07
270 4.4 0.02
270 27.4 0.02
270 42.5 0.03
270 49 0.02
270 70.2 0.02
270 87.6 0.02
270 110.5 1.37
270 196.6 3.93
270 249 7.34
270 290.2 10.12
270 348.6 13.61
270 396.2 19.33
270 471.1 25.98
270 475.2 26.87
270 503.8 30.44
270 545.5 34.26
270 588.8 36.86
270 646.1 39.57
270 714.5 39.99
270 808.3 40.43
270 813.4 40.77
270 982.1 40.74
270 1019.6 40.93
270 4.8 0.01
270 14.7 0.01
270 24.5 0.01
270 44.3 0.01
270 73.9 0.02
270 124.8 0.1
270 173.6 1.48
270 199.9 1.82
270 210.3 2.37
270 224.4 3.7
270 233.4 4.83
270 248.7 6.06
270 272.5 8.03
270 299.6 10.2
270 324 11.51
270 349.1 13.78
270 399.7 18.65
270 501.5 26.39
270 600 35.13
270 699.6 39.12
270 800.5 40.19
270 900.4 40.53
270 1020.2 40.68
270 5 0.01
270 14.1 0.01
270 24.8 0.01
270 60.4 0.04
270 74.5 0.03
270 104.1 0.01
270 124 0.29
270 134.1 0.55
270 149.1 1.49
270 160.5 1.39
270 174.4 1.61
270 185.1 1.69
270 200.5 1.86
270 501.5 27.58
270 748.5 40.04
270 1017.8 40.68
299 104.9 0.01
299 519.8 28.54
299 900.3 41.24
299 1399.1 40.43
299 1601.5 39.97
299 1800.2 39.63
299 2000.2 39.18
299 2200.5 38.93
299 2400.9 38.1
299 2599.5 37.63
299 3001.1 37.08
299 3199.3 36.76
299 3400.4 36.18
299 3599.7 35.94
299 3801.7 35.68
299 4000.9 35.46
299 4200.4 35.32
299 4401 35.2
299 4501.5 35.29
299 4600.9 35.26
299 4701.5 35.31
299 4808 35.11
299 113.8 0.01
299 139.6 0.76
299 165.8 1.14
299 227.5 5.34
299 311 9.7
299 363.1 14.2
299 400.6 17.63
299 425.4 20.38
299 530 29.97
299 554.4 32.76
299 595 35.62
299 627.2 38.37
299 693.2 40.2
299 725.8 40.29
299 772.8 41.05
299 825.1 41.05
299 872.1 41.26
299 930.5 41.1
299 1010 41.29
299 1026.5 41.1
300 199.4 3.9
300 224.9 5.73
300 250.5 6.91
300 275.2 7.78
300 299.4 9.19
300 325.5 10.95
300 349 12.99
300 400.2 15.95
300 500.5 28.14
300 520.9 29.78
300 601.1 37.34
300 700.8 40.42
300 799.1 41.06
300 900.1 41.02
300 1021.7 40.92
300 13.6 0.01
300 44.3 0.03
300 59.4 0.02
300 75 0.02
300 84.9 0.02
300 104.1 0.02
300 114.9 0.01
300 124.8 0.01
300 134.7 0.4
300 149.1 0.02
300 158.3 0.83
300 174.3 0.97
300 185 1.68
300 199.6 4.16
320 133 1.47
320 507.1 27.01
320 779.3 40.3
320 1003 40.87
320 1400.3 40.47
320 1601 40.1
320 1800.1 39.55
320 2003.8 39.06
320 2201.1 38.9
320 2401.1 38.24
320 2602.1 37.74
320 2801.5 37.19
320 3000.1 36.87
320 3199.3 36.48
320 3399.5 36.14
320 3598.2 35.9
320 3799.7 35.63
320 3999.4 35.4
320 4199.2 35.27
320 4400.5 35.22
320 4499.9 35.21
320 4600 35.11
320 4809.1 34.94
320 77.6 0.01
320 95 0.27
320 125.1 0.79
320 200.7 2.71
320 230.5 4.62
320 297.9 9.94
320 344 13.73
320 400.9 17.51
320 427.5 20.71
320 488.5 27.86
320 520 30.29
320 539.1 32.1
320 584.2 35.54
320 600.3 36.84
320 626.7 38.31
320 689.6 40.06
320 755.2 40.73
320 799.9 40.79
320 841.6 40.91
320 978.8 41.21
320 1024.2 41.08
321 225.3 5.68
321 234.9 5.87
321 249.7 6.46
321 274.4 7.65
321 300.3 9.09
321 324 11.17
321 349.6 14.65
321 400.3 19
321 480.6 27.27
321 599.7 35.74
321 700.2 39.98
321 801.1 40.98
321 899.7 41
321 1019.1 41.06
321 14.1 0.01
321 24 0.01
321 34.5 0.01
321 44.3 0.02
321 60.9 0.02
321 74.5 0.02
321 85.5 0.01
321 94.1 0.02
321 104.3 0.48
321 114.3 1.01
321 125 1.22
321 134.5 1.41
321 149.9 1.69
321 175.1 2.41
321 200.8 3.75
16 149.6 1.21
16 494.5 27.46
16 749.3 40.73
16 999.2 41.8
16 1397.1 41.28
16 1600.9 40.71
16 1998.9 40.08
16 2199.8 39.38
16 2399.4 38.93
16 2599.3 38.54
16 2999.8 37.58
16 3200.1 37.35
16 3399 36.95
16 3599.8 36.62
16 3998.9 36.14
16 4197.6 36.03
16 4397.6 35.73
16 4500.3 35.64
16 4598.9 35.75
16 4810.4 35.94
16 91.3 0.02
16 114.8 0.76
16 155.3 1.47
16 174.3 1.91
16 250.3 5.16
16 319.6 11.85
16 356.3 15.27
16 475.1 28
16 499.8 29.79
16 516.1 31.3
16 565.4 35.95
16 625.1 38.47
16 685.8 40.26
16 699.8 40.86
16 724.8 41.57
16 750.9 41.33
16 800 41.61
16 833.7 42.05
16 900.3 42.08
16 992.4 42.17
16 1021.1 42.16
17 209.6 2.74
17 224.5 3.52
17 234.5 4.14
17 250.3 5.24
17 274.8 7.42
17 299.7 11.39
17 325.1 12.7
17 350.3 14.22
17 398.9 20.89
17 499.9 30.74
17 599.6 38.16
17 700.2 40.44
17 801.2 41.19
17 900 41.59
17 1020 42.28
17 4.6 0.01
17 14.5 0.01
17 24.9 0.03
17 34.8 0.02
17 44.8 0.01
17 59.6 0.01
17 104.4 0.07
17 114.4 0.36
17 124.8 0.72
17 134.9 0.91
17 149.5 1.13
17 160 1.48
17 174.4 1.79
17 184.4 2.11
17 200.3 2.6
86 299.8 12.62
86 800.1 41.52
86 1001 41.99
86 1200.8 41.9
86 1399.4 41.33
86 1599.6 40.95
86 2001.7 39.95
86 2200.1 39.74
86 2400.3 39.14
86 2598.3 38.81
86 2800.8 38.37
86 2999.3 37.81
86 3199.1 37.57
86 3399.5 37.25
86 3600.2 36.91
86 3800.6 36.58
86 4000.1 36.46
86 4201.2 36.14
86 4400.6 36.12
86 4599.8 36.02
86 4698.4 36.07
86 4800.6 35.83
86 8.9 0.01
86 68.7 0.01
86 95 0.04
86 154.5 2.27
86 200 3.97
86 233.4 6.76
86 265.3 10.43
86 306.7 12.54
86 349.2 15.01
86 407.4 20.57
86 438.7 23.42
86 474 27.15
86 500.4 29.89
86 545.7 32.49
86 578.4 35.27
86 635.4 38.48
86 675.5 40.49
86 748.5 41.17
86 799.8 41.64
86 854.6 42.18
86 901.2 42.15
86 949.5 42.29
86 1018.7 42.17
87 208.1 5.86
87 225 7.2
87 234.3 7.63
87 249.3 9.07
87 299.2 13.01
87 323.1 14.82
87 349.8 16.55
87 399.8 20.93
87 499.5 31.32
87 599.5 38.3
87 700 40.97
87 797.5 41.66
87 899.7 42.05
87 1019.6 42.2
87 13.1 0.02
87 24.4 0.03
87 34 0.01
87 72.8 0.01
87 84.4 0.01
87 95.2 0.01
87 104.6 0.01
87 114.7 0.18
87 123.7 0.41
87 134 0.82
87 148.7 1.68
87 173 2.47
87 199.6 3.7
114 162.7 1.79
114 440.1 19.76
114 754.7 40.72
114 1201.3 41.25
114 1401.6 41.24
114 1600 40.83
114 1800.3 40.05
114 1999.3 39.57
114 2598.6 38.45
114 2799.7 38.01
114 3000.1 37.52
114 3199.4 36.97
114 3400.2 36.72
114 3599.9 36.55
114 3799.6 36.34
114 4000.9 36.12
114 4200.5 35.86
114 4400 35.65
114 4599.7 35.71
114 4700.4 35.64
114 4811.6 35.7
114 4.5 0.01
114 130.4 0.03
114 155.8 0.82
114 171.4 1.59
114 255.9 5.03
114 341.9 13.42
114 377.3 14.87
114 400.1 17.43
114 440.8 20
114 463.3 22.42
114 502.1 29.49
114 539.9 32.28
114 600.8 35.81
114 643.2 38.04
114 712.7 39.98
114 782.2 41.14
114 813.8 40.99
114 868.2 41.67
114 899.7 41.85
114 949.7 41.68
114 1021.2 41.82
115 225 3.34
115 234.2 3.44
115 249.4 5.62
115 274.1 7.94
115 301.5 10.79
115 325 12.4
115 349.8 14.58
115 400.1 19.56
115 502.6 29.83
115 601.4 36.85
115 699.5 40.56
115 800.3 41.72
115 900.9 41.98
115 1020.9 41.95
115 4.6 0.02
115 23.6 0.01
115 34.3 0.01
115 44.1 0.01
115 59 0.01
115 74.1 0.02
115 94.2 0.01
115 104.1 0.02
115 114.8 0.08
115 123.9 0.08
115 134.5 0.07
115 150.5 0.25
115 174.5 1.1
115 200.8 1.69
143 125.4 0.55
143 210.1 2.08
143 225.3 2.93
143 236.2 3
143 249.6 3.56
143 275.7 6.68
143 301.2 7.97
143 324.8 10.82
143 350.6 14.65
143 400.9 17.49
143 499.3 28.86
143 599.5 36.48
143 800.5 41.14
143 899.3 41.63
143 1022.4 41.63
143 44.5 0.01
143 61.1 0.04
143 75.1 0.04
143 85 0.01
143 94.3 0.03
143 105.1 0.02
143 116.3 0.02
143 125 0.04
143 134.8 0.65
143 149 0.96
143 175.1 1.06
143 202.1 0.99
144 21 0.01
144 43.7 0.01
144 94.5 0.08
144 101.3 0.19
144 119.9 0.22
144 158.9 0.97
144 231.9 4.26
144 335.1 11.2
144 375 15.24
144 427.6 20.59
144 503.2 27.83
144 546.3 31.7
144 598.6 36
144 644.3 38.5
144 706.8 40.55
144 781.3 41.36
144 824.6 41.42
144 950.4 41.76
144 1019.8 41.67
144 514.8 27.47
144 1000 41.57
144 1400 41.45
144 1599.6 41.1
144 1800 40.55
144 1999.9 40.2
144 2199.7 39.7
144 2400.1 39.26
144 2600.3 38.68
144 2800.5 38.36
144 3199.6 37.32
144 3399.8 36.85
144 3800.9 36.33
144 4000.6 36.11
144 4200.6 36.04
144 4501.1 35.97
144 4812.4 35.79
177 184 0.75
177 527 28.48
177 1002.2 41.71
177 1403.5 41.15
177 1601.8 40.78
177 1800.9 40.31
177 2000.9 39.95
177 2200.5 39.44
177 2401.6 38.89
177 2601 38.43
177 2800 38.02
177 2999.7 37.54
177 3199.2 37.17
177 3400.1 36.66
177 3598.9 36.45
177 3798.3 36.06
177 4000.6 35.91
177 4401 35.77
177 4499 35.74
177 4598.8 35.68
177 4801 35.69
177 60.3 0.01
177 80.4 0.02
177 90.1 0.01
177 131.1 0.01
177 159.9 0.46
177 203.8 1.49
177 263 4.22
177 299 7.35
177 338.8 10.61
177 391.3 14.79
177 429.8 19.12
177 488 26.49
177 492.4 26.94
177 599.4 35.28
177 641.7 37.79
177 687.6 39.56
177 764.6 41.03
177 800.2 41.39
177 875.9 41.77
177 1020.3 41.87
178 210 1.52
178 225 2.21
178 234.8 2.69
178 250.2 3.55
178 275.2 5.38
178 300.5 7.36
178 326.5 9.59
178 351.4 11.96
178 401.4 15.99
178 500.1 25.05
178 601.5 33.82
178 700 39.1
178 799.8 41.03
178 899.4 41.62
178 1027.2 41.78
178 4 0.02
178 14.7 0.02
178 74.4 0.01
178 84.5 0.01
178 104.7 0.03
178 114.5 0.03
178 124.1 0.08
178 134 0.18
178 150 0.37
178 159 0.5
178 174.6 0.63
178 184.6 0.64
178 200.9 1.24
208 500.1 27.96
208 775.1 39.95
208 1000.6 41.3
208 1400 41.05
208 1600.6 40.69
208 2000.1 39.97
208 2200 39.57
208 2400.6 39.29
208 2600.7 38.57
208 2801.3 38.01
208 3000 37.62
208 3201 37.22
208 3399.9 36.92
208 3600.5 36.64
208 3800.7 36.42
208 4000.4 36.05
208 4200.9 35.93
208 4501 35.89
208 4600.5 35.86
208 4806.4 35.82
208 55 0.01
208 134.4 0.29
208 173.9 1.23
208 185.7 1.52
208 208 2.57
208 258.1 4.43
208 299.6 7.78
208 340.8 10.89
208 394.3 18.01
208 434.2 19.54
208 499.8 27.28
208 512.1 28.22
208 542.9 32.12
208 570.6 35.09
208 645.2 37.69
208 707 39.39
208 750.1 40.28
208 810.1 41.01
208 909.2 40.96
208 1021.2 41.75
209 9.5 0.02
209 140.3 0.63
209 209.6 2.38
209 224.9 2.58
209 234.7 2.7
209 249.9 4.02
209 274.6 5.28
209 300.4 6.62
209 325.5 8.15
209 350.9 10.88
209 399.7 16.31
209 500.6 26.57
209 601.4 35.52
209 700.9 38.87
209 799.7 40.83
209 900.9 41.06
209 1020.3 41.46
209 4.5 0.01
209 14.4 0.01
209 44.6 0.02
209 58.9 0.02
209 74.8 0.02
209 84.5 0.03
209 95.1 0.02
209 113.7 0.03
209 124.2 0.21
209 134.2 0.35
209 150.2 0.49
209 174.3 1.54
209 199.9 1.88
209 509.3 28.71
233 149.6 0.96
233 460.7 20.38
233 710.7 39.31
233 999.1 41.43
233 1399.2 41.33
233 1599.4 41.2
233 1800.5 40.71
233 1999.6 40.23
233 2200.9 39.63
233 2399.8 39.27
233 2600.8 38.82
233 2801.4 38.33
233 3000.3 37.74
233 3200.2 37.35
233 3400.8 37.03
233 3599.8 36.73
233 3800.2 36.5
233 3998.5 36.28
233 4199.6 36.01
233 4400.4 36.06
233 4499.7 35.99
233 4599.3 35.95
233 4810.9 35.77
233 51.1 0.01
233 128.4 0.45
233 147.8 0.8
233 190.2 1.74
233 272.1 5.05
233 355.8 11.92
233 406.2 15.33
233 454.6 21.43
233 481.1 25.11
233 518.5 28.99
233 539.2 32.03
233 573.9 34.86
233 637.2 37.54
233 706.6 39.69
233 749.8 40.5
233 798.4 41.01
233 849.1 41.4
233 909.4 41.65
233 960 41.72
233 1022 41.75
234 224.4 2.89
234 234.4 3.63
234 249 5.24
234 274.7 7.29
234 299.2 8.54
234 324.6 10.37
234 350.1 12.09
234 399.9 15.54
234 500.2 27.43
234 600 35.33
234 699.4 39.32
234 799.6 40.83
234 899.9 41.43
234 1019.7 41.55
234 74.5 0.01
234 114.2 0.01
234 125.3 0.43
234 135.7 0.6
234 150.4 0.88
234 176 1.42
234 199.8 1.9
275 516.7 27.25
275 792.6 40.16
275 1000.8 41.45
275 1398.9 41.17
275 1601.8 40.63
275 1799.4 39.95
275 1999.2 39.57
275 2201.6 39.28
275 2400.3 38.44
275 2598.6 38.04
275 2799.2 37.58
275 2999.4 37.25
275 3198.1 37.02
275 3399.2 36.8
275 3598.9 36.49
275 3799.3 36.18
275 3998.4 36.04
275 4199 35.78
275 4398.4 35.71
275 4498.7 35.71
275 4598.8 35.73
275 4809.8 35.65
275 24.9 0.01
275 54.4 0.01
275 70 0.01
275 85.5 0.01
275 109.8 0.01
275 115.2 0.02
275 169.4 1.83
275 258.5 4.29
275 344.1 11.55
275 385.1 14.98
275 443.3 19.89
275 529.4 27.11
275 539.6 28.77
275 564.6 32
275 580.6 33
275 608.6 34.88
275 642 37.47
275 689.6 39.57
275 749.6 40.41
275 827.4 40.84
275 901.1 41.62
275 951.3 41.69
276 210.2 3.18
276 223.6 4.66
276 233.3 5.64
276 249 6.63
276 274.8 8.63
276 299 10.36
276 324.7 11.02
276 349.9 12.53
276 398.8 15.85
276 499.7 26.41
276 600 35.16
276 700.5 39.38
276 801 41.44
276 900.3 41.43
276 34.9 0.01
276 43.6 0.01
276 59.6 0.01
276 73.8 0.01
276 103.7 0.01
276 115.3 0.2
276 124.3 0.37
276 134.8 0.07
276 148.7 0.58
276 159.4 1.3
276 175.1 1.61
276 183.8 2.12
276 199.9 2.13
303 500.8 27.25
303 1000.1 41.22
303 1599.1 40.68
303 1799.3 40.15
303 2000.5 39.74
303 2198.8 39.24
303 2399.3 38.68
303 2600.7 38.02
303 2800.1 37.55
303 2999.2 37.15
303 3201.2 36.66
303 3400.5 36.35
303 3600.4 36.15
303 3801 35.92
303 4000.1 35.75
303 4400 35.7
303 4499.9 35.64
303 4601 35.49
303 4810.4 35.51
304 130.3 1.75
304 200.1 4.83
304 250.2 8.22
304 304.4 12.79
304 334.6 13.81
304 350.4 16.89
304 400 20.26
304 460.2 25.56
304 473.5 27.2
304 511.4 31.48
304 550.5 35.24
304 615.4 37.93
304 687.1 39.78
304 744 40.97
304 835.8 41.65
304 900.6 41.95
304 1007 41.75
304 1020.3 42.3
304 80.2 0.01
304 188.6 2.26
304 209.8 2.91
304 224.3 4.18
304 234 4.61
304 249.6 5.81
304 274.6 7.08
304 299.5 9.96
304 323 11.71
304 349.4 13.28
304 400.2 18.43
304 499.5 28.31
304 599.5 35.81
304 698.9 39.73
304 799.6 41.47
304 899.8 41.69
304 1019.8 41.6
304 4.3 0.01
304 43.7 0.01
304 104.4 0.04
304 114.2 0.27
304 123.8 0.68
304 135.2 1.15
304 149.7 1.64
304 175.2 2.14
304 201.3 2.75
304 449.6 24.03
304 749.6 40.99
304 1020.5 41.74
345 110.2 0.03
345 509.5 27.44
345 1001.4 41.25
345 1401.9 40.78
345 1601.5 40.57
345 1803.2 40.15
345 2000.5 39.64
345 2201.5 39.09
345 2401.2 38.71
345 2600.7 38.35
345 2801.3 37.73
345 3000.3 37.48
345 3199.9 37.09
345 3400.4 36.61
345 3600.3 36.26
345 3800.5 35.92
345 3999.9 35.8
345 4199.1 35.68
345 4300.6 35.57
345 4500.7 35.37
345 4599.9 35.28
345 4804.3 35
345 99.9 0.07
345 114 0.26
345 128.4 0.96
345 227.8 5.09
345 312.7 10.81
345 374.4 15.05
345 399.4 17.29
345 428.2 20.36
345 494.6 26.56
345 505.8 28.02
345 544.4 32.22
345 574.5 35.5
345 626.9 38.43
345 650.7 39.52
345 683 40.48
345 709.6 40.83
345 759.5 41.35
345 800.7 41.59
345 842.7 41.77
345 901.2 41.6
345 987.7 41.53
345 1022.7 41.63
346 224.6 4.28
346 234.4 4.67
346 249 5.42
346 276.4 7.46
346 303.5 9.62
346 328.7 11.53
346 351.5 14.07
346 401.7 17.92
346 501.3 26.52
346 599.5 35.17
346 699.1 39.86
346 801 41.28
346 899.5 41.36
346 1018.6 41.3
346 14.6 0.01
346 24.2 0.02
346 35 0.04
346 44.5 0.03
346 59.5 0.04
346 74.2 0.02
346 83.9 0.04
346 95.7 0.01
346 105.1 0.02
346 114.6 0.27
346 125 0.33
346 135.4 0.59
346 149.4 1.18
346 174.7 2.5
346 199.9 3.68
7 143.7 1.12
7 506.8 25.64
7 801.8 40.27
7 1200 40.82
7 1397.4 40.61
7 1600.2 40.01
7 1799.5 39.68
7 2000.3 39.2
7 2199.7 38.9
7 2400.8 38.45
7 2601.3 37.81
7 2798.6 37.39
7 2997.7 36.95
7 3198.7 36.48
7 3400.2 36.17
7 3599.7 35.83
7 3800.5 35.66
7 4000.1 35.45
7 4200.8 35.26
7 4401.1 35.34
7 4502 35.24
7 4602.8 35.25
7 4810.1 34.85
7 57.4 0.01
7 100.8 0.92
7 152.6 2.18
7 224.6 4.8
7 263.1 5.87
7 303 8.85
7 320.7 10.65
7 362.9 13.35
7 380.2 15.14
7 426.5 19.83
7 498.3 27.17
7 527 29.7
7 551.3 32.21
7 582.3 34.91
7 631.3 37.51
7 697.7 39.31
7 739.9 40
7 778.4 40.46
7 854.7 41.04
7 919.3 41.06
7 989.1 41.01
7 1022.1 41.09
8 120.1 0.93
8 235.3 4.72
8 250 6.1
8 274.4 7.12
8 299.9 9.69
8 325.8 11.56
8 350 13.28
8 400.2 17.01
8 499.1 25.28
8 599.5 33.84
8 700.1 38.71
8 900.6 41.14
8 1020 41.08
8 14.2 0.01
8 75 0.01
8 84.8 0.15
8 94.4 0.18
8 104.5 0.38
8 114.1 0.68
8 124.9 0.9
8 134.9 1.11
8 149.9 1.37
8 175 2.1
8 199.8 2.93
8 520.8 28.09
8 825 40.84
8 1019.9 41.07
48 214.4 1.08
48 522.2 28.18
48 799.2 40.92
48 1000.5 41.4
48 1401.1 40.89
48 1599.4 40.6
48 1798.9 40
48 1997.5 39.44
48 2197.4 39.24
48 2396.8 38.56
48 2599.3 38.25
48 2799.8 37.66
48 3000.2 37.28
48 3199.8 36.79
48 3398.6 36.51
48 3598.1 36.21
48 3795.9 36.12
48 3998.1 35.87
48 4200 35.83
48 4399.4 35.72
48 4499.7 35.65
48 4599.8 35.45
48 4806.1 35.28
48 4 0.01
48 110.8 0.04
48 175.4 0.45
48 203.7 1.77
48 224.1 2.4
48 275.1 6.74
48 284.6 6.92
48 340.2 10.87
48 363.7 12.71
48 384.1 15.24
48 436.2 19.5
48 449.9 20.74
48 499.7 26.04
48 540.2 30.65
48 579.2 34.25
48 626.2 37.59
48 700.2 39.77
48 749.8 40.68
48 791.6 41.21
48 876.8 41.44
48 903.1 41.55
48 949.1 41.57
48 1019.6 41.44
49 4.4 0.01
49 200.2 0.99
49 225.8 1.88
49 234.6 2.1
49 251 2.72
49 274.5 4.59
49 299.6 6.47
49 324.2 8.61
49 350.5 10.09
49 401.7 17.14
49 500.3 25.58
49 600.5 33.11
49 700.2 39.07
49 799.2 41.25
49 899.1 41.47
49 1021.3 41.46
49 15.2 0.01
49 24.5 0.01
49 44.4 0.01
49 60.1 0.03
49 74.5 0.03
49 84.4 0.03
49 94.2 0.03
49 104.7 0.05
49 114.4 0.06
49 124.5 0.09
49 135.8 0.12
49 150 0.18
49 174.1 0.45
49 200.6 1.36
49 521.8 28.6
49 831.5 41.44
49 1019.5 41.37
70 73 0.01
70 516.6 26.96
70 746.5 41.01
70 1200.2 41.35
70 1400.7 41.25
70 1599.9 40.86
70 1799.9 40.35
70 1999.7 39.84
70 2200.1 39.39
70 2400.9 38.85
70 2600.1 38.3
70 2800.1 37.84
70 3000.8 37.46
70 3200.6 37
70 3400.7 36.6
70 3601.4 36.35
70 3800.5 36.1
70 4001.7 35.92
70 4201.7 35.92
70 4400.6 35.84
70 4601 35.91
70 4798.8 35.61
70 74.8 0.01
70 86.8 0.02
70 119.7 0.28
70 156.5 1.87
70 227.1 4.31
70 314.3 11.91
70 356.6 15
70 398.6 18.88
70 428.2 20.87
70 510.8 29.57
70 520.5 30.3
70 547.1 32.24
70 598.6 36.23
70 632.5 38.47
70 648.9 39.24
70 690.4 40.28
70 749.4 41.21
70 763.9 41.23
70 799.9 41.35
70 850 41.52
70 900.4 41.81
70 949.9 41.77
70 1026.7 41.82
71 210 4.13
71 225.1 5.7
71 234.4 6.05
71 249.2 7.06
71 275.9 9.48
71 299.6 11.85
71 326.1 15.44
71 349.3 13.96
71 398.9 19.83
71 499.7 28.86
71 599.6 36.54
71 700 39.61
71 799.8 40.99
71 899.7 41.9
71 1019.7 41.97
71 35.5 0.02
71 44.6 0.02
71 59.9 0.01
71 75.2 0.02
71 85.5 0.02
71 95 0.02
71 105 0.05
71 115.4 0.09
71 124.2 0.2
71 134.9 0.57
71 150.2 1.19
71 174.6 2.65
71 201.2 3.35
98 775.3 40.36
98 999.6 41.5
98 1204.3 41.33
98 1405.3 41.15
98 1613.8 40.37
98 1792.2 39.84
98 1998.6 39.26
98 2196.9 38.78
98 2397.3 38.43
98 2597.8 38.07
98 2796.2 37.69
98 2997.5 37.18
98 3198 36.74
98 3398 36.36
98 3596.8 36.16
98 3798.9 35.9
98 4000.9 35.74
98 4199.6 35.58
98 4400.3 35.59
98 4499.7 35.54
98 4600.4 35.58
98 4810.2 35.33
98 49.9 0.01
98 77.7 0.18
98 129.1 2.35
98 149.5 3.44
98 190 5.84
98 226 8.3
98 269.5 12.66
98 323.5 15.7
98 359.3 18.54
98 400.4 21.75
98 441.1 24.32
98 477.3 27.78
98 517.3 31.26
98 568.3 35.59
