"DOY" "Depth" "PON"
314 76.8 0.252
314 101.2 0.274
314 125.3 0.197
314 150.2 0.15
314 174.4 0.115
314 201.9 0.134
314 250 0.132
314 351.1 0.046
314 350.9 0.048
354 4.4 0.325
354 23.1 0.267
354 45 0.271
354 75 0.257
354 99 0.236
354 124.7 0.138
354 148.8 0.096
354 167.3 0.079
354 198.4 0.073
354 247.9 0.069
354 349.2 0.045
354 349.4 0.057
22 4.4 0.259
22 23.5 0.221
22 43.6 0.293
22 73.3 0.272
22 99.6 0.275
22 123.5 0.224
22 148.7 0.131
22 173.7 0.096
22 197.3 0.079
22 250.7 0.069
22 350.5 0.053
22 350.5 0.054
56 4 0.253
56 23.8 0.241
56 44.1 0.216
56 74.5 0.261
56 99.5 0.258
56 125 0.205
56 147.2 0.114
56 173.9 0.087
56 199.5 0.075
56 249.6 0.07
56 350.2 0.057
56 350 0.053
80 3.3 0.25
80 25.1 0.226
80 43.4 0.267
80 76 0.237
80 99.9 0.257
80 124.7 0.222
80 148.4 0.182
80 173.7 0.109
80 199.8 0.085
80 248.1 0.071
80 348.4 0.052
80 348.6 0.056
112 4.1 0.318
112 24.4 0.377
112 44.4 0.343
112 74.4 0.303
112 99.4 0.332
112 124.5 0.297
112 148.7 0.245
112 174.6 0.143
112 198.7 0.135
112 250.1 0.099
112 350.2 0.063
112 349.9 0.069
140 4.1 0.374
140 23.9 0.429
140 43.7 0.378
140 73.9 0.364
140 98.9 0.335
140 124.4 0.318
140 150.8 0.162
140 174.7 0.151
140 200.2 0.115
140 250.9 0.08
140 351.3 0.052
140 350.4 0.067
168 4.1 0.36
168 24.5 0.366
168 43.5 0.519
168 73.7 0.326
168 99.1 0.287
168 123.9 0.29
168 149.2 0.167
168 174.3 0.141
168 249.9 0.09
168 350.2 0.081
168 349.9 0.072
196 4.9 0.435
196 24.8 0.467
196 43.1 0.333
196 74.9 0.283
196 99.8 0.264
196 125.8 0.258
196 149.3 0.188
196 174.6 0.127
229 4.5 0.374
229 45 0.497
229 75 0.271
229 99.5 0.306
229 123.8 0.237
229 150.6 0.155
229 174.9 0.11
229 200.7 0.082
229 250.1 0.066
229 351 0.05
229 350.9 0.049
273 5.1 0.288
273 25 0.286
273 44 0.298
273 75.1 0.301
273 99.9 0.303
273 124.3 0.248
273 149.2 0.175
273 174.7 0.125
273 200.4 0.102
273 249.1 0.086
273 350.6 0.066
273 350.5 0.058
305 4.9 0.291
305 25.8 0.31
305 45.5 0.349
305 98.5 0.313
305 124.9 0.193
305 150.1 0.134
305 176.3 0.101
305 200.8 0.081
305 250.3 0.083
305 348.7 0.054
305 349.2 0.068
333 5 0.26
333 24.8 0.26
333 45.1 0.262
333 75.2 0.297
333 100.1 0.185
333 124.6 0.15
333 150.7 0.097
333 175 0.076
333 199.8 0.08
333 251.3 0.074
333 352.2 0.05
333 351.4 0.049
356 4 0.348
356 24.5 0.35
356 44.9 0.339
356 75.3 0.329
356 97.8 0.267
356 123.8 0.226
356 149.8 0.114
356 175.2 0.121
356 201.7 0.098
356 249.5 0.108
356 348.5 0.094
356 349.3 0.093
33 4.8 0.308
33 25.2 0.319
33 44.9 0.336
33 73.7 0.332
33 101.6 0.321
33 123.6 0.238
33 149 0.141
33 175.2 0.115
33 200 0.102
33 252.1 0.104
33 350.3 0.083
33 350.4 0.074
64 5.1 0.329
64 25.3 0.306
64 44.6 0.288
64 73.5 0.32
64 100 0.377
64 125.2 0.223
64 150.7 0.116
64 173 0.101
64 199.4 0.081
64 250.1 0.12
64 349.1 0.067
64 349.2 0.075
138 7.4 0.314
138 24.8 0.326
138 45.5 0.4
138 75.1 0.336
138 100.5 0.293
138 124.6 0.25
138 148.9 0.184
138 174.2 0.143
138 199.6 0.107
138 249.2 0.081
138 349.3 0.07
167 12 0.289
167 24.3 0.301
167 45.2 0.352
167 73.7 0.333
167 100 0.335
167 124.2 0.344
167 150 0.172
167 174.3 0.137
167 199.5 0.11
167 248.9 0.076
167 349.7 0.041
167 350 0.063
199 4.9 0.323
199 25.3 0.338
199 45.5 0.334
199 74.5 0.327
199 100.3 0.292
199 125 0.289
199 150.3 0.203
199 174.7 0.127
199 200.5 0.107
199 250.3 0.082
199 350 0.077
199 350 0.074
227 4.8 0.259
227 24.5 0.241
227 45.1 0.273
227 74.3 0.293
227 99.9 0.271
227 124.5 0.288
227 150.5 0.184
227 175.5 0.123
227 199.4 0.104
227 250.2 0.065
227 350 0.057
227 349.8 0.047
254 9.9 0.425
254 24.1 0.446
254 44.9 0.491
254 73.3 0.379
254 100.6 0.292
254 124.7 0.239
254 149.1 0.179
254 174.4 0.13
254 198.9 0.112
254 249.8 0.086
254 349.9 0.067
254 349.4 0.064
282 9.2 0.367
282 23.2 0.353
282 43 0.349
282 73.4 0.386
282 99.3 0.318
282 124.1 0.252
282 149.4 0.172
282 173.8 0.122
282 200.4 0.121
282 250.5 0.1
282 349 0.076
282 348.8 0.07
317 5.9 0.274
317 25.1 0.309
317 45.6 0.291
317 75 0.289
317 100.2 0.294
317 125 0.245
317 149.8 0.15
317 174.3 0.134
317 200.3 0.098
317 250.8 0.065
317 350.4 0.065
317 350 0.072
348 5 0.272
348 25.7 0.278
348 45.8 0.317
348 76 0.33
348 100.5 0.317
348 125.2 0.238
348 150.1 0.134
348 175.8 0.1
348 198.5 0.099
348 250.7 0.088
348 350.1 0.063
348 350.3 0.076
25 8.9 0.29
25 25.3 0.291
25 45.2 0.298
25 74 0.299
25 101.4 0.278
25 125 0.297
25 151.6 0.221
25 175.6 0.124
25 197.8 0.145
25 249.9 0.103
25 349.4 0.062
25 349.1 0.075
47 7.6 0.282
47 22.4 0.22
47 43.1 0.318
47 76.1 0.29
47 101.3 0.28
47 125.3 0.195
47 147.1 0.102
47 173.4 0.08
47 201.8 0.073
47 254.6 0.06
47 364.4 0.059
47 363.8 0.06
68 6.6 0.314
68 24 0.328
68 44.8 0.293
68 76.4 0.235
68 101.6 0.269
68 125.2 0.242
68 151.7 0.153
68 176.8 0.116
68 201.5 0.077
68 250.6 0.055
68 351.4 0.049
68 351 0.053
93 25.1 0.353
93 45.4 0.359
93 74.3 0.338
93 100.8 0.248
93 125.3 0.163
93 149.6 0.17
93 174.4 0.177
93 199.7 0.101
93 249.6 0.074
93 350.4 0.059
93 350.5 0.054
148 8.4 0.327
148 25.1 0.361
148 46.2 0.329
148 76.4 0.281
148 100.3 0.391
148 124.3 0.287
148 150.9 0.141
148 175.4 0.102
148 199.4 0.068
148 250.8 0.055
148 350.2 0.061
148 350.1 0.051
166 8 0.288
166 25.6 0.322
166 45.2 0.369
166 76 0.321
166 101.2 0.329
166 124.8 0.206
166 151 0.108
166 175.8 0.087
166 200.6 0.075
166 250.6 0.061
166 351.2 0.052
166 351.1 0.059
195 7.6 0.25
195 25.4 0.359
195 44.7 0.361
195 74.9 0.361
195 100.5 0.204
195 125.1 0.288
195 150.3 0.157
195 174 0.115
195 200.4 0.099
195 250.6 0.084
195 349.4 0.049
195 349.4 0.058
222 6.5 0.371
222 25.4 0.327
222 45 0.43
222 75.7 0.381
222 100.9 0.358
222 125.5 0.23
222 150.1 0.141
222 175 0.107
222 200.5 0.108
222 251.2 0.034
222 350.3 0.069
222 350.4 0.073
260 5.5 0.165
260 25.7 0.198
260 45.1 0.26
260 75.3 0.305
260 100.2 0.299
260 125.2 0.281
260 149.9 0.125
260 175.6 0.087
260 199.8 0.076
260 251.7 0.065
260 358.9 0.042
260 358.6 0.075
295 7.4 0.348
295 26.1 0.375
295 46.2 0.372
295 74.5 0.35
295 101.1 0.278
295 126.3 0.173
295 151 0.118
295 173.6 0.09
295 198.9 0.095
295 248.2 0.065
295 350.3 0.054
295 350.1 0.057
314 8 0.308
314 26.2 0.256
314 44.9 0.316
314 76.4 0.278
314 100.7 0.282
314 125.9 0.14
314 150.1 0.098
314 175.5 0.099
314 202 0.057
314 250.2 0.065
314 350.6 0.054
314 350.6 0.043
345 6.7 0.289
345 25.6 0.265
345 45.6 0.287
345 74.7 0.283
345 100.6 0.301
345 125.6 0.201
345 151 0.213
345 175.6 0.093
345 199.7 0.089
345 249.4 0.071
345 352.5 0.051
345 352.5 0.051
39 4.9 0.281
39 24.7 0.28
39 44.7 0.227
39 74.8 0.265
39 100.2 0.24
39 124.6 0.219
39 149.5 0.105
39 175.7 0.091
39 199.4 0.08
39 249.6 0.065
39 349.1 0.041
39 349.1 0.052
81 4.8 0.295
81 25.6 0.254
81 44.7 0.32
81 76 0.244
81 98.6 0.255
81 124.4 0.225
81 150.2 0.157
81 175 0.095
81 200.1 0.072
81 249.6 0.07
81 350.1 0.053
81 350.2 0.042
126 7.1 0.286
126 25.1 0.324
126 45.3 0.316
126 75.5 0.326
126 100.3 0.269
126 125.7 0.251
126 149.4 0.195
126 174.4 0.156
126 199.9 0.088
126 249.5 0.074
126 349.9 0.051
126 349.8 0.048
190 7.3 0.339
190 24.9 0.292
190 44.8 0.355
190 75.3 0.209
190 99.9 0.186
190 125.3 0.244
190 150.1 0.127
190 175.2 0.113
190 200.1 0.097
190 251.3 0.066
190 350.6 0.057
190 350.6 0.054
217 7.3 0.312
217 25.2 0.346
217 45 0.363
217 74.3 0.396
217 124.7 0.258
217 150.7 0.183
217 175.2 0.126
217 200.2 0.108
217 250.9 0.084
217 350.6 0.069
217 350.6 0.066
247 27.1 0.409
247 47.2 0.373
247 77.5 0.36
247 100.2 0.299
247 125.8 0.124
247 150.2 0.109
247 175 0.11
247 200.4 0.101
247 251.1 0.073
247 351.2 0.051
247 351.2 0.047
276 5.2 0.33
276 25 0.324
276 44.4 0.376
276 74.7 0.357
276 98.7 0.361
276 125.1 0.27
276 151.6 0.166
276 174.5 0.126
276 199.5 0.114
276 254.4 0.094
276 346.8 0.064
276 347 0.067
336 8.3 0.313
336 25.6 0.352
336 76.3 0.33
336 125.5 0.365
336 149.8 0.127
336 175.6 0.151
336 200.9 0.12
336 350.4 0.088
336 350.2 0.06
355 6.5 0.301
355 26.4 0.336
355 45.5 0.236
355 75.9 0.284
355 99.9 0.288
355 124.9 0.271
355 149.7 0.163
355 175.1 0.125
355 200.1 0.109
355 249.8 0.086
355 350.6 0.067
355 351 0.093
30 6.6 0.39
30 25.3 0.335
30 45.3 0.334
30 75 0.362
30 100.4 0.336
30 126.6 0.262
30 148.8 0.151
30 173.2 0.09
30 199.6 0.087
30 249.5 0.078
30 350.4 0.074
30 349.9 0.056
55 6.4 0.311
55 24.3 0.344
55 45.6 0.3
55 75.5 0.304
55 99.7 0.291
55 123.8 0.288
55 150.9 0.169
55 177.1 0.088
55 200.1 0.099
55 250.2 0.072
55 350.9 0.055
149 24.7 0.385
149 44.7 0.333
149 75.1 0.324
149 100.2 0.269
149 125.9 0.176
149 150.9 0.141
149 176.1 0.098
149 200.7 0.095
149 350.5 0.05
149 350.5 0.053
178 7 0.336
178 24.8 0.344
178 44.6 0.324
178 74.6 0.293
178 100 0.276
178 125.1 0.214
178 149.6 0.12
178 174.5 0.082
178 199.7 0.063
178 249.7 0.07
178 349.4 0.059
178 349.5 0.059
209 5.7 0.27
209 25 0.291
209 45 0.373
209 75.2 0.293
209 100 0.248
209 125.2 0.229
209 150.4 0.128
209 174.9 0.112
209 200.1 0.089
209 250 0.074
209 350.7 0.101
209 350.7 0.092
230 7.1 0.367
230 24.8 0.367
230 45.4 0.361
230 75.2 0.361
230 100.6 0.334
230 125 0.253
230 151 0.152
230 174.7 0.137
230 199.6 0.124
230 250.1 0.081
230 351.2 0.065
285 7.1 0.423
285 25.3 0.414
285 45.3 0.358
285 75 0.39
285 99.7 0.303
285 126.1 0.205
285 149.4 0.129
285 175.3 0.052
285 199.3 0.093
285 250.4 0.076
285 349.5 0.117
285 349.5 0.057
336 9.7 0.291
336 25.3 0.306
336 44.7 0.302
336 74.8 0.308
336 99.8 0.251
336 123.7 0.167
336 148.1 0.116
336 175.2 0.077
336 200.8 0.079
336 251.3 0.068
336 349.2 0.052
336 348.8 0.049
21 7.3 0.269
21 25.3 0.275
21 45.1 0.245
21 75.7 0.273
21 100.3 0.211
21 124.9 0.156
21 150.7 0.119
21 174.9 0.091
21 200.5 0.06
21 252.9 0.054
21 350.6 0.05
21 350.9 0.051
49 10 0.252
49 29.1 0.239
49 43.6 0.208
49 74.9 0.261
49 100.1 0.239
49 125.4 0.179
49 149.8 0.108
49 174.6 0.073
49 199.5 0.059
49 249.1 0.076
49 349.8 0.046
49 349.5 0.044
119 5.3 0.268
119 25 0.322
119 45.6 0.295
119 75.7 0.274
119 100.2 0.337
119 125.4 0.232
119 149.8 0.172
119 175.1 0.1
119 200.1 0.069
119 250.3 0.067
119 350.1 0.063
119 350.1 0.049
148 5.2 0.295
148 25.1 0.266
148 45.4 0.281
148 75.8 0.275
148 101.2 0.241
148 125.3 0.246
148 151.8 0.169
148 175.4 0.142
148 201.4 0.098
148 253.6 0.07
148 351.5 0.076
148 351.5 0.07
185 7.4 0.28
185 25.7 0.303
185 45 0.327
185 74.9 0.329
185 99.5 0.309
185 123.7 0.229
185 148.7 0.168
185 175.1 0.134
185 200.2 0.091
185 249 0.068
185 348.6 0.058
185 348.7 0.049
206 8 0.319
206 25 0.308
206 46.3 0.328
206 75.6 0.383
206 99.7 0.334
206 125 0.257
206 150.1 0.138
206 174.9 0.131
206 199.6 0.098
206 250.5 0.062
206 349.9 0.065
206 350 0.076
231 6 0.35
231 26.7 0.382
231 45.7 0.407
231 72.7 0.484
231 100.5 0.352
231 124.8 0.262
231 150.3 0.2
231 175.7 0.144
231 249.5 0.1
231 349.6 0.069
231 349.7 0.064
268 5.4 0.329
268 25.8 0.309
268 45.1 0.324
268 74.4 0.265
268 100.5 0.302
268 125.2 0.148
268 151.8 0.117
268 175 0.086
268 199.7 0.072
268 250.7 0.062
268 350.4 0.041
268 350.7 0.053
308 4.9 0.295
308 24.8 0.303
308 46.2 0.306
308 72.9 0.31
308 105.8 0.323
308 130 0.182
308 151.8 0.215
308 171.9 0.163
308 196.6 0.08
308 248.8 0.057
308 356.1 0.12
308 354.9 0.05
344 5.5 0.292
344 25 0.291
344 45.6 0.309
344 75.2 0.252
344 99.3 0.318
344 123.3 0.217
344 149.8 0.145
344 173.5 0.134
344 200.4 0.092
344 251.3 0.078
69 5.8 0.23
69 25.3 0.325
69 45.1 0.23
69 80.1 0.225
69 93.3 0.318
69 128.6 0.158
69 155.5 0.17
69 179.1 0.137
69 205.2 0.201
69 256.4 0.14
69 354.3 0.049
69 353.8 0.129
97 5 0.225
97 24.8 0.252
97 45.5 0.294
97 75.5 0.294
97 101.5 0.221
97 125.1 0.244
97 149.1 0.136
97 175.3 0.118
97 200.5 0.094
97 248.5 0.138
97 351.8 0.099
97 351.4 0.083
139 7.8 0.285
139 24.7 0.297
139 45.2 0.283
139 74.8 0.298
139 99.4 0.242
139 124 0.202
139 149.4 0.153
139 174.9 0.121
139 200.5 0.155
139 251.3 0.106
139 352.7 0.043
139 352.6 0.086
160 5.6 0.343
160 24.4 0.307
160 45.6 0.334
160 75.8 0.349
160 101.7 0.295
160 123.8 0.263
160 149.2 0.198
160 178 0.131
160 201.2 0.117
160 252.9 0.077
160 353.8 0.054
160 352.6 0.064
190 4.7 0.331
190 25.1 0.346
190 45.7 0.284
190 75.1 0.329
190 99.7 0.465
190 124.8 0.222
190 150 0.103
190 175.9 0.088
190 199.8 0.101
190 249.7 0.07
190 349.3 0.063
190 349.3 0.036
220 6.7 0.299
220 24.7 0.323
220 44.5 0.296
220 74.5 0.309
220 99.6 0.342
220 125.2 0.284
220 150.6 0.165
220 175.4 0.147
220 200.4 0.104
220 251.5 0.089
220 352.5 0.061
220 351.9 0.062
247 6.6 0.341
247 25.3 0.326
247 45 0.324
247 74.6 0.339
247 99.6 0.289
247 125.3 0.195
247 150.7 0.113
247 175.3 0.107
247 200 0.089
247 251 0.094
247 350.2 0.122
247 350.2 0.031
277 5.8 0.392
277 26.3 0.395
277 45.5 0.355
277 75.3 0.399
277 100.7 0.34
277 125.7 0.24
277 150.4 0.133
277 175.2 0.051
277 199.7 0.115
277 250.5 0.099
277 350.6 0.066
277 350.6 0.081
326 4.8 0.545
326 24.8 0.269
326 43.9 0.282
326 74.4 0.252
326 100.3 0.306
326 124.6 0.183
326 150.5 0.423
326 175 0.16
326 200.1 0.098
326 250.1 0.143
326 349.3 0.061
326 349.1 0.08
29 5.5 0.248
29 25.9 0.272
29 45.2 0.328
29 76.4 0.306
29 99.7 0.265
29 125.1 0.176
29 150.2 0.099
29 174.9 0.149
29 200.5 0.071
29 250.3 0.099
29 349.6 0.22
29 349.6 0.091
60 7.1 0.302
60 25.1 0.296
60 46.5 0.263
60 75.3 0.244
60 99.8 0.248
60 125.3 0.182
60 150.1 0.214
60 175.6 0.152
60 199.3 0.079
60 250.6 0.069
60 350.7 0.121
60 350.8 0.079
102 8.6 0.305
102 24.7 0.315
102 44.6 0.323
102 75.1 0.327
102 99.8 0.26
102 126.3 0.286
102 151.9 0.166
102 175.3 0.139
102 199.5 0.143
102 251.1 0.087
102 349 0.138
102 348.7 0.051
130 5.3 0.349
130 25.7 0.33
130 44.3 0.342
130 74.1 0.318
130 98.8 0.269
130 123.9 0.183
130 151.5 0.19
130 175.1 0.106
130 200.6 0.088
130 250.8 0.101
130 350.3 0.075
130 350 0.06
201 25.2 0.353
201 44.4 0.304
201 75.1 0.287
201 99.6 0.282
201 124.7 0.281
201 199.7 0.096
243 5.1 0.412
243 25.1 0.414
243 44.6 0.403
243 74.7 0.329
243 100.2 0.251
243 124.5 0.168
243 149.8 0.12
243 175.2 0.083
243 199.8 0.088
243 249.8 0.062
243 349.4 0.076
243 349.7 0.059
270 5.2 0.385
270 25.2 0.29
270 46.1 0.342
270 75.1 0.368
270 100.8 0.353
270 125.2 0.258
270 149.9 0.164
270 175.4 0.107
270 200.2 0.154
270 250.8 0.068
270 351.6 0.059
270 351.6 0.053
309 5.7 0.433
309 25.8 0.358
309 44.6 0.304
309 76.9 0.351
309 103 0.237
309 126.8 0.182
309 150.6 0.116
309 174.3 0.144
309 200.6 0.183
309 253.5 0.145
309 350.5 0.128
309 350.4 0.111
333 4.8 0.345
333 24.7 0.338
333 44.8 0.33
333 76 0.354
333 97.5 0.309
333 123.9 0.184
333 150.5 0.148
333 169.8 0.119
333 197.2 0.096
333 251.4 0.22
333 349.8 0.056
354 5.7 0.368
354 24.7 0.342
354 43.9 0.355
354 73.8 0.34
354 99.8 0.39
354 123 0.295
353 199.2 0.095
353 248.8 0.082
353 348.9 0.058
19 5.2 0.338
19 25.3 0.274
19 45.7 0.315
19 76.3 0.272
19 100.3 0.253
19 127.3 0.238
19 147.5 0.163
19 176.4 0.093
19 205.6 0.118
19 251.7 0.073
19 364.4 0.093
19 361.4 0.089
85 4.9 0.27
85 25.1 0.308
85 46.4 0.294
85 75.4 0.243
85 101.8 0.183
85 125.9 0.247
85 150.2 0.116
85 175.4 0.092
85 251.2 0.063
85 350.5 0.046
85 350.7 0.06
123 4.8 0.313
123 25.3 0.289
123 44.6 0.272
123 75 0.3
123 100 0.315
123 152.9 0.307
123 174.3 0.174
123 202.2 0.096
123 253.8 0.062
123 348.1 0.055
123 348.3 0.074
152 5 0.302
152 25.7 0.358
152 45.1 0.339
152 75.3 0.332
152 100.5 0.269
152 125.4 0.26
152 152.3 0.285
152 174.5 0.14
152 201.6 0.121
152 250.7 0.092
152 350.7 0.066
152 350.5 0.102
179 5.9 0.383
179 23.9 0.328
179 43.9 0.339
179 74.4 0.304
179 99.1 0.289
179 125.1 0.284
179 148.7 0.194
179 174.2 0.11
179 199.6 0.087
179 249 0.074
179 348.7 0.073
179 348.9 0.053
214 10.4 0.273
214 25.8 0.293
214 75 0.347
214 100.4 0.283
214 125.5 0.252
214 150.4 0.156
214 175.4 0.134
214 200.7 0.097
214 250.4 0.085
214 349.9 0.06
214 350.1 0.061
231 5.6 0.345
231 24.8 0.339
231 45.3 0.34
231 75.3 0.327
231 100.2 0.301
231 125.2 0.243
231 150.2 0.181
231 175.5 0.111
231 200.8 0.119
231 250.3 0.085
231 350.2 0.058
231 350.4 0.05
259 7.6 0.304
259 25.6 0.303
259 44.6 0.35
259 75.2 0.317
259 100.4 0.335
259 125.5 0.305
259 150.6 0.173
259 174.7 0.156
259 250.6 0.086
259 350.4 0.069
259 350.4 0.06
282 5.5 0.287
282 25.3 0.293
282 45.4 0.306
282 75.5 0.315
282 100.3 0.285
282 124.8 0.194
282 150 0.129
282 175.3 0.094
282 200 0.084
282 250 0.071
282 350.2 0.06
282 350.4 0.05
339 6.7 0.258
339 26.3 0.274
339 46.4 0.248
339 75.6 0.315
339 124.4 0.176
339 151.6 0.105
339 176.4 0.092
339 201.4 0.095
339 250.2 0.063
339 349.9 0.105
44 7.3 0.343
44 24.8 0.342
44 45 0.336
44 75.7 0.282
44 100.2 0.256
44 126.7 0.258
44 149.9 0.14
44 175.7 0.1
44 200 0.107
44 249.7 0.108
44 350.5 0.087
44 350.6 0.057
66 5.9 0.248
66 25.4 0.267
66 45.2 0.283
66 101.2 0.311
66 124.7 0.263
66 150.1 0.253
66 175.8 0.161
66 201.3 0.131
66 250.2 0.081
66 350.2 0.071
66 350.3 0.049
96 5.3 0.319
96 26.1 0.293
96 45.8 0.3
96 75.7 0.284
96 101 0.258
96 124.9 0.203
96 150.2 0.144
96 175.8 0.135
96 200.9 0.125
96 251.6 0.067
96 350.3 0.061
96 350.9 0.074
138 7.3 0.277
138 23.7 0.306
138 45.5 0.314
138 75.8 0.285
138 101.5 0.294
138 125.7 0.261
177 7.1 0.302
177 25.9 0.305
177 45.9 0.326
177 75.5 0.285
177 101.1 0.298
177 125.4 0.233
177 150.3 0.185
177 175.5 0.117
177 200.3 0.083
177 251.2 0.081
177 350.6 0.057
177 350.6 0.069
255 11 0.377
255 45 0.36
255 74.7 0.277
255 99.8 0.225
255 125.5 0.16
255 151.6 0.107
255 200.8 0.086
255 250 0.069
255 351.2 0.067
255 351.4 0.06
275 7.9 0.396
275 25.4 0.401
275 45.7 0.41
275 76.5 0.412
275 100.1 0.276
275 125 0.211
275 150.3 0.131
275 175.2 0.099
275 200.5 0.095
275 250.4 0.078
275 350.5 0.071
275 350.5 0.054
301 7.7 0.365
301 25.3 0.363
301 45.4 0.334
301 75.1 0.352
301 100 0.256
301 124.9 0.181
301 150.7 0.123
301 175.1 0.108
301 200.4 0.164
301 251 0.085
331 7.1 0.352
331 25.1 0.333
331 45.1 0.333
331 74.3 0.318
331 125.4 0.205
331 150.6 0.118
331 174.9 0.11
331 200.1 0.12
331 250.6 0.072
331 350 0.064
331 349.9 0.089
355 8.1 0.226
355 25.5 0.288
355 46.3 0.406
355 75.6 0.265
355 99.7 0.213
355 125.7 0.135
355 148.6 0.097
355 175.2 0.09
355 249.4 0.138
355 351.7 0.068
355 351.8 0.071
16 8 0.286
16 25.8 0.286
16 45.1 0.283
16 75.3 0.264
16 100.5 0.277
16 126 0.281
16 150.6 0.139
16 175.2 0.153
16 200 0.092
16 250.2 0.084
16 351.3 0.067
16 351.4 0.073
46 6.2 0.265
46 26 0.278
46 76.1 0.321
46 100.7 0.245
46 127 0.189
46 150.7 0.137
46 175.9 0.125
46 202.6 0.078
46 251 0.075
46 352.3 0.061
46 352 0.063
65 5.3 0.286
65 25 0.34
65 46.4 0.305
65 76.1 0.331
65 100.1 0.315
65 150.8 0.117
65 200.4 0.08
65 249.9 0.073
65 350.7 0.082
65 351 0.073
152 4.8 0.384
152 26.3 0.345
152 44.3 0.339
152 75.1 0.284
152 99.1 0.3
152 125 0.263
152 154.6 0.137
152 174.9 0.105
152 199.3 0.084
152 250.4 0.076
152 354.1 0.077
182 4.9 0.354
182 24.7 0.379
182 44.5 0.354
182 75 0.326
182 100.1 0.275
182 125.7 0.294
182 150.4 0.184
182 175.4 0.129
182 200.4 0.094
182 249.8 0.083
182 349.9 0.063
182 350.1 0.053
258 5 0.378
258 23.4 0.351
258 45.2 0.347
258 75.4 0.372
258 100.1 0.277
258 124.8 0.197
258 150.3 0.129
258 174.8 0.152
258 200.3 0.106
258 249.8 0.088
258 350.4 0.081
258 350.5 0.067
287 7.1 0.469
287 25.4 0.392
287 75.1 0.342
287 100.4 0.279
287 124.5 0.199
287 175.2 0.177
287 201.2 0.236
287 250.2 0.282
287 350.4 0.066
287 350.7 0.058
326 7.8 0.381
326 24.8 0.403
326 45.3 0.39
326 75.6 0.326
326 100 0.319
326 125.3 0.201
326 150.8 0.149
326 175.1 0.173
326 200.5 0.278
326 249.4 0.101
326 349.4 0.129
326 349.9 0.069
351 7.4 0.28
351 23.9 0.314
351 45.2 0.284
351 74 0.295
351 99.7 0.327
351 123.5 0.236
351 149.7 0.125
351 173.7 0.106
351 199.1 0.123
351 249.9 0.084
351 350.8 0.06
351 351.3 0.093
56 5 0.327
56 25.1 0.339
56 44.5 0.409
56 75.9 0.318
56 103.4 0.377
56 124.5 0.269
56 148.8 0.178
56 175.2 0.105
56 200.3 0.088
56 250.4 0.08
56 353.6 0.064
89 4.6 0.293
89 25 0.318
89 45.3 0.3
89 73.9 0.282
89 99.5 0.298
89 125.3 0.263
89 148.4 0.182
89 174.4 0.134
89 200.1 0.112
89 250.6 0.087
89 349.7 0.066
89 349.3 0.061
112 7.6 0.333
112 25.8 0.343
112 75.3 0.356
112 101 0.37
112 124.9 0.319
112 149.8 0.184
112 175.7 0.141
112 201.1 0.091
112 250.4 0.081
112 351.4 0.058
112 351.6 0.064
144 7.5 0.361
144 24.9 0.335
144 46.2 0.329
144 74.7 0.345
144 100.2 0.294
144 126.4 0.341
144 150.7 0.167
144 173.2 0.139
144 199.9 0.116
144 250.9 0.09
144 351.1 0.063
144 351 0.071
171 6.3 0.31
171 25.3 0.338
171 44.4 0.398
171 75.7 0.347
171 99.7 0.333
171 125.7 0.281
171 150 0.2
171 175.6 0.127
171 251.2 0.076
171 349.9 0.073
201 6.6 0.311
201 26.4 0.33
201 45 0.407
201 75.7 0.394
201 100.2 0.316
201 125.4 0.284
201 149.9 0.141
201 175.9 0.121
201 200.9 0.094
201 250.1 0.08
201 351 0.063
201 351 0.064
225 4.7 0.305
225 25.4 0.32
225 44.9 0.378
225 75.3 0.36
225 100.6 0.314
225 125.6 0.221
225 150.5 0.141
225 174.7 0.106
225 199.7 0.072
225 250.4 0.061
225 349.8 0.098
225 349.8 0.06
287 4.9 0.462
287 24.9 0.39
287 44.6 0.342
287 74.7 0.353
287 100.3 0.3
287 124.9 0.191
287 150 0.13
287 175 0.131
287 200.6 0.073
287 250.6 0.102
287 350 0.075
287 349.8 0.086
318 4.9 0.382
318 25.9 0.375
318 46.9 0.391
318 76.1 0.316
318 125.9 0.192
318 150.8 0.13
318 175.7 0.126
318 200.5 0.107
318 250.5 0.081
318 350.2 0.06
318 350.8 0.045
343 6.4 0.319
343 25.4 0.323
343 76.5 0.319
343 100.1 0.263
343 125.5 0.205
343 149.4 0.179
343 175.6 0.149
343 200.5 0.111
343 251.6 0.103
343 350.5 0.087
343 350.5 0.069
