"Depth" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12"
-5500 0.575101395952515 0.573424476897344 0.571924450923689 0.571211363421753 0.571674478123896 0.572514079976827 0.573640762013383 0.575018362724222 0.57620792358648 0.576949067180976 0.577036320464686 0.576377235120162
-5000 0.575101395952515 0.573424476897344 0.571924450923689 0.571211363421753 0.571674478123896 0.572514079976827 0.573640762013383 0.575018362724222 0.57620792358648 0.576949067180976 0.577036320464686 0.576377235120162
-4500 0.575101395952515 0.573424476897344 0.571924450923689 0.571211363421753 0.571674478123896 0.572514079976827 0.573640762013383 0.575018362724222 0.57620792358648 0.576949067180976 0.577036320464686 0.576377235120162
-4000 0.623395142611116 0.621757586486638 0.620430844719522 0.619858896243386 0.620349615928717 0.621014056378044 0.622031540842727 0.623285639449023 0.624376130872406 0.625053653493524 0.625237706117332 0.624684267677367
-3500 0.6767626182409 0.674873765092343 0.673326256219298 0.672735128318891 0.673385133268312 0.674162583891302 0.67523165489547 0.676559793646447 0.677702351822518 0.678383512422442 0.678606098517776 0.678081793012097
-3000 0.71933567232918 0.717204151442274 0.715384623617865 0.714764420990832 0.715600486728363 0.716618480510078 0.717791117494926 0.719237170414999 0.720454205293208 0.721143369446509 0.721291507943533 0.720688185538165
-2500 0.749050086596981 0.746850215364248 0.74500405753497 0.744534903788008 0.745540208299644 0.746550445910543 0.747633748687804 0.748978374758735 0.750080784200691 0.750660416088067 0.75081002432853 0.750301813241094
-2000 0.791524624219164 0.789699901361018 0.788259523687884 0.788044126238674 0.789134661317803 0.790015954407863 0.790928665082902 0.791975442552939 0.792766004451551 0.792979568359442 0.792927763541229 0.792496284702793
-1750 0.826410585432313 0.824844813905656 0.823630878585391 0.823454916826449 0.824544797069393 0.825436465675011 0.826346702524461 0.827295414637774 0.82796232891269 0.827972675324418 0.827736294013448 0.827257303171791
-1500 0.876428312039934 0.874997640494257 0.873865530593321 0.873617522302084 0.874704186571762 0.875682613695972 0.876694495673291 0.877676779055037 0.878334103617817 0.878218736033887 0.877817074069753 0.877235448569991
-1400 0.896408018888906 0.89503476920072 0.89393783127889 0.893663222086616 0.894749391591176 0.895759774721228 0.896806435775943 0.897797232028097 0.898445679922588 0.898279977263883 0.897815159987658 0.897196572623216
-1300 0.91593514662236 0.914674281375483 0.913653813768178 0.91338915808592 0.914486779947765 0.915482873097062 0.916470613447018 0.917384633794427 0.91794274339918 0.917724522878416 0.917245721211657 0.916659249924123
-1200 0.935462361667305 0.934313720790669 0.933369781705551 0.9331151668448 0.934224182856269 0.935206044232473 0.936134776566178 0.936971991905011 0.937439748668112 0.937169184908271 0.936676340643317 0.936121883569285
-1100 0.954989562160335 0.953953247517347 0.953085691435263 0.952841030084528 0.953961469349451 0.954929215367883 0.955798997892998 0.956559350015596 0.956936783040874 0.95661377417855 0.956106974626891 0.955584459006786
-1000 0.971191620919853 0.970261651673354 0.969461805652827 0.96921474323608 0.970389824942686 0.971418325207196 0.972241658018902 0.972918453044258 0.973179412540048 0.972799403825775 0.972255802480504 0.971732559264638
-900 0.980708573479205 0.979872798779979 0.979123113211244 0.978848795057274 0.980165306827985 0.981405435595661 0.982207158813253 0.982787169050425 0.982878787908703 0.982432888122275 0.981806486379355 0.98121706105303
-800 0.990225496934727 0.98948396043852 0.988784391665831 0.988482817774639 0.98994086147286 0.991392560536042 0.992172630503774 0.992655841400847 0.992578134173527 0.992066285107285 0.991357199382037 0.990701373666525
-700 0.991167733445764 0.990359258139506 0.98951329709962 0.989118969300762 0.990974542219192 0.993046123767272 0.993984547676519 0.994437257759273 0.994163478026167 0.993594876490533 0.992674991721287 0.991732376860455
-600 0.974055990809575 0.972841065959074 0.971435045357794 0.970809938735329 0.97360233485233 0.977153264102526 0.97862898837775 0.979190939688124 0.978664407739416 0.978058887994848 0.976658557192422 0.974964394117706
-500 0.946303829550743 0.944803527090698 0.942815953749232 0.941858321311884 0.945589432376437 0.950723959249444 0.952755624894053 0.953435723204166 0.95262224203907 0.952175250859 0.950268440647051 0.947649503359571
-400 0.836945298942737 0.836088787764311 0.833354017231613 0.83128409460187 0.835968763567507 0.843485278892331 0.846216731588356 0.847084331326187 0.84572151536122 0.846931827254593 0.844317037262954 0.839445507153869
-300 0.619926533545367 0.622965380898677 0.617972895270213 0.608363712672144 0.605271285166964 0.609854498179629 0.612345727859065 0.615014025242999 0.616100587649271 0.623866464593448 0.624519219854847 0.620243430603296
-250 0.474356747872662 0.440827752754558 0.414626687415875 0.405130333092529 0.415101283579133 0.429479179729242 0.439574578194879 0.4486742473091 0.554925796135206 0.4659855258069 0.470680075522978 0.470875995233655
-200 0.328979898768011 0.248277552600484 0.213607072510058 0.21410632689367 0.242725498537766 0.268665397015866 0.288252005702816 0.30405112192966 0.313718199322466 0.324758773786016 0.332495001202915 0.339516402164008
-150 0.209156001801603 0.191377650480717 0.383789681974907 0.200181075342698 0.216004875255749 0.230147823458537 0.242918969888706 0.252797632128932 0.40840806881414 0.26320439792471 0.267652409092989 0.272932826192118
-125 0.167614776728442 0.186121702427045 0.342837219559977 0.194351829122752 0.205554002604913 0.214993349800352 0.22206960056792 0.226561747695087 0.368621471699739 0.23032887474983 0.232669397519203 0.227159325731918
-100 0.147304876009002 0.185776174475905 0.300605972250198 0.187309498869581 0.192776875337586 0.193447325727902 0.187214274774306 0.181629198777955 0.327582082330085 0.173880147485761 0.174504024471389 0.161248175572837
-75 0.14087312592892 0.185775723366532 0.257093803806026 0.177251524291933 0.168821850820677 0.141652824822813 0.102911961221253 0.184438316591574 0.285294937634378 0.0652746948617278 0.0740750674594892 0.102317393611884
-50 0.140872125484748 0.185775450518122 0.189546673937002 0.155011872266186 0.0932005805225344 0.0369665231119143 0.01600949258318 0.0154619722252392 0.241765074541819 0.0484296069771517 0.101887111668475 0.106280065665487
-30 0.140871872645221 0.185775275895139 0.188533798791468 0.119791433462524 0.0287318298433092 0.0151564195220999 0.0344061922987748 0.0884235796547728 0.20604981163846 0.182678595592733 0.156504225742538 0.108179126982577
-20 0.140871821713517 0.185775250429288 0.188057299965294 0.104659899079707 0.0219858252421545 0.0240545127780933 0.0627050421826425 0.121635655887076 0.187895942543217 0.19274172882433 0.156644975504605 0.1081790887838
