"DOY" "Depth" "PON"
201 125 0.289
201 150.3 0.203
201 174.7 0.127
201 200.5 0.107
232 4.8 0.259
232 24.5 0.241
232 45.1 0.273
232 74.3 0.293
232 99.9 0.271
232 124.5 0.288
232 150.5 0.184
232 175.5 0.123
232 199.4 0.104
263 9.9 0.425
263 24.1 0.446
263 44.9 0.491
263 73.3 0.379
263 100.6 0.292
263 124.7 0.239
263 149.1 0.179
263 174.4 0.13
263 198.9 0.112
263 249.8 0.086
293 9.2 0.367
293 23.2 0.353
293 43 0.349
293 73.4 0.386
293 99.3 0.318
293 124.1 0.252
293 149.4 0.172
293 173.8 0.122
293 200.4 0.121
324 5.9 0.274
324 25.1 0.309
324 45.6 0.291
324 75 0.289
324 100.2 0.294
324 125 0.245
324 149.8 0.15
324 174.3 0.134
324 200.3 0.098
354 5 0.272
354 25.7 0.278
354 45.8 0.317
354 76 0.33
354 100.5 0.317
354 125.2 0.238
354 150.1 0.134
354 175.8 0.1
354 198.5 0.099
20 8.9 0.29
20 25.3 0.291
20 45.2 0.298
20 74 0.299
20 101.4 0.278
20 125 0.297
20 151.6 0.221
20 175.6 0.124
20 197.8 0.145
20 249.9 0.103
51 7.6 0.282
51 22.4 0.22
51 43.1 0.318
51 76.1 0.29
51 101.3 0.28
51 125.3 0.195
51 147.1 0.102
51 173.4 0.08
51 201.8 0.073
79 6.6 0.314
79 24 0.328
79 44.8 0.293
79 76.4 0.235
79 101.6 0.269
79 125.2 0.242
79 151.7 0.153
79 176.8 0.116
79 201.5 0.077
110 25.1 0.353
110 45.4 0.359
110 74.3 0.338
110 100.8 0.248
110 125.3 0.163
110 149.6 0.17
110 174.4 0.177
110 199.7 0.101
110 249.6 0.074
141 8.4 0.327
141 25.1 0.361
141 46.2 0.329
141 76.4 0.281
141 100.3 0.391
141 124.3 0.287
141 150.9 0.141
141 175.4 0.102
141 199.4 0.068
171 8 0.288
171 25.6 0.322
171 45.2 0.369
171 76 0.321
171 101.2 0.329
171 124.8 0.206
171 151 0.108
171 175.8 0.087
171 200.6 0.075
201 7.6 0.25
201 25.4 0.359
201 44.7 0.361
201 74.9 0.361
201 100.5 0.204
201 125.1 0.288
201 150.3 0.157
201 174 0.115
201 200.4 0.099
232 6.5 0.371
232 25.4 0.327
232 45 0.43
232 75.7 0.381
232 100.9 0.358
232 125.5 0.23
232 150.1 0.141
232 175 0.107
232 200.5 0.108
263 5.5 0.165
263 25.7 0.198
263 45.1 0.26
263 75.3 0.305
263 100.2 0.299
263 125.2 0.281
263 149.9 0.125
263 175.6 0.087
263 199.8 0.076
293 7.4 0.348
293 26.1 0.375
293 46.2 0.372
293 74.5 0.35
293 101.1 0.278
293 126.3 0.173
293 151 0.118
293 173.6 0.09
293 198.9 0.095
293 248.2 0.065
324 8 0.308
324 26.2 0.256
324 44.9 0.316
324 76.4 0.278
324 100.7 0.282
324 125.9 0.14
324 150.1 0.098
324 175.5 0.099
324 202 0.057
354 6.7 0.289
354 25.6 0.265
354 45.6 0.287
354 74.7 0.283
354 100.6 0.301
354 125.6 0.201
354 151 0.213
354 175.6 0.093
354 199.7 0.089
354 249.4 0.071
51 4.9 0.281
51 24.7 0.28
51 44.7 0.227
51 74.8 0.265
51 100.2 0.24
51 124.6 0.219
51 149.5 0.105
51 175.7 0.091
51 199.4 0.08
51 249.6 0.065
79 4.8 0.295
79 25.6 0.254
79 44.7 0.32
79 76 0.244
79 98.6 0.255
79 124.4 0.225
79 150.2 0.157
79 175 0.095
79 200.1 0.072
79 249.6 0.07
140 7.1 0.286
140 25.1 0.324
140 45.3 0.316
140 75.5 0.326
140 100.3 0.269
140 125.7 0.251
140 149.4 0.195
140 174.4 0.156
140 199.9 0.088
140 249.5 0.074
201 7.3 0.339
201 24.9 0.292
201 44.8 0.355
201 75.3 0.209
201 99.9 0.186
201 125.3 0.244
201 150.1 0.127
201 175.2 0.113
201 200.1 0.097
232 7.3 0.312
232 25.2 0.346
232 45 0.363
232 74.3 0.396
232 124.7 0.258
232 150.7 0.183
232 175.2 0.126
232 200.2 0.108
264 27.1 0.409
264 47.2 0.373
264 77.5 0.36
264 100.2 0.299
264 125.8 0.124
264 150.2 0.109
264 175 0.11
264 200.4 0.101
293 5.2 0.33
293 25 0.324
293 44.4 0.376
293 74.7 0.357
293 98.7 0.361
293 125.1 0.27
293 151.6 0.166
293 174.5 0.126
293 199.5 0.114
354 8.3 0.313
354 25.6 0.352
354 76.3 0.33
354 125.5 0.365
354 149.8 0.127
354 175.6 0.151
354 200.9 0.12
354 6.5 0.301
354 26.4 0.336
354 45.5 0.236
354 75.9 0.284
354 99.9 0.288
354 124.9 0.271
354 149.7 0.163
354 175.1 0.125
354 200.1 0.109
354 249.8 0.086
20 6.6 0.39
20 25.3 0.335
20 45.3 0.334
20 75 0.362
20 100.4 0.336
20 126.6 0.262
20 148.8 0.151
20 173.2 0.09
20 199.6 0.087
20 249.5 0.078
51 6.4 0.311
51 24.3 0.344
51 45.6 0.3
51 75.5 0.304
51 99.7 0.291
51 123.8 0.288
51 150.9 0.169
51 177.1 0.088
51 200.1 0.099
141 24.7 0.385
141 44.7 0.333
141 75.1 0.324
141 100.2 0.269
141 125.9 0.176
141 150.9 0.141
141 176.1 0.098
141 200.7 0.095
171 7 0.336
171 24.8 0.344
171 44.6 0.324
171 74.6 0.293
171 100 0.276
171 125.1 0.214
171 149.6 0.12
171 174.5 0.082
171 199.7 0.063
171 249.7 0.07
201 5.7 0.27
201 25 0.291
201 45 0.373
201 75.2 0.293
201 100 0.248
201 125.2 0.229
201 150.4 0.128
201 174.9 0.112
201 200.1 0.089
201 250 0.074
232 7.1 0.367
232 24.8 0.367
232 45.4 0.361
232 75.2 0.361
232 100.6 0.334
232 125 0.253
232 151 0.152
232 174.7 0.137
232 199.6 0.124
293 7.1 0.423
293 25.3 0.414
293 45.3 0.358
293 75 0.39
293 99.7 0.303
293 126.1 0.205
293 149.4 0.129
293 175.3 0.052
293 199.3 0.093
354 9.7 0.291
354 25.3 0.306
354 44.7 0.302
354 74.8 0.308
354 99.8 0.251
354 123.7 0.167
354 148.1 0.116
354 175.2 0.077
354 200.8 0.079
20 7.3 0.269
20 25.3 0.275
20 45.1 0.245
20 75.7 0.273
20 100.3 0.211
20 124.9 0.156
20 150.7 0.119
20 174.9 0.091
20 200.5 0.06
51 10 0.252
51 29.1 0.239
51 43.6 0.208
51 74.9 0.261
51 100.1 0.239
51 125.4 0.179
51 149.8 0.108
51 174.6 0.073
51 199.5 0.059
51 249.1 0.076
110 5.3 0.268
110 25 0.322
110 45.6 0.295
110 75.7 0.274
110 100.2 0.337
110 125.4 0.232
110 149.8 0.172
110 175.1 0.1
110 200.1 0.069
141 5.2 0.295
141 25.1 0.266
141 45.4 0.281
141 75.8 0.275
141 101.2 0.241
141 125.3 0.246
141 151.8 0.169
141 175.4 0.142
141 201.4 0.098
202 7.4 0.28
202 25.7 0.303
202 45 0.327
202 74.9 0.329
202 99.5 0.309
202 123.7 0.229
202 148.7 0.168
202 175.1 0.134
202 200.2 0.091
202 249 0.068
201 8 0.319
201 25 0.308
201 46.3 0.328
201 75.6 0.383
201 99.7 0.334
201 125 0.257
201 150.1 0.138
201 174.9 0.131
201 199.6 0.098
232 6 0.35
232 26.7 0.382
232 45.7 0.407
232 72.7 0.484
232 100.5 0.352
232 124.8 0.262
232 150.3 0.2
232 175.7 0.144
232 249.5 0.1
263 5.4 0.329
263 25.8 0.309
263 45.1 0.324
263 74.4 0.265
263 100.5 0.302
263 125.2 0.148
263 151.8 0.117
263 175 0.086
263 199.7 0.072
325 4.9 0.295
325 24.8 0.303
325 46.2 0.306
325 72.9 0.31
325 105.8 0.323
325 130 0.182
325 151.8 0.215
325 171.9 0.163
325 196.6 0.08
325 248.8 0.057
354 5.5 0.292
354 25 0.291
354 45.6 0.309
354 75.2 0.252
354 99.3 0.318
354 123.3 0.217
354 149.8 0.145
354 173.5 0.134
354 200.4 0.092
79 5.8 0.23
79 25.3 0.325
79 45.1 0.23
79 80.1 0.225
79 93.3 0.318
79 128.6 0.158
79 155.5 0.17
79 179.1 0.137
79 205.2 0.201
110 5 0.225
110 24.8 0.252
110 45.5 0.294
110 75.5 0.294
110 101.5 0.221
110 125.1 0.244
110 149.1 0.136
110 175.3 0.118
110 200.5 0.094
110 248.5 0.138
140 7.8 0.285
140 24.7 0.297
140 45.2 0.283
140 74.8 0.298
140 99.4 0.242
140 124 0.202
140 149.4 0.153
140 174.9 0.121
140 200.5 0.155
171 5.6 0.343
171 24.4 0.307
171 45.6 0.334
171 75.8 0.349
171 101.7 0.295
171 123.8 0.263
171 149.2 0.198
171 178 0.131
171 201.2 0.117
201 4.7 0.331
201 25.1 0.346
201 45.7 0.284
201 75.1 0.329
201 99.7 0.465
201 124.8 0.222
201 150 0.103
201 175.9 0.088
201 199.8 0.101
201 249.7 0.07
233 6.7 0.299
233 24.7 0.323
233 44.5 0.296
233 74.5 0.309
233 99.6 0.342
233 125.2 0.284
233 150.6 0.165
233 175.4 0.147
233 200.4 0.104
264 6.6 0.341
264 25.3 0.326
264 45 0.324
264 74.6 0.339
264 99.6 0.289
264 125.3 0.195
264 150.7 0.113
264 175.3 0.107
264 200 0.089
294 5.8 0.392
294 26.3 0.395
294 45.5 0.355
294 75.3 0.399
294 100.7 0.34
294 125.7 0.24
294 150.4 0.133
294 175.2 0.051
294 199.7 0.115
324 4.8 0.545
324 24.8 0.269
324 43.9 0.282
324 74.4 0.252
324 100.3 0.306
324 124.6 0.183
324 150.5 0.423
324 175 0.16
324 200.1 0.098
20 5.5 0.248
20 25.9 0.272
20 45.2 0.328
20 76.4 0.306
20 99.7 0.265
20 125.1 0.176
20 150.2 0.099
20 174.9 0.149
20 200.5 0.071
79 7.1 0.302
79 25.1 0.296
79 46.5 0.263
79 75.3 0.244
79 99.8 0.248
79 125.3 0.182
79 150.1 0.214
79 175.6 0.152
79 199.3 0.079
111 8.6 0.305
111 24.7 0.315
111 44.6 0.323
111 75.1 0.327
111 99.8 0.26
111 126.3 0.286
111 151.9 0.166
111 175.3 0.139
111 199.5 0.143
140 5.3 0.349
140 25.7 0.33
140 44.3 0.342
140 74.1 0.318
140 98.8 0.269
140 123.9 0.183
140 151.5 0.19
140 175.1 0.106
140 200.6 0.088
202 25.2 0.353
202 44.4 0.304
202 75.1 0.287
202 99.6 0.282
202 124.7 0.281
202 199.7 0.096
232 5.1 0.412
232 25.1 0.414
232 44.6 0.403
232 74.7 0.329
232 100.2 0.251
232 124.5 0.168
232 149.8 0.12
232 175.2 0.083
232 199.8 0.088
232 249.8 0.062
263 5.2 0.385
263 25.2 0.29
263 46.1 0.342
263 75.1 0.368
263 100.8 0.353
263 125.2 0.258
263 149.9 0.164
263 175.4 0.107
263 200.2 0.154
324 5.7 0.433
324 25.8 0.358
324 44.6 0.304
324 76.9 0.351
324 103 0.237
324 126.8 0.182
324 150.6 0.116
324 174.3 0.144
324 200.6 0.183
324 4.8 0.345
324 24.7 0.338
324 44.8 0.33
324 76 0.354
324 97.5 0.309
324 123.9 0.184
324 150.5 0.148
324 169.8 0.119
324 197.2 0.096
355 5.7 0.368
355 24.7 0.342
355 43.9 0.355
355 73.8 0.34
355 99.8 0.39
355 123 0.295
354 199.2 0.095
354 248.8 0.082
20 5.2 0.338
20 25.3 0.274
20 45.7 0.315
20 76.3 0.272
20 100.3 0.253
20 127.3 0.238
20 147.5 0.163
20 176.4 0.093
20 205.6 0.118
79 4.9 0.27
79 25.1 0.308
79 46.4 0.294
79 75.4 0.243
79 101.8 0.183
79 125.9 0.247
79 150.2 0.116
79 175.4 0.092
140 4.8 0.313
140 25.3 0.289
140 44.6 0.272
140 75 0.3
140 100 0.315
140 152.9 0.307
140 174.3 0.174
140 202.2 0.096
140 5 0.302
140 25.7 0.358
140 45.1 0.339
140 75.3 0.332
140 100.5 0.269
140 125.4 0.26
140 152.3 0.285
140 174.5 0.14
140 201.6 0.121
171 5.9 0.383
171 23.9 0.328
171 43.9 0.339
171 74.4 0.304
171 99.1 0.289
171 125.1 0.284
171 148.7 0.194
171 174.2 0.11
171 199.6 0.087
171 249 0.074
232 10.4 0.273
232 25.8 0.293
232 75 0.347
232 100.4 0.283
232 125.5 0.252
232 150.4 0.156
232 175.4 0.134
232 200.7 0.097
232 5.6 0.345
232 24.8 0.339
232 45.3 0.34
232 75.3 0.327
232 100.2 0.301
232 125.2 0.243
232 150.2 0.181
232 175.5 0.111
232 200.8 0.119
263 7.6 0.304
263 25.6 0.303
263 44.6 0.35
263 75.2 0.317
263 100.4 0.335
263 125.5 0.305
263 150.6 0.173
263 174.7 0.156
294 5.5 0.287
294 25.3 0.293
294 45.4 0.306
294 75.5 0.315
294 100.3 0.285
294 124.8 0.194
294 150 0.129
294 175.3 0.094
294 200 0.084
294 250 0.071
355 6.7 0.258
355 26.3 0.274
355 46.4 0.248
355 75.6 0.315
355 124.4 0.176
355 151.6 0.105
355 176.4 0.092
355 201.4 0.095
51 7.3 0.343
51 24.8 0.342
51 45 0.336
51 75.7 0.282
51 100.2 0.256
51 126.7 0.258
51 149.9 0.14
51 175.7 0.1
51 200 0.107
51 249.7 0.108
79 5.9 0.248
79 25.4 0.267
79 45.2 0.283
79 101.2 0.311
79 124.7 0.263
79 150.1 0.253
79 175.8 0.161
79 201.3 0.131
110 5.3 0.319
110 26.1 0.293
110 45.8 0.3
110 75.7 0.284
110 101 0.258
110 124.9 0.203
110 150.2 0.144
110 175.8 0.135
110 200.9 0.125
140 7.3 0.277
140 23.7 0.306
140 45.5 0.314
140 75.8 0.285
140 101.5 0.294
140 125.7 0.261
171 7.1 0.302
171 25.9 0.305
171 45.9 0.326
171 75.5 0.285
171 101.1 0.298
171 125.4 0.233
171 150.3 0.185
171 175.5 0.117
171 200.3 0.083
264 11 0.377
264 45 0.36
264 74.7 0.277
264 99.8 0.225
264 125.5 0.16
264 151.6 0.107
264 200.8 0.086
264 250 0.069
293 7.9 0.396
293 25.4 0.401
293 45.7 0.41
293 76.5 0.412
293 100.1 0.276
293 125 0.211
293 150.3 0.131
293 175.2 0.099
293 200.5 0.095
294 7.7 0.365
294 25.3 0.363
294 45.4 0.334
294 75.1 0.352
294 100 0.256
294 124.9 0.181
294 150.7 0.123
294 175.1 0.108
294 200.4 0.164
324 7.1 0.352
324 25.1 0.333
324 45.1 0.333
324 74.3 0.318
324 125.4 0.205
324 150.6 0.118
324 174.9 0.11
324 200.1 0.12
354 8.1 0.226
354 25.5 0.288
354 46.3 0.406
354 75.6 0.265
354 99.7 0.213
354 125.7 0.135
354 148.6 0.097
354 175.2 0.09
354 249.4 0.138
20 8 0.286
20 25.8 0.286
20 45.1 0.283
20 75.3 0.264
20 100.5 0.277
20 126 0.281
20 150.6 0.139
20 175.2 0.153
20 200 0.092
51 6.2 0.265
51 26 0.278
51 76.1 0.321
51 100.7 0.245
51 127 0.189
51 150.7 0.137
51 175.9 0.125
51 202.6 0.078
79 5.3 0.286
79 25 0.34
79 46.4 0.305
79 76.1 0.331
79 100.1 0.315
79 150.8 0.117
79 200.4 0.08
79 249.9 0.073
171 4.8 0.384
171 26.3 0.345
171 44.3 0.339
171 75.1 0.284
171 99.1 0.3
171 125 0.263
171 154.6 0.137
171 174.9 0.105
171 199.3 0.084
201 4.9 0.354
201 24.7 0.379
201 44.5 0.354
201 75 0.326
201 100.1 0.275
201 125.7 0.294
201 150.4 0.184
201 175.4 0.129
201 200.4 0.094
201 249.8 0.083
263 5 0.378
263 23.4 0.351
263 45.2 0.347
263 75.4 0.372
263 100.1 0.277
263 124.8 0.197
263 150.3 0.129
263 174.8 0.152
263 200.3 0.106
263 249.8 0.088
293 7.1 0.469
293 25.4 0.392
293 75.1 0.342
293 100.4 0.279
293 124.5 0.199
293 175.2 0.177
293 201.2 0.236
324 7.8 0.381
324 24.8 0.403
324 45.3 0.39
324 75.6 0.326
324 100 0.319
324 125.3 0.201
324 150.8 0.149
324 175.1 0.173
324 200.5 0.278
324 249.4 0.101
354 7.4 0.28
354 23.9 0.314
354 45.2 0.284
354 74 0.295
354 99.7 0.327
354 123.5 0.236
354 149.7 0.125
354 173.7 0.106
354 199.1 0.123
354 249.9 0.084
